Protein	hpt_T1_rep1	hpt_T1_rep2	hpt_T1_rep3	hpt_T1_rep4	hpt_T2_rep1	hpt_T2_rep2	hpt_T2_rep3	hpt_T2_rep4	hpt_T3_rep1	hpt_T3_rep2	hpt_T3_rep3	hpt_T3_rep4	LL1210_T1_rep1	LL1210_T1_rep2	LL1210_T1_rep3	LL1210_T1_rep4	LL1210_T2_rep1	LL1210_T2_rep2	LL1210_T2_rep3	LL1210_T2_rep4	LL1210_T3_rep1	LL1210_T3_rep2	LL1210_T3_rep3	LL1210_T3_rep4	LL1210_T4_rep1	LL1210_T4_rep2	LL1210_T4_rep3	LL1210_T4_rep4
WP_003515482.1	24.63481	25.33409	25.63881	25.41628	25.06115	24.30984	25.27679	25.10559	24.12694	26.04432	23.8816	25.19206	24.08931	23.74751	23.6128	27.18791	25.44854	25.49894	22.83203	23.39925	28.27264	25.97658	24.40394	21.3139	26.54531	25.98156	24.6367	23.94609
WP_003517983.1	25.06319	25.16154	24.81763	27.16485	24.91719	25.97361	25.53901	26.12849	26.39086	25.81602	26.99809	24.10353	23.28916	23.75285	22.38553	25.41548	23.31988	21.50413	23.3653	23.23826	23.9321	22.55983	23.24915	22.6825	26.21395	20.53221	25.10777	21.55228
WP_003516459.1	24.40798	24.71688	25.04518	24.69519	25.09179	25.05458	25.25072	25.67189	25.56209	25.4986	25.42019	24.81337	19.84255	18.89326	20.65656	20.78776	19.85151	18.07315	20.03898	19.26023	20.33443	20.54947	18.18382	19.44714	19.44457	21.57977	19.08759	20.51874
WP_003513989.1	19.59923	19.99722	19.91336	23.73946	24.31524	24.44881	24.89415	24.88955	19.61226	25.13228	25.154	25.08455	18.70536	20.40644	19.70604	18.49956	22.99326	24.34414	20.21174	23.35859	25.33991	25.38583	24.61631	24.71466	25.47908	25.97443	25.35183	26.06966
WP_003518626.1	26.14429	24.86451	25.28517	25.58702	25.78679	25.82308	25.81072	25.96723	25.43501	24.49669	24.93563	25.47512	28.19042	24.79216	25.87264	25.06933	24.34747	23.59309	25.86047	24.6912	24.28248	24.3797	25.62957	25.99768	25.80977	25.79663	25.09318	25.98498
WP_003513575.1	26.89893	27.18995	27.64147	26.49661	27.40015	27.79185	27.80674	27.15501	30.37905	26.24828	27.14199	26.16915	24.99773	19.60464	25.76204	25.87519	25.79826	24.84671	25.32485	26.37203	26.51055	25.29716	25.99857	26.24509	24.41932	25.07159	24.85315	23.15829
WP_003518868.1	19.17179	21.97625	23.34483	23.60253	23.17932	19.96372	22.58913	23.14768	19.33179	20.83412	21.10238	19.34274	19.90515	19.79408	18.34014	22.73185	21.41062	19.77434	19.14207	20.51545	21.35076	18.62243	21.73118	21.86376	20.49605	19.09314	20.47949	22.66513
WP_003517985.1	23.66633	23.55521	20.03599	21.78122	23.39851	26.79269	26.47097	26.54983	25.12713	24.30556	19.73711	24.27215	20.86177	28.75149	19.98475	21.0415	20.02961	19.95464	22.61333	26.6514	17.78955	20.19246	19.86156	18.02595	19.50227	20.09039	18.05854	21.56884
WP_003515632.1	30.81601	30.51116	30.29116	30.25809	31.20588	30.3835	30.5547	30.32315	28.8264	29.46026	29.06842	31.3454	28.12409	28.80087	28.27045	27.72149	29.50697	29.59184	28.30717	28.64462	29.61157	28.90369	29.17121	29.73424	29.33766	29.66006	29.49605	30.29717
WP_003516617.1	20.02276	19.85527	20.26834	24.71555	20.41366	18.96164	19.75963	18.83372	20.38298	21.06	20.81164	19.7129	25.6978	23.80934	24.25967	25.22841	23.17827	18.83829	23.65371	24.24902	23.43027	23.59766	23.81043	23.98522	24.52162	22.35491	24.18334	24.22964
WP_003515650.1	24.7884	24.98994	26.06849	25.56129	25.83083	24.83844	24.68109	24.41895	25.42109	25.35261	20.45945	25.26945	19.60664	19.02947	20.15906	22.71322	18.92688	23.04824	19.75672	22.86507	20.9998	19.36054	20.03938	21.65434	22.41442	22.00307	21.90865	22.83533
WP_003514545.1	23.71113	22.96584	23.6746	24.01472	24.1076	25.17072	24.7616	25.23333	24.71513	24.07477	24.33164	18.50814	20.10896	18.59568	19.07983	21.71784	19.56053	19.47976	20.10421	20.5497	24.11846	19.55709	18.93841	23.53684	19.78253	23.31439	20.74796	19.0762
WP_003515634.1	24.49002	23.91669	24.1069	23.66677	23.71866	19.00268	20.29222	19.93944	18.47708	24.01524	23.55562	24.84093	23.02272	23.08905	22.38348	20.78972	21.55148	23.27405	22.60781	24.2503	19.90141	22.8041	24.08512	23.15272	20.9262	19.35596	21.46353	22.83611
WP_003513304.1	19.5859	18.83548	19.57479	29.01601	28.42872	19.79952	20.59657	28.41007	27.13044	25.08317	27.00636	28.09802	28.45797	28.28106	27.42327	27.22101	27.83329	28.14989	28.09269	27.84899	27.83569	28.47573	27.42234	27.30463	26.95044	26.78686	28.27416	27.30113
WP_003515283.1	21.71153	18.87724	21.21933	23.28912	21.82566	20.02932	20.09944	19.12965	20.24528	20.81475	20.56209	21.49158	21.05013	22.10518	21.96736	21.78885	19.91876	19.84242	18.97325	19.58052	24.08604	21.0345	19.57104	19.73713	19.25972	20.42143	20.48157	21.32047
WP_003513139.1	27.87755	26.34597	27.55208	26.68233	28.02268	20.47925	26.88741	27.31254	27.29159	26.32094	19.78168	27.25425	26.63281	26.77977	26.58928	26.82813	25.849	25.74081	20.46964	26.64489	27.13837	18.76375	26.45914	26.59794	21.17504	25.96358	21.53865	20.07586
WP_003517100.1	24.44438	23.73576	24.71841	24.58524	24.38955	24.24012	24.31109	24.08731	23.95982	25.51544	24.62646	23.49885	24.54895	24.87836	24.92082	24.69304	25.22267	25.09914	25.30717	24.81502	24.70203	24.70256	24.92397	24.55171	25.19526	24.61765	24.50812	25.15632
WP_003517102.1	24.09042	24.14632	24.71729	24.94472	23.79677	20.34447	23.71467	22.97752	19.39767	24.6764	19.99618	20.10217	24.10807	25.25089	23.40431	24.15946	23.73748	26.42833	24.53701	22.18995	19.61851	18.31367	19.92871	22.39234	20.39199	22.52917	19.02942	23.11094
WP_003518866.1	27.5633	27.29625	27.29136	27.53636	28.12009	28.24158	27.79958	27.79309	27.62012	27.94398	27.16869	27.5937	28.48206	28.45362	28.15606	28.26318	28.51418	28.53238	28.16859	28.36577	28.45952	28.59214	28.53319	28.40551	27.99268	29.38107	28.74201	27.88321
WP_080547390.1	19.33527	24.86863	19.0873	20.0826	20.03471	19.98438	19.40865	19.82906	20.15179	19.73913	21.33376	19.25754	18.73557	26.22234	25.24924	19.41719	18.75283	18.66209	19.67674	18.18781	25.141	20.25009	18.76465	19.9185	17.87252	19.41443	20.03574	19.33965
WP_003522908.1	19.032	19.68817	24.69927	19.38987	19.99614	24.93695	20.69548	25.42753	19.56066	19.50969	19.40659	19.45709	26.16293	20.46198	26.24404	20.36834	20.29549	20.2238	26.06902	19.8647	20.15948	19.04976	20.30483	18.79558	19.96329	19.69842	19.29462	20.4077
WP_003514120.1	20.91854	26.1495	19.87551	23.56078	25.78075	25.90669	25.20066	25.52387	24.90941	26.70958	19.11724	24.1708	20.34695	23.52663	19.69997	19.66786	21.28892	19.39629	27.51517	26.40965	24.7225	25.93687	23.66663	19.44083	19.68322	21.93813	20.36979	19.39826
WP_003518337.1	23.4129	23.23494	24.99522	24.73797	24.77252	24.89726	25.82146	24.78586	25.06145	25.35006	23.42175	24.50176	19.65454	19.30512	22.8499	20.68407	19.47808	19.5918	19.86407	20.04243	19.40411	20.99918	20.97624	19.80562	20.21879	20.85732	19.35363	19.68294
WP_003516841.1	26.70143	26.65985	26.69506	26.30566	26.96767	26.67664	26.2099	26.60387	26.21824	26.75114	26.23094	26.88601	27.92524	28.17472	27.68612	27.31588	27.99324	27.84236	27.92377	27.77185	27.89228	27.37687	28.15165	28.14681	28.1137	28.03294	28.40704	28.19311
WP_003512626.1	30.38347	30.48388	30.0307	30.4231	31.30373	30.80368	30.79845	31.47796	31.73897	30.76489	31.4529	31.51325	31.43523	32.35218	32.0354	31.26441	32.03539	31.77288	32.30339	31.52224	31.73122	31.38978	30.78325	31.92424	30.21675	30.96441	29.87786	30.62484
WP_003513620.1	25.42495	26.01112	19.46623	24.19598	26.65996	26.08173	26.71536	25.64448	25.02998	25.06014	20.20173	26.35777	19.63989	20.65385	20.05057	19.72363	19.6712	18.80267	19.10795	18.94202	24.94198	20.44917	24.1456	18.61835	19.47096	19.16865	19.6402	20.84464
WP_003517498.1	26.21207	26.02014	26.11865	26.07782	25.52558	25.49873	26.03659	26.73141	26.05231	25.37769	26.44821	25.0973	26.57088	25.89714	26.1918	25.80913	25.49549	25.71956	25.81756	26.16196	25.32496	25.09007	26.71893	26.37377	25.77903	25.98343	26.07244	25.75272
WP_003519194.1	26.01722	24.97773	25.85143	25.66753	25.94554	25.97286	26.21439	25.23745	19.20425	24.49546	18.23543	25.35208	25.40041	25.35262	25.27547	24.8646	25.4511	24.68237	25.37215	25.34332	24.75211	23.64143	25.07404	24.18044	24.58385	24.48111	23.5363	24.95191
WP_003512095.1	26.8888	27.06029	26.98439	27.24666	27.23859	27.5075	27.37725	26.70874	25.68371	27.58115	26.86882	26.95563	27.65495	26.625	26.86062	27.17753	27.18721	27.54478	27.17882	26.82546	26.617	26.68178	27.63292	26.42679	26.45307	26.60656	25.94298	26.31098
WP_003512340.1	19.95594	24.68379	20.28105	20.68032	26.08503	19.00358	25.28863	25.82174	20.01189	24.81837	24.76119	24.994	20.82546	18.30798	18.90949	19.99449	18.8917	18.35497	18.67898	19.57434	19.12872	18.01516	19.48873	20.18924	19.19832	21.10946	20.80963	24.20059
ADU74909.1	26.8475	27.08332	25.3171	26.84605	25.83477	23.51674	25.94906	25.3746	25.84834	24.98955	26.25525	23.59007	26.21651	26.13755	27.03027	26.52682	26.56535	26.24535	26.75693	26.07212	25.21377	24.79817	25.21403	25.06725	26.14195	24.75039	26.6479	25.94699
WP_003516317.1	25.74709	29.56928	29.978	26.029	26.84113	28.19276	26.32448	29.40854	28.71257	28.45197	28.81581	29.77018	27.02493	29.14529	28.31595	28.35326	28.6266	28.19495	28.70557	28.36783	27.95931	29.91565	29.12085	29.78159	29.30767	27.89524	28.72536	28.20798
WP_003513622.1	25.16153	24.84532	26.52226	25.27887	25.36013	25.29456	23.85654	23.59848	19.3926	26.58721	24.71917	25.28035	20.85781	20.91399	20.41927	21.0998	18.44946	20.28112	20.52457	24.36502	21.14876	20.71908	19.68154	19.35687	21.19819	20.316	19.10561	19.15189
WP_003520894.1	23.01089	23.09904	23.37388	24.01538	23.65899	22.47938	23.5778	23.66337	23.58452	22.45388	20.05968	23.50583	22.86297	24.03655	21.98627	22.9338	23.61228	22.60629	22.51591	23.08499	22.32659	23.11198	18.90329	22.75353	23.62184	23.90784	23.45512	23.24007
WP_003512097.1	28.98716	29.27038	29.49578	28.81409	29.33457	29.10867	29.65685	29.76157	28.95067	29.2424	29.62731	29.64736	30.20283	30.16881	29.97655	29.7444	30.23687	30.25822	30.47812	30.12593	30.45743	30.39684	30.28818	30.40791	30.31527	30.39681	30.35072	30.36316
WP_003512342.1	24.62199	19.92202	24.33156	23.23596	20.7183	20.84358	22.67296	19.21765	19.92925	18.31203	19.18521	23.10856	19.94241	21.60737	19.61928	25.03136	20.35212	19.08716	19.38054	19.93181	22.86996	21.43851	22.98754	19.55352	19.85909	17.76299	21.06408	21.0974
WP_003514578.1	29.42012	29.04674	29.30468	29.52273	29.0838	29.33457	29.01867	29.14496	28.90653	28.83365	28.67964	28.98245	29.35949	29.13867	29.05618	28.50832	29.10582	29.21651	28.87795	28.87922	29.07501	28.69202	28.89973	28.86598	28.79044	29.09695	28.76539	28.98371
WP_003516863.1	30.25085	30.15704	29.4594	29.92763	30.32151	26.91439	27.52308	28.35009	26.68856	27.92757	28.65741	29.29098	28.31862	27.68276	29.50854	28.13984	29.91353	29.34282	29.22165	29.78747	29.55844	30.12179	29.19971	29.82333	29.1514	29.73701	30.65028	28.52406
WP_003512801.1	27.46128	27.32565	27.71056	27.44226	27.88391	23.52964	26.91893	23.54522	22.99326	23.23254	19.96322	23.1887	22.52649	25.07447	22.50811	22.60837	25.05811	22.20967	23.21823	21.27369	23.81887	24.37189	24.72544	23.04866	22.89519	25.0498	22.00013	25.90916
WP_003514114.1	21.75309	20.84143	21.02512	20.5551	21.16119	20.38974	20.23705	21.25822	20.13594	19.57562	19.35335	18.65163	18.62699	20.65586	19.80828	19.48921	19.17272	20.47915	20.71431	18.76834	19.79616	20.45125	18.46176	18.75976	20.91302	19.88159	20.26339	20.30201
WP_003513652.1	19.81303	20.37991	19.86275	20.2206	22.70871	20.67147	22.98726	23.26034	21.32719	20.58312	18.98565	18.19467	20.21082	21.68016	19.04539	21.34029	20.54772	18.05805	18.39447	20.30775	22.71356	21.51404	20.36136	18.30943	20.56759	19.59779	17.68717	17.74283
WP_003515767.1	28.86795	28.74657	29.19692	29.02795	28.64624	28.64106	28.93246	29.26579	28.54065	29.2486	28.86229	28.57337	29.08985	28.9306	29.068	28.83344	29.16677	29.26077	29.14039	29.09558	28.70896	29.15119	29.02696	29.04185	28.56257	29.0531	28.99224	28.64746
WP_003516319.1	26.26623	26.23933	26.45202	26.2221	25.8699	26.62307	25.74407	26.48832	26.08429	25.10284	25.93189	26.08797	26.50478	25.89774	26.30718	26.25852	26.74044	26.39656	25.93116	26.35763	25.95036	25.76169	26.10265	25.45198	26.26676	26.01218	25.26975	25.94801
WP_003513279.1	31.12726	30.8068	30.57552	30.40106	30.13574	28.82773	30.67491	30.84152	31.08606	31.33568	31.04694	30.76431	29.57854	29.71105	30.67681	29.9417	30.6871	30.6476	29.76607	30.52486	30.1053	30.14991	30.45074	30.45629	30.90495	30.93337	30.91435	30.94464
WP_003518457.1	30.02064	29.84624	29.87433	29.68271	29.27558	29.00411	29.32715	29.48746	30.10156	29.75576	29.52684	30.26554	27.50245	28.06382	27.42147	27.61388	27.45731	27.34447	28.17829	27.7485	27.94876	27.96862	28.46178	28.46303	26.92197	26.99031	27.64458	27.70287
ADU74371.1	24.8669	24.54014	25.62906	26.20078	23.12689	22.91088	27.31832	27.65644	23.89051	24.49084	21.9661	27.1783	27.11335	26.07153	26.75262	24.85808	26.1155	25.64864	23.79232	26.1611	24.53555	26.28376	24.33063	24.79662	26.77181	23.10501	26.26992	27.1789
WP_003512350.1	21.77518	21.90115	22.81558	22.5103	22.9634	22.47878	21.80777	22.69903	19.50019	22.82069	20.93185	20.16068	23.43132	22.26075	23.89658	23.06106	22.32434	23.57179	23.81736	23.7061	20.86071	23.25842	21.3125	23.13179	21.21036	21.708	21.40234	21.55967
WP_003513611.1	26.83969	26.67521	27.44064	27.22884	26.76716	26.68818	26.50967	26.56385	20.08747	27.45091	19.81889	27.2488	25.28454	19.24874	26.14627	20.58351	18.15615	20.74763	20.97156	19.49206	20.5118	18.99127	19.18386	20.2469	20.66826	20.14048	19.82503	26.31572
WP_003516869.1	22.57092	20.24274	23.36473	21.68053	20.18373	20.9768	21.6929	23.13397	20.21805	19.26124	19.17997	18.94201	23.11659	20.22386	18.61259	18.14854	20.81293	21.46324	21.65724	19.68477	20.61348	20.00302	20.55665	19.04592	19.90281	19.3827	19.53865	19.86655
WP_003516877.1	26.49855	26.19579	27.09516	26.96569	26.42072	26.93937	26.29075	26.83079	26.31885	26.49503	26.22853	26.21328	26.29701	25.48599	25.82105	26.49788	26.05468	26.14301	24.63177	26.2059	26.01717	26.15901	26.02117	25.81727	25.88125	25.91418	25.98005	25.7474
WP_003518445.1	25.22119	25.26304	25.93402	25.28971	25.44638	24.23035	24.14049	24.1099	23.66203	24.14553	23.18463	24.31047	24.31355	24.83447	25.16397	24.39616	24.42883	23.16695	23.2249	23.33697	23.90948	23.29591	23.36404	23.31193	24.29425	24.14179	24.17963	24.52296
WP_003512622.1	26.54161	26.3157	26.75575	26.27186	26.32681	26.08528	26.24086	26.23102	26.38722	25.96393	25.28029	25.10888	24.98797	24.56964	25.63166	25.43715	25.2439	25.47042	25.48451	25.07323	25.7417	26.00099	25.56395	25.68216	25.10463	25.59783	25.38741	25.45587
WP_003514472.1	25.4431	25.70043	25.56193	25.13359	25.58599	25.69434	25.46604	25.86	24.67533	25.86399	24.47567	24.78862	26.06726	25.0989	25.5728	25.87154	25.53633	25.07557	25.47614	25.8733	25.34038	25.26643	25.54902	25.37529	24.89588	25.2499	25.54528	25.28046
WP_004463712.1	23.91479	24.14977	23.99366	24.23209	24.30484	24.15686	24.54544	24.77393	23.37778	25.0651	23.72261	24.06771	23.48508	19.50573	23.45258	23.57984	23.58029	23.90279	24.33263	24.09863	23.14611	24.35393	23.7125	23.79337	23.6781	23.71179	23.10821	24.47428
WP_003521553.1	29.50166	29.42216	29.14575	29.96988	30.54928	31.50054	30.06975	29.81118	29.77732	29.53765	28.58326	29.90822	29.69843	30.20607	29.42244	29.76635	29.19476	29.38789	29.79309	29.82022	29.91976	29.66225	29.47029	28.94131	29.01417	29.83747	29.426	29.53527
WP_003512354.1	28.40419	23.41794	24.18196	24.97634	24.14272	19.23864	24.18311	23.10595	20.39154	28.00749	19.73363	24.0538	25.10581	25.16386	23.95382	27.4507	27.39668	27.49028	28.15944	18.90691	24.05211	25.67035	25.57592	25.13067	28.7251	25.02652	25.03733	19.58207
WP_003512516.1	18.78635	23.7133	19.62277	19.82878	23.53341	19.47444	23.23984	22.65134	18.8247	22.67772	26.10744	20.3628	20.37869	20.54755	20.47468	22.19561	22.80849	20.48122	21.6585	18.46561	19.84032	19.25791	23.20232	22.25172	20.11319	19.10643	20.08628	20.12607
WP_003511596.1	25.6639	25.7713	26.13713	26.09875	26.48587	26.36548	25.92226	25.78382	26.12316	25.65016	25.68923	25.36374	26.29517	25.47944	25.9802	26.13565	26.0253	25.99603	26.15715	26.32078	26.30875	26.15163	26.31157	25.91615	26.17142	26.06388	26.21109	25.88692
WP_003512371.1	27.84217	27.7109	27.87934	27.75095	28.29666	28.04077	27.96988	27.45772	25.17865	26.40734	27.2063	27.49851	26.20941	26.18497	26.99724	26.62275	25.88426	26.12679	26.8679	26.6051	25.05915	25.07123	26.82155	25.7991	24.28691	23.50496	24.57792	24.12071
WP_003517442.1	23.21066	22.67751	22.13516	23.26628	20.68929	23.63441	19.84633	22.4242	22.19331	22.60221	19.94687	21.56263	19.33935	19.5629	19.32043	20.16919	21.51982	22.1672	21.93387	21.49837	22.00654	20.33887	18.16893	20.44609	21.42514	21.13293	19.32161	19.36646
WP_003517997.1	18.82839	19.87629	19.33238	19.78891	26.6505	24.62699	19.80657	21.02261	20.3282	26.24896	22.92635	25.48171	19.93657	19.84059	20.66612	19.89851	20.54977	21.53837	20.7163	20.36425	20.05282	25.53179	20.82143	18.01076	19.53491	19.776	19.04283	19.08952
ADU75615.1	28.9563	28.74105	27.48358	28.25074	28.35622	28.10068	28.11569	28.17784	27.60276	28.31135	28.65228	28.7702	28.71368	29.34319	28.85023	28.63301	28.90987	28.92616	28.67322	28.55321	28.31694	28.8727	28.1938	28.84236	27.64228	28.05362	27.62644	27.64008
WP_003517235.1	26.53478	26.15568	25.96259	26.08493	25.45717	25.06635	25.75827	25.9549	26.03926	25.81036	25.69452	25.01129	25.71648	25.364	24.17638	26.09822	25.48867	26.1862	26.00205	26.34933	26.45593	26.49677	26.4797	24.96258	25.29712	26.41619	25.54466	25.82567
WP_003518677.1	26.68949	23.47473	27.1522	26.69482	26.77765	26.72769	26.57958	19.98928	20.31854	25.06568	23.32755	22.933	23.68881	20.97375	18.32554	20.41611	21.59403	19.02898	21.72923	19.18734	21.37799	19.31723	21.52718	20.71615	19.2511	20.84396	21.08775	21.12092
WP_003514180.1	24.04229	24.62056	24.79951	24.27122	24.30915	24.01099	25.10772	24.279	22.83461	24.64327	25.15773	17.8916	23.84732	19.32257	23.9501	22.38842	23.59947	20.03536	22.05988	20.55945	24.26262	25.64811	24.78139	25.18505	25.00153	23.75723	23.91403	24.95584
WP_003513265.1	30.65343	30.62127	30.61701	27.82413	30.27503	30.44334	28.5546	28.36476	30.40871	28.30264	28.53687	29.28777	27.3399	29.36581	29.42022	29.33767	29.53658	29.88826	29.25876	29.59474	29.08575	29.6396	28.89093	29.95583	26.57767	27.91561	29.84127	28.81012
WP_003516080.1	23.70771	22.76241	24.63977	23.78235	23.55539	26.57191	24.6016	24.21847	24.49899	23.63201	21.17587	23.78821	26.05004	25.24707	24.90762	24.56603	25.59224	25.48824	25.93951	25.54408	27.73041	25.33245	25.5997	26.40883	26.30604	25.99642	25.6697	26.07101
WP_003518453.1	26.28716	26.65249	26.86806	27.10862	26.57087	27.79432	26.93372	27.22555	26.76736	26.64729	25.88499	26.82015	28.15572	27.4309	27.47663	27.68438	27.49875	27.64052	27.3892	27.59278	28.01221	27.72361	27.22516	27.58317	27.45035	27.34135	27.30966	27.73445
WP_003517233.1	28.50919	29.00097	27.59979	28.59319	30.64513	28.38402	27.2011	28.88021	30.17159	28.35687	28.7099	27.09511	26.83719	28.85676	26.98974	27.90507	28.73205	27.4031	26.76941	28.22659	26.94944	28.07112	28.68654	29.4557	26.54045	28.58504	28.51293	25.93826
WP_003517215.1	24.63046	26.04753	24.98992	25.39795	24.57948	24.93029	25.31372	24.48376	24.42528	25.78217	24.36554	24.64026	26.46012	27.23285	26.27105	27.066	26.54093	27.00341	26.8967	27.15422	27.76576	24.78526	24.82385	24.92735	24.87521	25.14812	25.28796	25.03734
WP_003515021.1	30.24081	30.52712	30.52682	29.95469	30.05634	30.38583	30.03787	29.5056	26.52711	30.86542	29.67068	29.60257	29.24907	29.21343	29.26375	28.60789	28.72492	29.12077	29.10179	29.23472	28.33368	28.73545	28.7639	29.33534	27.69674	28.83203	29.00701	28.94904
WP_003517741.1	26.29843	26.77569	24.48513	24.96564	26.18778	24.87383	23.66696	27.17416	25.93323	24.43489	25.33377	24.137	24.52847	25.03027	26.22369	25.1961	25.75617	25.83833	26.36225	25.8494	26.03037	26.18439	26.11536	25.31235	25.70525	20.49393	24.78288	26.36806
WP_003517581.1	24.44394	25.2088	25.11302	25.46913	26.23994	26.12781	25.7945	26.72885	24.98003	24.16112	26.03963	24.45904	27.90314	25.91628	27.02949	27.77276	26.84546	26.19818	26.95033	26.75999	25.33401	25.622	25.28687	25.51143	25.512	24.27056	26.01515	23.77168
WP_003519243.1	19.6448	18.87816	21.13877	20.53558	22.90564	20.85726	20.55116	19.76886	19.57838	22.11955	19.29096	20.63684	20.27421	21.06965	20.92567	19.69337	19.11524	20.57438	19.32479	18.17293	22.33702	19.60535	22.43661	21.43597	20.31481	20.59594	20.00302	19.76071
WP_003518129.1	23.00514	22.47624	24.07187	24.35268	25.19185	24.77724	24.56734	24.31761	19.71799	23.62118	24.56896	21.36726	24.85831	21.2203	24.0458	21.25575	20.10935	24.62765	24.78242	22.78638	23.093	24.69461	24.59745	24.55036	23.89658	24.11021	22.15509	24.49664
WP_003515919.1	26.45205	25.55737	26.08269	26.03296	26.17978	26.1032	26.48327	26.66711	26.75056	26.76755	26.32547	26.73939	25.5549	24.15656	26.23212	25.03023	25.61119	24.46643	26.48414	26.13043	22.50602	23.38458	25.77681	25.02121	18.3862	24.05785	22.29098	21.04634
WP_003517583.1	19.88024	20.75067	20.21707	19.98287	21.3051	20.15677	19.99999	18.61828	22.37209	23.31512	19.89686	20.36492	23.80496	25.27474	25.24805	24.90226	24.66943	24.92228	25.27582	24.86338	23.83186	24.89203	24.44083	24.3891	23.8648	24.83206	25.0202	24.1896
WP_003518957.1	20.34122	20.28881	20.08023	20.50558	23.42374	19.05227	23.77417	23.83272	23.83348	22.64251	23.25594	23.83187	23.90894	23.14355	21.61749	22.80137	23.87126	24.92374	23.32977	23.89548	24.03098	23.98959	23.9456	23.3623	23.79762	24.15393	23.63619	23.76034
WP_003512303.1	20.20313	23.56812	24.51816	21.1423	23.69295	20.55647	24.10785	19.8322	20.00764	24.55572	20.03158	21.44394	25.67396	24.99014	28.22839	19.42987	19.37723	19.2942	20.28909	20.82409	19.4687	25.67253	20.5587	27.69307	27.94862	28.22421	19.71849	20.83125
WP_003520983.1	19.83419	24.03418	26.04002	25.30117	20.01026	24.36677	23.78477	25.02294	20.41335	26.15463	20.21057	24.92713	19.17531	20.44445	20.66813	24.03967	20.43935	20.36943	23.6015	23.80791	19.18203	20.78109	21.60128	20.44818	20.17548	19.8203	20.79616	20.48037
