"Protein"	"LL1210_T1_rep1"	"LL1210_T1_rep2"	"LL1210_T1_rep3"	"LL1210_T1_rep4"	"LL1210_T2_rep1"	"LL1210_T2_rep2"	"LL1210_T2_rep3"	"LL1210_T2_rep4"	"LL1210_T3_rep1"	"LL1210_T3_rep2"	"LL1210_T3_rep3"	"LL1210_T3_rep4"	"LL1210_T4_rep1"	"LL1210_T4_rep2"	"LL1210_T4_rep3"	"LL1210_T4_rep4"
"WP_003515632.1"	28.12409	28.80087	28.27045	27.72149	29.50697	29.59184	28.30717	28.64462	29.61157	28.90369	29.17121	29.73424	29.33766	29.66006	29.49605	30.29717
"WP_003516617.1"	25.6978	23.80934	24.25967	25.22841	23.17827	18.83829	23.65371	24.24902	23.43027	23.59766	23.81043	23.98522	24.52162	22.35491	24.18334	24.22964
"WP_003515650.1"	19.60664	19.02947	20.15906	22.71322	18.92688	23.04824	19.75672	22.86507	20.9998	19.36054	20.03938	21.65434	22.41442	22.00307	21.90865	22.83533
"WP_003514545.1"	20.10896	18.59568	19.07983	21.71784	19.56053	19.47976	20.10421	20.5497	24.11846	19.55709	18.93841	23.53684	19.78253	23.31439	20.74796	19.0762
"WP_003515634.1"	23.02272	23.08905	22.38348	20.78972	21.55148	23.27405	22.60781	24.2503	19.90141	22.8041	24.08512	23.15272	20.9262	19.35596	21.46353	22.83611
"WP_003513304.1"	28.45797	28.28106	27.42327	27.22101	27.83329	28.14989	28.09269	27.84899	27.83569	28.47573	27.42234	27.30463	26.95044	26.78686	28.27416	27.30113
"WP_003515283.1"	21.05013	22.10518	21.96736	21.78885	19.91876	19.84242	18.97325	19.58052	24.08604	21.0345	19.57104	19.73713	19.25972	20.42143	20.48157	21.32047
"WP_003513139.1"	26.63281	26.77977	26.58928	26.82813	25.849	25.74081	20.46964	26.64489	27.13837	18.76375	26.45914	26.59794	21.17504	25.96358	21.53865	20.07586
"WP_003517100.1"	24.54895	24.87836	24.92082	24.69304	25.22267	25.09914	25.30717	24.81502	24.70203	24.70256	24.92397	24.55171	25.19526	24.61765	24.50812	25.15632
"WP_003517102.1"	24.10807	25.25089	23.40431	24.15946	23.73748	26.42833	24.53701	22.18995	19.61851	18.31367	19.92871	22.39234	20.39199	22.52917	19.02942	23.11094
"WP_003518866.1"	28.48206	28.45362	28.15606	28.26318	28.51418	28.53238	28.16859	28.36577	28.45952	28.59214	28.53319	28.40551	27.99268	29.38107	28.74201	27.88321
"WP_080547390.1"	18.73557	26.22234	25.24924	19.41719	18.75283	18.66209	19.67674	18.18781	25.141	20.25009	18.76465	19.9185	17.87252	19.41443	20.03574	19.33965
"WP_003522908.1"	26.16293	20.46198	26.24404	20.36834	20.29549	20.2238	26.06902	19.8647	20.15948	19.04976	20.30483	18.79558	19.96329	19.69842	19.29462	20.4077
"WP_003514120.1"	20.34695	23.52663	19.69997	19.66786	21.28892	19.39629	27.51517	26.40965	24.7225	25.93687	23.66663	19.44083	19.68322	21.93813	20.36979	19.39826
"WP_003518337.1"	19.65454	19.30512	22.8499	20.68407	19.47808	19.5918	19.86407	20.04243	19.40411	20.99918	20.97624	19.80562	20.21879	20.85732	19.35363	19.68294
"WP_003516841.1"	27.92524	28.17472	27.68612	27.31588	27.99324	27.84236	27.92377	27.77185	27.89228	27.37687	28.15165	28.14681	28.1137	28.03294	28.40704	28.19311
"WP_003512626.1"	31.43523	32.35218	32.0354	31.26441	32.03539	31.77288	32.30339	31.52224	31.73122	31.38978	30.78325	31.92424	30.21675	30.96441	29.87786	30.62484
"WP_003513620.1"	19.63989	20.65385	20.05057	19.72363	19.6712	18.80267	19.10795	18.94202	24.94198	20.44917	24.1456	18.61835	19.47096	19.16865	19.6402	20.84464
"WP_003517498.1"	26.57088	25.89714	26.1918	25.80913	25.49549	25.71956	25.81756	26.16196	25.32496	25.09007	26.71893	26.37377	25.77903	25.98343	26.07244	25.75272
"WP_003519194.1"	25.40041	25.35262	25.27547	24.8646	25.4511	24.68237	25.37215	25.34332	24.75211	23.64143	25.07404	24.18044	24.58385	24.48111	23.5363	24.95191
"WP_003512095.1"	27.65495	26.625	26.86062	27.17753	27.18721	27.54478	27.17882	26.82546	26.617	26.68178	27.63292	26.42679	26.45307	26.60656	25.94298	26.31098
"WP_003512340.1"	20.82546	18.30798	18.90949	19.99449	18.8917	18.35497	18.67898	19.57434	19.12872	18.01516	19.48873	20.18924	19.19832	21.10946	20.80963	24.20059
"ADU74909.1"	26.21651	26.13755	27.03027	26.52682	26.56535	26.24535	26.75693	26.07212	25.21377	24.79817	25.21403	25.06725	26.14195	24.75039	26.6479	25.94699
"WP_003516317.1"	27.02493	29.14529	28.31595	28.35326	28.6266	28.19495	28.70557	28.36783	27.95931	29.91565	29.12085	29.78159	29.30767	27.89524	28.72536	28.20798
"WP_003513622.1"	20.85781	20.91399	20.41927	21.0998	18.44946	20.28112	20.52457	24.36502	21.14876	20.71908	19.68154	19.35687	21.19819	20.316	19.10561	19.15189
"WP_003520894.1"	22.86297	24.03655	21.98627	22.9338	23.61228	22.60629	22.51591	23.08499	22.32659	23.11198	18.90329	22.75353	23.62184	23.90784	23.45512	23.24007
"WP_003512097.1"	30.20283	30.16881	29.97655	29.7444	30.23687	30.25822	30.47812	30.12593	30.45743	30.39684	30.28818	30.40791	30.31527	30.39681	30.35072	30.36316
"WP_003512342.1"	19.94241	21.60737	19.61928	25.03136	20.35212	19.08716	19.38054	19.93181	22.86996	21.43851	22.98754	19.55352	19.85909	17.76299	21.06408	21.0974
"WP_003514578.1"	29.35949	29.13867	29.05618	28.50832	29.10582	29.21651	28.87795	28.87922	29.07501	28.69202	28.89973	28.86598	28.79044	29.09695	28.76539	28.98371
"WP_003516863.1"	28.31862	27.68276	29.50854	28.13984	29.91353	29.34282	29.22165	29.78747	29.55844	30.12179	29.19971	29.82333	29.1514	29.73701	30.65028	28.52406
"WP_003512801.1"	22.52649	25.07447	22.50811	22.60837	25.05811	22.20967	23.21823	21.27369	23.81887	24.37189	24.72544	23.04866	22.89519	25.0498	22.00013	25.90916
"WP_003514114.1"	18.62699	20.65586	19.80828	19.48921	19.17272	20.47915	20.71431	18.76834	19.79616	20.45125	18.46176	18.75976	20.91302	19.88159	20.26339	20.30201
"WP_003513652.1"	20.21082	21.68016	19.04539	21.34029	20.54772	18.05805	18.39447	20.30775	22.71356	21.51404	20.36136	18.30943	20.56759	19.59779	17.68717	17.74283
"WP_003515767.1"	29.08985	28.9306	29.068	28.83344	29.16677	29.26077	29.14039	29.09558	28.70896	29.15119	29.02696	29.04185	28.56257	29.0531	28.99224	28.64746
"WP_003516319.1"	26.50478	25.89774	26.30718	26.25852	26.74044	26.39656	25.93116	26.35763	25.95036	25.76169	26.10265	25.45198	26.26676	26.01218	25.26975	25.94801
"WP_003513279.1"	29.57854	29.71105	30.67681	29.9417	30.6871	30.6476	29.76607	30.52486	30.1053	30.14991	30.45074	30.45629	30.90495	30.93337	30.91435	30.94464
"WP_003518457.1"	27.50245	28.06382	27.42147	27.61388	27.45731	27.34447	28.17829	27.7485	27.94876	27.96862	28.46178	28.46303	26.92197	26.99031	27.64458	27.70287
"ADU74371.1"	27.11335	26.07153	26.75262	24.85808	26.1155	25.64864	23.79232	26.1611	24.53555	26.28376	24.33063	24.79662	26.77181	23.10501	26.26992	27.1789
"WP_003512350.1"	23.43132	22.26075	23.89658	23.06106	22.32434	23.57179	23.81736	23.7061	20.86071	23.25842	21.3125	23.13179	21.21036	21.708	21.40234	21.55967
"WP_003513611.1"	25.28454	19.24874	26.14627	20.58351	18.15615	20.74763	20.97156	19.49206	20.5118	18.99127	19.18386	20.2469	20.66826	20.14048	19.82503	26.31572
"WP_003516869.1"	23.11659	20.22386	18.61259	18.14854	20.81293	21.46324	21.65724	19.68477	20.61348	20.00302	20.55665	19.04592	19.90281	19.3827	19.53865	19.86655
"WP_003516877.1"	26.29701	25.48599	25.82105	26.49788	26.05468	26.14301	24.63177	26.2059	26.01717	26.15901	26.02117	25.81727	25.88125	25.91418	25.98005	25.7474
"WP_003518445.1"	24.31355	24.83447	25.16397	24.39616	24.42883	23.16695	23.2249	23.33697	23.90948	23.29591	23.36404	23.31193	24.29425	24.14179	24.17963	24.52296
"WP_003512622.1"	24.98797	24.56964	25.63166	25.43715	25.2439	25.47042	25.48451	25.07323	25.7417	26.00099	25.56395	25.68216	25.10463	25.59783	25.38741	25.45587
"WP_003514472.1"	26.06726	25.0989	25.5728	25.87154	25.53633	25.07557	25.47614	25.8733	25.34038	25.26643	25.54902	25.37529	24.89588	25.2499	25.54528	25.28046
"WP_004463712.1"	23.48508	19.50573	23.45258	23.57984	23.58029	23.90279	24.33263	24.09863	23.14611	24.35393	23.7125	23.79337	23.6781	23.71179	23.10821	24.47428
"WP_003521553.1"	29.69843	30.20607	29.42244	29.76635	29.19476	29.38789	29.79309	29.82022	29.91976	29.66225	29.47029	28.94131	29.01417	29.83747	29.426	29.53527
"WP_003512354.1"	25.10581	25.16386	23.95382	27.4507	27.39668	27.49028	28.15944	18.90691	24.05211	25.67035	25.57592	25.13067	28.7251	25.02652	25.03733	19.58207
"WP_003512516.1"	20.37869	20.54755	20.47468	22.19561	22.80849	20.48122	21.6585	18.46561	19.84032	19.25791	23.20232	22.25172	20.11319	19.10643	20.08628	20.12607
"WP_003511596.1"	26.29517	25.47944	25.9802	26.13565	26.0253	25.99603	26.15715	26.32078	26.30875	26.15163	26.31157	25.91615	26.17142	26.06388	26.21109	25.88692
"WP_003512371.1"	26.20941	26.18497	26.99724	26.62275	25.88426	26.12679	26.8679	26.6051	25.05915	25.07123	26.82155	25.7991	24.28691	23.50496	24.57792	24.12071
"WP_003517442.1"	19.33935	19.5629	19.32043	20.16919	21.51982	22.1672	21.93387	21.49837	22.00654	20.33887	18.16893	20.44609	21.42514	21.13293	19.32161	19.36646
"WP_003517997.1"	19.93657	19.84059	20.66612	19.89851	20.54977	21.53837	20.7163	20.36425	20.05282	25.53179	20.82143	18.01076	19.53491	19.776	19.04283	19.08952
"ADU75615.1"	28.71368	29.34319	28.85023	28.63301	28.90987	28.92616	28.67322	28.55321	28.31694	28.8727	28.1938	28.84236	27.64228	28.05362	27.62644	27.64008
"WP_003517235.1"	25.71648	25.364	24.17638	26.09822	25.48867	26.1862	26.00205	26.34933	26.45593	26.49677	26.4797	24.96258	25.29712	26.41619	25.54466	25.82567
"WP_003518677.1"	23.68881	20.97375	18.32554	20.41611	21.59403	19.02898	21.72923	19.18734	21.37799	19.31723	21.52718	20.71615	19.2511	20.84396	21.08775	21.12092
"WP_003514180.1"	23.84732	19.32257	23.9501	22.38842	23.59947	20.03536	22.05988	20.55945	24.26262	25.64811	24.78139	25.18505	25.00153	23.75723	23.91403	24.95584
"WP_003513265.1"	27.3399	29.36581	29.42022	29.33767	29.53658	29.88826	29.25876	29.59474	29.08575	29.6396	28.89093	29.95583	26.57767	27.91561	29.84127	28.81012
"WP_003516080.1"	26.05004	25.24707	24.90762	24.56603	25.59224	25.48824	25.93951	25.54408	27.73041	25.33245	25.5997	26.40883	26.30604	25.99642	25.6697	26.07101
"WP_003518453.1"	28.15572	27.4309	27.47663	27.68438	27.49875	27.64052	27.3892	27.59278	28.01221	27.72361	27.22516	27.58317	27.45035	27.34135	27.30966	27.73445
"WP_003517233.1"	26.83719	28.85676	26.98974	27.90507	28.73205	27.4031	26.76941	28.22659	26.94944	28.07112	28.68654	29.4557	26.54045	28.58504	28.51293	25.93826
"WP_003517215.1"	26.46012	27.23285	26.27105	27.066	26.54093	27.00341	26.8967	27.15422	27.76576	24.78526	24.82385	24.92735	24.87521	25.14812	25.28796	25.03734
"WP_003515021.1"	29.24907	29.21343	29.26375	28.60789	28.72492	29.12077	29.10179	29.23472	28.33368	28.73545	28.7639	29.33534	27.69674	28.83203	29.00701	28.94904
"WP_003517741.1"	24.52847	25.03027	26.22369	25.1961	25.75617	25.83833	26.36225	25.8494	26.03037	26.18439	26.11536	25.31235	25.70525	20.49393	24.78288	26.36806
"WP_003517581.1"	27.90314	25.91628	27.02949	27.77276	26.84546	26.19818	26.95033	26.75999	25.33401	25.622	25.28687	25.51143	25.512	24.27056	26.01515	23.77168
"WP_003519243.1"	20.27421	21.06965	20.92567	19.69337	19.11524	20.57438	19.32479	18.17293	22.33702	19.60535	22.43661	21.43597	20.31481	20.59594	20.00302	19.76071
"WP_003518129.1"	24.85831	21.2203	24.0458	21.25575	20.10935	24.62765	24.78242	22.78638	23.093	24.69461	24.59745	24.55036	23.89658	24.11021	22.15509	24.49664
"WP_003515919.1"	25.5549	24.15656	26.23212	25.03023	25.61119	24.46643	26.48414	26.13043	22.50602	23.38458	25.77681	25.02121	18.3862	24.05785	22.29098	21.04634
"WP_003517583.1"	23.80496	25.27474	25.24805	24.90226	24.66943	24.92228	25.27582	24.86338	23.83186	24.89203	24.44083	24.3891	23.8648	24.83206	25.0202	24.1896
"WP_003518957.1"	23.90894	23.14355	21.61749	22.80137	23.87126	24.92374	23.32977	23.89548	24.03098	23.98959	23.9456	23.3623	23.79762	24.15393	23.63619	23.76034
"WP_003512303.1"	25.67396	24.99014	28.22839	19.42987	19.37723	19.2942	20.28909	20.82409	19.4687	25.67253	20.5587	27.69307	27.94862	28.22421	19.71849	20.83125
"WP_003520983.1"	19.17531	20.44445	20.66813	24.03967	20.43935	20.36943	23.6015	23.80791	19.18203	20.78109	21.60128	20.44818	20.17548	19.8203	20.79616	20.48037
"WP_003513929.1"	28.66849	29.298	28.80504	28.58783	28.86468	28.88097	28.62803	28.50802	28.27175	28.82751	28.14861	28.79717	27.59709	28.00843	27.58125	27.59489
"WP_003516975.1"	22.26112	26.02505	21.69012	21.92983	22.35699	22.36751	27.25467	22.72273	27.45762	22.20518	22.62662	22.26302	27.37316	21.70329	22.50472	21.8842
"WP_003517221.1"	25.68174	25.3296	25.60655	25.63966	25.55136	27.14038	25.37149	25.39834	26.54677	25.16851	27.07145	25.1981	25.55657	25.0685	24.95485	27.2067
"WP_003520981.1"	24.08284	23.81281	22.72236	23.82274	23.82106	23.54932	23.39874	23.74828	22.90571	23.78287	23.21554	26.36426	22.86594	23.3737	23.36675	22.64739
"WP_003514923.1"	29.30742	29.03216	29.43938	29.24675	29.45397	29.22157	28.75874	29.19932	29.27973	29.3235	29.13568	29.24005	29.42682	29.11938	28.98721	28.97507
"WP_003517440.1"	26.8838	29.08035	26.62208	27.17785	26.69722	26.89118	26.67096	26.78871	25.49037	25.38239	28.44728	28.57821	24.27855	25.30355	25.89445	26.83538
"WP_003514194.1"	23.39575	22.50908	24.54349	24.07594	23.00508	22.64765	23.79625	23.08246	22.62973	23.57506	23.05054	21.05169	21.6579	23.61304	23.50941	23.22975
"WP_003516657.1"	27.41756	27.2772	27.69021	27.99411	27.91284	27.6725	28.0965	27.13638	27.65314	28.10071	27.92786	27.47055	28.15038	28.0986	28.01377	27.81968
"WP_014522642.1"	26.12404	21.0538	21.77347	22.28613	20.83198	21.50887	24.08681	21.05991	20.25647	19.06787	24.64064	24.27082	19.31776	20.03349	20.44294	20.58263
"WP_003512099.1"	23.137	17.94812	22.77095	21.36267	19.43552	22.61123	19.57893	21.52949	18.30841	21.0369	19.12648	21.51154	20.08087	21.36289	20.54588	22.41809
"WP_003513534.1"	30.51195	30.38953	30.05523	30.54661	30.41064	30.53971	30.51969	30.30357	29.4945	30.188	30.67169	30.39278	29.35986	30.11207	29.71888	29.92515
"WP_003514198.1"	29.07354	25.88997	25.35223	23.17938	27.19749	25.12892	25.07809	24.75586	25.57001	28.28841	28.19927	24.96613	24.36554	24.97046	25.09217	25.31956
"WP_003515688.1"	22.51639	21.06568	22.82646	21.26542	21.48601	19.35321	22.01817	20.74257	23.55123	21.75978	20.11899	23.73251	22.9934	22.1775	22.08797	19.80512
"WP_003515449.1"	28.3949	28.50566	28.1101	28.93168	28.81908	28.99743	28.96753	28.83029	29.18789	29.13548	29.44319	29.26338	28.69602	29.11556	29.43991	29.03225
"WP_003517595.1"	26.06858	25.09206	25.41355	25.38274	25.02832	24.80471	25.45313	25.2203	24.39256	24.35414	23.83008	24.27576	24.55073	23.79328	24.19254	23.16392
"WP_003516785.1"	19.85886	19.74219	20.2371	21.08706	22.63212	22.57883	23.03286	21.60354	19.24937	22.41372	20.44845	23.37417	23.31231	23.11835	23.31709	22.5991
"WP_003513676.1"	24.13735	20.27283	19.52058	25.08862	20.87386	20.80931	19.63546	19.12999	20.02017	17.64178	25.02038	24.6467	22.57324	19.15991	19.97831	21.35143
"WP_003514433.1"	20.04088	19.53188	20.56006	20.75321	19.19051	19.10518	19.91007	20.122	19.41596	19.79118	19.44624	19.9997	19.12204	20.23779	21.31981	19.43142
"WP_003514552.1"	30.75948	30.17224	30.62993	30.02239	29.69159	29.36861	29.70854	29.62488	30.05063	30.18028	29.48392	30.06958	29.32672	29.63427	30.14917	29.94682
"WP_003515816.1"	19.30619	19.26174	22.15568	23.98297	24.6658	22.68488	23.36246	19.39143	24.05644	25.30438	23.78617	23.34974	22.22342	23.31887	23.31277	19.14313
"WP_037294838.1"	29.61906	29.82376	30.49676	30.71117	30.80953	30.94364	30.70401	30.83671	30.03366	29.97884	30.65149	29.98811	26.91249	30.26774	30.31529	29.71098
"WP_003513250.1"	24.15823	24.41955	23.77424	20.85051	21.12521	23.98116	21.03066	20.4513	22.89641	19.50325	19.72888	19.25418	19.9393	18.2835	19.387	20.22361
"WP_003512628.1"	28.34695	26.77013	26.92218	28.02294	28.76754	29.29962	28.6496	28.86781	27.04132	28.71659	27.40073	28.92815	26.01683	26.13448	28.88948	26.34249
"WP_003513693.1"	24.67779	25.10967	25.47494	25.34669	26.0609	24.65272	25.91972	24.61944	24.06312	23.44675	24.84988	24.42	21.65701	21.57077	22.84197	21.88604
"WP_003516642.1"	29.89433	29.5098	29.80608	29.37036	28.83959	28.86522	29.13194	29.36454	29.1063	29.68021	29.9031	28.83874	28.97517	29.91248	29.73972	29.81948
"WP_003512674.1"	31.16275	32.00184	32.59875	31.89689	32.89354	33.0694	31.89112	32.78865	32.57547	32.84982	32.4735	32.89811	32.1241	32.62012	32.94892	32.39145
"WP_003519132.1"	25.9033	25.18313	25.46316	25.35598	25.47216	25.18061	25.82862	25.08796	23.94675	25.79073	25.86801	25.19278	24.93093	25.21782	25.44718	25.03606
"WP_003516592.1"	24.4155	24.4393	24.55939	25.00985	24.08166	26.25671	23.64142	25.94433	21.55341	23.64294	26.51738	24.04026	19.31263	22.0046	22.14516	23.35956
"WP_003515026.1"	29.75815	29.76076	29.78005	29.73953	29.98602	29.57455	29.54053	29.90839	29.72306	29.6653	29.43192	29.65562	29.10879	29.25511	29.59349	29.58275
"WP_003517930.1"	25.46595	28.30626	27.86941	26.07563	27.88895	26.4304	26.7548	26.72343	25.49456	27.68592	27.9398	27.68708	26.52542	27.6799	26.84178	27.25341
"WP_003515408.1"	28.08942	28.24343	27.81095	27.68569	27.89436	27.9019	27.99224	28.11255	27.1419	27.3342	28.18432	27.53157	25.55959	26.15356	26.92582	26.62635
"WP_003515921.1"	25.26831	26.84597	28.00329	27.14531	27.68653	26.79281	28.28595	26.86364	27.27124	27.263	26.01436	26.93532	27.40856	27.94881	27.21364	25.28563
"WP_003512676.1"	30.25677	29.58638	30.06931	29.77533	29.90621	30.20851	29.91102	29.79339	31.13487	30.72316	30.62292	30.68173	30.73362	30.78447	31.12252	30.38383
"WP_003519130.1"	24.6187	21.24324	24.5446	24.57304	20.33424	21.06376	19.3978	25.83117	19.05167	26.70737	26.22335	26.05625	26.60806	26.19878	26.64722	26.22401
"WP_003517359.1"	18.88937	19.91645	19.57763	20.11074	17.78929	20.26303	21.27447	19.44959	25.59073	25.69096	23.60489	20.33573	23.6099	20.0966	25.03059	18.2646
"WP_003515176.1"	26.58103	20.96069	24.26008	24.77718	19.90121	17.68665	24.84841	25.03765	24.63601	23.48753	23.373	25.67329	24.40887	26.5644	25.32834	25.55229
"WP_003512791.1"	24.38459	21.79371	22.95914	23.68374	23.88372	23.43137	23.11431	23.99372	24.31586	23.23606	21.75229	23.62268	23.56859	23.58308	23.78041	20.08208
"WP_003513046.1"	20.68265	20.61843	19.85469	20.31406	19.6183	19.82464	20.50723	19.73209	19.87717	20.05384	20.88226	19.31353	19.85568	19.22747	19.0968	19.21085
"WP_003516596.1"	26.93827	27.26493	27.27217	26.7034	25.75759	26.58064	27.47572	26.20893	28.29898	26.97224	26.09953	26.20077	27.23876	27.20014	27.23856	26.84845
"WP_003515686.1"	24.89871	25.11672	26.1248	25.13647	26.15388	26.84929	26.75623	20.88489	24.42043	24.33347	25.96589	26.38694	20.06483	25.34825	20.18447	24.94593
"WP_003518679.1"	22.6844	21.62628	22.27663	24.22892	21.46711	21.0641	18.0386	19.2051	21.95208	21.7079	21.50267	21.52345	21.63837	21.43476	22.80266	19.98598
"WP_003514378.1"	19.57105	20.71818	20.9853	29.09304	20.15928	19.53825	21.08857	21.13572	25.54074	23.58251	19.20162	19.60181	21.16998	20.00073	18.21242	24.0527
"WP_003513685.1"	29.63074	30.3004	29.06789	28.73878	29.73002	29.89617	30.13997	29.60064	28.57335	29.33574	29.96016	29.54328	30.92307	29.46066	29.66609	30.75675
"WP_004463183.1"	20.86701	19.95976	24.52315	25.01756	19.40389	20.08591	25.87875	23.03165	26.4974	26.06134	26.5166	26.35741	21.27028	19.39459	20.042	19.37837
"WP_003514324.1"	27.9213	29.43814	29.12547	28.32693	29.12917	29.34584	28.60028	29.46043	28.15897	29.22558	28.74974	29.5137	28.92591	28.73791	28.99383	28.75748
"WP_003513308.1"	25.22754	25.2455	25.40728	25.44917	26.12869	25.59509	25.14742	25.77239	23.00301	24.67502	23.98843	26.33959	25.48548	24.00037	24.23213	23.93244
"WP_003519106.1"	25.46091	24.03194	24.06363	25.06624	25.02075	26.4008	25.82772	24.34292	26.35799	25.56429	25.44826	26.16135	26.28787	25.35386	26.09286	26.44205
"WP_003516203.1"	24.86967	24.38886	25.92447	24.18238	24.2847	25.6028	25.02489	24.81206	25.39627	25.37555	23.80051	24.68099	24.78755	25.40973	25.04355	24.59608
"WP_003515434.1"	27.13784	27.53489	26.11143	26.59854	27.26004	26.39213	26.35304	27.44302	25.58033	26.05574	26.97343	25.4068	24.56037	25.097	24.1961	25.85782
"WP_003519346.1"	22.0842	21.32356	19.33784	21.60633	21.24653	21.49619	20.88484	21.70845	19.24418	20.43763	21.27092	22.46451	19.4215	21.87914	20.39247	19.01204
"WP_003514326.1"	27.33148	26.88443	26.31235	26.88198	25.55874	25.90471	26.45439	26.00767	26.16588	26.55715	26.1657	26.34545	27.01954	26.42095	25.79359	26.7285
"WP_003517355.1"	28.33141	29.11223	27.8732	27.38491	28.74727	29.00899	29.36543	28.80818	29.40835	29.81741	29.86421	29.61257	29.52072	29.76315	30.10503	29.46998
"WP_003518000.1"	25.25628	25.31747	21.2313	26.28505	25.63386	25.81727	25.5055	25.19855	23.86	25.73171	24.93466	24.90053	24.36657	25.06357	19.16496	25.37556
"WP_003519104.1"	27.88328	28.12217	28.17375	27.81441	27.61484	27.99186	27.69135	27.58919	27.83285	27.95768	27.76749	27.85271	27.85567	28.13331	28.0291	28.10552
"WP_003518714.1"	24.13399	25.2605	23.86876	24.85049	24.23695	25.10356	25.20434	24.59825	24.35689	24.74215	26.02279	25.71574	23.06096	23.63702	25.60799	25.23267
"WP_003515811.1"	18.61293	20.16821	20.45719	21.582	19.12849	19.32119	23.49093	20.34642	19.79271	19.28504	24.32369	20.77819	20.01578	19.02913	19.94526	19.84218
"WP_003513691.1"	28.47391	28.63786	28.11382	28.09149	27.86258	28.51947	28.44009	28.1366	28.39857	28.81021	28.73007	28.7299	28.68409	28.99688	28.57774	29.24373
"WP_003511918.1"	29.28245	29.33527	29.25715	29.14471	29.62446	29.83437	29.27821	29.4362	29.16497	29.55976	29.68239	28.96413	29.04529	28.96088	29.27949	28.9994
"WP_003518002.1"	21.11697	21.4681	17.96649	19.75517	21.1486	19.04239	20.08718	17.80683	20.00397	22.36514	21.13321	19.06404	20.14792	21.4309	19.3336	19.20563
"WP_003518716.1"	25.49528	27.38824	25.50086	25.93914	24.36578	25.55833	26.97548	27.08189	26.80023	25.52924	28.05652	27.3097	24.72594	25.5636	27.00016	25.83443
