Protein	hpt_T1_rep1	hpt_T1_rep2	hpt_T1_rep3	hpt_T1_rep4	hpt_T2_rep1	hpt_T2_rep2	hpt_T2_rep3	hpt_T2_rep4	hpt_T3_rep1	hpt_T3_rep2	hpt_T3_rep3	hpt_T3_rep4
WP_003517989.1	26.65557	27.58111	27.33633	27.36766	27.58494	27.39075	27.67019	27.90715	27.40456	27.65154	27.9239	28.43747
WP_003512411.1	29.94156	29.76855	30.0196	29.8895	29.80325	30.07251	29.16066	30.12867	30.57819	30.27428	29.66866	30.0096
WP_003518588.1	22.91508	22.46857	23.88168	25.61015	23.26589	24.56492	23.81141	24.55692	23.44503	23.36799	19.80743	22.68501
WP_003518031.1	23.11362	19.01271	24.68866	23.6471	23.46559	18.2191	23.2446	24.25164	24.79219	23.63194	19.77935	23.72588
WP_003513101.1	19.24706	20.46421	19.69173	19.67748	28.73149	24.68585	28.45349	27.01572	26.85189	27.54325	25.52281	27.37035
WP_003517593.1	19.85509	19.28684	24.01456	20.19152	24.4905	21.01053	23.64707	23.05135	19.85792	20.04869	20.60768	25.58609
ADU75560.1	28.42288	28.66866	28.85213	28.74581	28.22529	28.42072	28.73527	28.9949	29.02175	28.93166	27.9754	29.21025
WP_003515304.1	22.13256	19.51394	17.99868	20.48165	24.69244	18.88954	21.9369	22.46431	21.90945	22.92894	19.01028	19.86968
WP_003514144.1	24.69166	25.0067	25.44382	27.7923	24.12562	25.22162	24.17872	24.52219	20.78166	24.17005	19.15266	22.22961
WP_014522644.1	26.35029	26.84002	26.96741	26.69486	24.34269	25.47166	24.52806	25.70595	24.35019	24.41875	23.9234	23.32924
WP_003516409.1	26.09342	26.31855	26.03477	26.18715	25.76988	26.65922	25.88119	26.32267	26.125	26.01057	25.3079	25.9518
WP_003513372.1	28.0692	28.17345	27.85266	28.12466	28.00079	27.79702	28.101	28.34473	27.47415	28.25291	28.00086	29.11296
WP_003515306.1	25.84273	25.24697	26.61242	19.74766	26.20891	20.57373	25.02205	25.32234	19.77911	24.52699	25.27436	25.84231
WP_003518379.1	22.84193	23.15793	21.35675	21.94466	21.52733	21.85042	20.28296	23.35033	23.34139	22.05094	20.17628	20.68474
WP_003518660.1	27.16786	27.76696	27.39115	26.93075	26.52944	26.67188	26.18667	27.38544	24.78321	27.05971	25.40284	26.42163
WP_003519202.1	19.39612	20.0652	18.85043	25.09277	20.88802	19.13579	23.14517	24.22512	20.47775	24.19532	22.34556	17.75332
WP_003513117.1	24.91641	21.47726	25.47248	25.33106	25.55871	25.52281	19.7743	24.58238	19.90528	25.63625	19.50154	20.29332
WP_003518662.1	26.38501	26.73553	26.82848	25.60577	24.44812	25.48487	26.99455	25.80403	19.71969	23.85551	24.96716	25.18753
WP_003519204.1	24.44038	24.49615	25.49328	25.07815	25.42585	25.38707	25.3608	25.77524	25.49109	25.8783	25.30702	24.93806
WP_003517585.1	19.80397	20.57541	20.58187	21.41818	20.76309	20.56209	17.93489	20.13061	20.31505	21.25736	19.70058	18.93004
WP_003514908.1	23.5614	22.60334	22.41237	23.42466	23.93798	19.40516	20.1752	20.33326	19.78695	19.40364	21.04354	20.2854
WP_003517604.1	22.6867	24.24953	24.49504	24.56225	24.17433	24.32776	24.58224	25.1326	19.24349	23.84125	19.25616	24.12775
WP_003516419.1	20.75884	26.92406	25.55258	26.52368	20.73237	26.64079	26.74209	21.59699	20.74734	26.74729	19.36347	25.31699
WP_003512420.1	28.63135	28.6927	28.6413	28.1217	28.71771	27.90444	28.67184	28.78958	28.58014	28.55959	27.90812	28.02872
WP_003512678.1	23.55163	24.79756	24.77752	24.26719	23.95687	22.55012	24.23334	26.0864	24.58293	24.76008	24.896	24.44211
WP_003519476.1	26.66476	26.34847	26.36957	26.73559	26.86347	26.2659	26.35526	27.42069	27.19937	27.05834	26.25	26.63204
ADU74011.1	24.54946	24.20078	24.90623	24.90136	25.03853	24.77195	25.12087	25.44004	25.21485	25.41821	24.82389	25.2179
WP_003514559.1	22.0259	19.34418	22.25688	19.95249	23.39855	19.62832	19.59829	19.77622	20.0659	21.61601	19.66994	20.8461
WP_003512422.1	22.8019	22.51446	24.69882	21.12793	22.26731	22.60839	21.71154	22.32953	23.50097	23.36362	22.64468	22.91814
WP_003518803.1	24.01794	21.84652	19.65739	21.0397	21.32023	20.84829	21.49856	19.50284	24.41456	24.51581	19.92729	17.95569
WP_003513610.1	25.53691	26.11361	26.03362	26.86081	24.43191	25.31806	27.19211	26.25064	22.48265	24.86769	26.37467	26.22169
WP_003512440.1	26.89668	26.98494	27.46541	27.40599	27.73609	27.3075	27.39731	27.34051	26.31385	28.4304	27.13976	27.24095
WP_003517214.1	28.70224	28.00335	27.11222	28.37873	26.03563	27.61132	26.19259	28.1237	28.94325	28.6092	27.41961	28.71327
WP_003516298.1	20.72072	20.78922	23.07982	20.38349	23.87655	20.17001	19.83462	20.52746	19.59841	19.99951	20.21914	20.13043
WP_003515680.1	25.66482	25.23253	25.90633	25.33562	25.83525	25.01574	25.25403	24.59395	24.17847	25.71113	24.71161	24.02823
WP_003513203.1	27.1198	27.10991	27.06996	26.762	26.65106	27.13609	27.30519	26.52524	27.23275	27.40512	26.36881	26.87349
WP_003518982.1	30.46767	30.18635	29.58103	30.3002	30.50501	30.70009	30.32952	30.95481	30.60641	31.42206	30.26896	30.18754
WP_003514830.1	23.33132	23.25877	23.62579	23.78002	23.79073	24.44896	23.26818	22.96555	23.43249	22.16895	22.29136	23.11843
WP_003512093.1	26.65473	23.97376	24.61953	27.00595	27.00843	24.53502	26.19956	27.10947	27.29659	26.00358	24.65307	27.4339
WP_003517144.1	25.20801	24.95062	19.19618	23.14019	20.2338	23.89376	22.6749	18.66972	19.57972	25.27132	24.74968	18.86124
WP_003519027.1	23.11359	24.36565	23.57116	23.09621	24.67783	24.37212	24.5322	24.00991	22.8825	23.16441	20.25311	21.19922
WP_003511573.1	23.78687	24.44816	26.26701	25.8941	23.29061	24.35828	23.6003	20.39325	26.12979	25.19162	25.21002	24.35551
WP_003513376.1	23.04776	19.25219	21.00167	19.57794	24.32728	25.48761	20.51286	19.56706	19.73639	20.132	19.32748	19.47496
WP_003515682.1	18.02558	20.01014	24.47363	23.59487	24.47606	24.04823	26.02467	23.37528	20.18352	23.33277	23.28082	22.63392
WP_014522646.1	20.88554	20.73205	24.20898	17.85484	27.60335	21.55755	21.68399	23.01674	20.73691	25.56007	28.3663	19.54772
WP_003517213.1	29.04264	29.09724	29.25267	28.49374	29.24906	29.28247	29.26044	29.54952	28.61209	28.84573	29.54396	29.56272
WP_003515027.1	22.79735	23.25814	23.80362	24.76215	23.87829	25.66331	24.60265	23.09774	20.79728	23.64009	24.16694	19.76246
WP_003515844.1	28.23716	28.66727	29.22064	28.56136	28.28405	28.09135	28.47967	28.49083	28.35372	28.29489	27.79283	28.78229
WP_003515843.1	27.53048	27.63013	28.15403	28.18354	27.991	28.23552	28.11791	28.08328	27.19966	28.37486	28.10436	27.64447
WP_003520706.1	18.71247	20.55582	21.43007	18.7217	21.8034	20.67137	20.71522	22.59027	20.64133	20.30803	21.89861	22.1386
WP_003514572.1	25.4225	25.29912	25.92592	24.67765	25.52576	25.8315	25.6762	25.73827	24.85585	24.50383	26.23269	24.83601
WP_003516641.1	26.05041	27.17724	26.96244	26.47682	27.10762	27.58165	27.20584	27.21435	27.02959	27.50427	26.07136	27.70994
WP_003518454.1	25.13037	25.32965	25.00434	25.083	25.1489	25.75257	25.67681	25.77915	25.0345	25.40261	24.50982	25.43422
WP_003518740.1	22.15321	21.67793	23.39258	22.8951	24.20453	24.28409	24.36019	23.35971	22.03649	23.8979	22.51258	22.88555
WP_003516867.1	26.16811	27.47817	27.27408	26.80002	26.5927	26.14903	27.16176	26.89948	25.5581	26.12595	25.60793	26.19248
WP_003518883.1	20.43802	23.9067	20.77592	23.90282	24.03799	19.46151	20.59734	24.4261	18.96189	18.71827	19.66004	19.54025
WP_003519478.1	30.73468	30.75596	30.28659	30.64946	30.03037	30.57672	30.69192	30.54664	29.71075	30.36772	30.55284	29.88185
WP_003517995.1	18.96477	25.33295	25.28799	25.41682	27.38824	26.91245	25.24772	25.98511	26.53814	25.48507	25.28743	20.65759
WP_003514458.1	24.78819	27.08355	25.98461	23.83514	26.38669	25.68514	26.88367	26.06827	25.12315	25.89703	25.26673	26.02312
WP_003518303.1	26.91475	26.30684	27.13805	26.91883	27.3059	26.40548	26.59308	25.48973	26.85265	26.75331	25.96629	27.74119
WP_003518584.1	25.90194	26.28168	26.17626	25.86767	25.40108	27.13421	26.657	26.67922	26.72314	26.85576	26.41652	26.92474
WP_003517993.1	25.5176	26.50324	25.86091	26.91815	26.09894	27.5291	26.3801	26.25202	26.16832	26.23795	25.73257	26.57499
WP_003514456.1	28.08433	27.8784	28.6815	28.96611	29.83604	28.91027	29.82733	29.31477	29.65473	29.10923	28.75338	29.78179
WP_003512755.1	28.66136	28.71796	28.488	28.13358	28.63571	28.46137	28.49686	28.40581	28.52887	28.29799	28.33633	28.41371
WP_003512352.1	25.01705	24.73197	25.17663	24.75561	24.87744	24.40951	25.04242	25.14595	24.88658	27.07342	24.25529	24.94765
WP_003515023.1	27.53529	28.92008	29.06217	28.7259	29.56056	20.88146	29.08758	29.5283	19.98161	26.87105	20.61306	26.9361
WP_003513413.1	24.93707	24.73454	27.14973	24.89071	24.55902	24.90978	23.81416	24.31077	24.51921	25.87089	27.54261	23.82538
WP_003517991.1	27.09122	23.74475	24.23432	24.31088	21.37757	19.37111	26.72573	23.47508	19.97108	23.84673	25.24771	24.47948
WP_003511598.1	25.61069	24.65593	25.58674	27.06904	26.15712	25.86111	25.85665	26.49692	25.25352	26.16492	26.32873	25.57225
WP_003517747.1	25.37464	25.35554	25.39467	25.76866	25.40592	25.45864	25.97267	24.73981	24.73385	25.32959	25.22162	23.83653
WP_003515025.1	28.83576	28.9861	29.04282	28.93466	28.88139	28.95565	28.54149	28.97293	28.57969	29.23642	28.68438	28.53096
WP_003513527.1	26.17313	26.53241	26.50162	26.19343	25.90824	26.09362	26.22439	25.89859	25.76646	25.92085	25.73793	25.53233
WP_003517817.1	28.91014	28.95675	29.5896	28.60602	28.95382	29.45324	29.2267	29.38198	29.00968	29.13819	29.05648	29.28319
WP_003518171.1	22.9105	21.61109	19.5383	21.83941	22.4232	21.61704	22.05091	22.20534	21.11653	25.90887	19.57873	21.09367
WP_003517654.1	26.82323	26.92825	26.89356	26.99544	26.98271	27.3235	27.12499	26.15589	26.88178	27.10427	27.36112	26.49693
WP_003512317.1	29.19946	28.8042	28.88625	29.48076	29.00197	29.12448	28.80166	29.12136	29.69481	29.19867	29.56285	29.80932
WP_003517464.1	20.42609	26.10628	26.64971	25.48249	26.8219	23.35478	24.56185	26.48156	20.02235	26.12308	25.43371	26.98043
WP_003515029.1	24.98489	25.25446	24.74313	25.89727	25.81273	24.26098	24.47313	25.21579	19.90059	25.353	23.28469	24.11245
WP_003511564.1	25.75268	25.80172	27.2154	26.13689	25.33897	25.63449	26.73603	25.92391	23.22911	27.16842	25.32463	25.6937
WP_014522658.1	21.46016	23.36346	24.25253	23.71558	24.36736	23.56334	23.12392	22.67366	22.96481	24.00937	22.10661	21.92507
WP_003513713.1	27.51557	27.09128	26.54183	27.25386	27.54803	27.14529	26.98992	27.26967	26.4926	26.71385	26.37239	27.04663
WP_003518419.1	19.24076	20.07938	20.12051	20.48389	20.52645	20.11591	20.56566	20.30212	19.40017	20.24376	19.7089	26.88407
WP_003512315.1	28.68971	28.38126	28.50857	28.99066	28.62575	29.42754	28.96603	28.83978	28.74306	28.7899	29.13591	29.12647
WP_003515850.1	28.08294	28.05767	27.92936	28.16876	27.76799	28.21879	28.36445	28.4424	28.99656	28.73118	28.27592	28.86734
WP_003519398.1	24.86715	25.07144	24.97665	25.09473	19.68154	20.82528	25.07246	26.0912	24.59705	25.88274	19.51742	25.05256
WP_003512313.1	28.51585	28.99062	28.826	28.92128	28.77209	28.30672	28.49958	28.41008	28.77194	28.6288	28.51456	29.22053
WP_003517495.1	26.1254	27.04556	26.11547	26.65916	26.36306	26.6145	26.44702	26.31787	26.16733	26.1585	26.38008	26.10473
WP_003516362.1	19.4694	20.68253	19.68104	19.54299	19.65062	20.18394	23.33304	19.72592	19.69751	20.23396	20.13166	19.17249
WP_003513282.1	31.65559	31.82923	31.35935	31.76414	31.41741	31.67802	31.9564	31.15931	32.07781	31.90459	32.34778	32.70003
WP_003512309.1	24.05847	23.47673	20.07156	24.044	23.44317	20.77662	23.7712	23.61042	20.01226	22.77078	23.48334	21.54462
WP_003515536.1	25.78125	26.63161	28.14532	25.46895	26.22203	26.10325	29.26526	27.71878	25.70514	25.93098	24.05858	25.86858
WP_003518305.1	26.88723	27.40945	27.3009	27.39294	27.46749	26.7193	27.57004	27.35427	25.83579	28.32322	27.2414	27.35806
WP_003517805.1	25.53279	25.7089	25.50738	25.60062	26.27554	23.89481	25.47355	24.54043	25.40199	25.073	25.00871	25.57749
WP_003511984.1	27.86541	27.78205	27.53765	27.64197	28.11893	27.59315	27.86908	27.63479	26.78158	27.58789	26.80635	27.74418
WP_003516360.1	26.71686	26.80446	26.23839	27.25393	27.32169	28.13556	27.44754	27.13485	27.20499	27.19458	26.47291	27.49117
WP_003518483.1	29.34519	29.02405	29.61909	29.74077	29.80277	28.97508	28.7675	28.76153	29.1814	28.87993	29.32097	29.99186
WP_003517450.1	28.986	29.46295	29.37198	29.29297	29.37836	30.35045	29.5142	29.58413	29.77628	29.39597	28.54456	29.89932
ADU75258.1	20.02438	20.444	24.56969	19.07359	19.88837	20.54223	20.05161	25.05182	19.20948	19.48298	19.58682	20.25537
WP_003518592.1	21.28151	23.48091	24.41976	23.65942	22.67535	24.40015	23.3306	21.31181	20.55518	25.77294	19.02614	19.02231
WP_003514654.1	30.91742	31.12999	30.73667	31.43075	31.23311	31.53149	30.8321	31.0662	29.17998	31.15814	30.89822	31.94126
WP_003521100.1	25.93118	27.07117	24.56279	26.02543	25.46257	27.31917	27.16732	26.72106	18.75939	25.77123	20.57765	26.3508
WP_003512981.1	27.12712	26.24194	26.96657	26.87926	25.87714	26.58916	24.73134	26.72576	26.41536	26.94495	26.11292	29.01934
WP_003514192.1	22.83948	20.3038	24.05029	22.66821	20.38554	23.31161	27.44695	24.42044	28.27428	27.73794	23.85302	19.06923
WP_003511560.1	24.10538	24.01766	23.99455	25.61501	20.66614	24.40317	24.01492	19.37852	24.85666	23.59359	19.8746	18.71506
WP_003516223.1	26.19224	26.46168	25.02115	26.95221	26.8149	20.40447	26.77448	25.79681	25.08084	26.96256	25.84037	26.36134
WP_003512652.1	23.81153	23.93897	23.07946	22.93303	23.84758	23.65945	22.22006	22.47719	18.76263	23.01159	19.3923	21.92731
WP_003515854.1	28.06383	27.47908	27.53979	27.10882	26.9748	25.90975	24.64405	26.39706	26.33857	26.36129	24.0329	26.61164
WP_003514852.1	25.21315	25.12328	25.07348	25.14311	24.15871	25.3881	25.18114	24.75684	19.75372	25.17438	24.06081	25.21459
WP_003516269.1	24.46271	24.09505	24.38919	24.87979	25.23042	24.35587	25.12969	25.55516	24.6905	24.71413	23.31754	24.10085
WP_003516164.1	21.44599	19.9217	28.74578	20.91114	19.95624	20.029	21.66995	20.16575	21.21411	24.13009	19.37302	22.33881
WP_003518218.1	28.83917	28.43462	28.44743	28.49913	28.47156	28.60707	28.14623	28.66825	28.65374	29.03372	28.32638	29.31624
WP_003519144.1	23.16157	22.03652	23.24797	23.69357	23.86852	23.55101	22.23944	23.85024	23.28546	22.26148	22.02615	22.99787
WP_003515923.1	26.33494	26.18106	26.69305	26.60083	26.0391	26.92379	26.82231	26.99151	27.33166	26.85612	26.29639	26.19918
WP_003513387.1	26.11415	26.82996	26.47139	26.55531	27.03128	26.48033	26.5843	26.88167	25.27579	26.75082	26.60915	25.23733
WP_003514437.1	20.53805	18.99208	20.98586	20.68138	23.12685	19.11552	21.23089	26.65091	19.5568	19.62463	19.53465	18.74396
WP_003519142.1	21.45011	19.06738	21.99911	19.42179	26.89883	19.18951	20.35334	21.07174	19.07273	23.36143	19.99595	18.86712
WP_003516902.1	27.7747	27.77189	27.99531	27.97103	27.98387	27.68598	27.60765	27.67132	28.42183	28.26062	27.72911	27.60714
WP_003515275.1	28.53053	27.65691	28.44669	28.45881	28.21431	28.29881	28.56418	28.58884	27.93889	28.5418	28.02109	28.3431
WP_003513385.1	26.42528	26.39473	26.60384	25.01989	23.90192	27.01012	25.10276	26.8836	26.69381	25.6718	24.95112	25.77218
WP_003517936.1	19.29849	18.99654	20.94936	20.01433	23.71793	19.11991	23.2816	19.56211	20.36338	19.91851	20.56688	20.33348
WP_003516214.1	27.12034	27.33427	28.15779	27.33384	26.91067	26.68916	26.92903	27.65278	27.49402	27.2604	27.0376	27.45748
WP_003515277.1	20.7533	18.43521	18.36873	19.56706	21.57192	18.56832	19.4822	20.08521	19.96844	20.97978	20.62917	19.05449
WP_003514302.1	28.70278	28.25485	29.00174	28.25587	29.53242	28.66407	29.28523	28.35923	28.89236	29.0919	29.17433	29.56178
WP_003517452.1	26.38006	25.69164	27.07004	24.81542	26.24216	26.33782	25.31345	25.89861	26.64779	26.63251	24.92806	25.84475
WP_003517938.1	25.07061	24.61736	24.90084	24.69408	25.08961	25.05082	24.67976	24.64528	24.121	24.86925	23.54694	23.46996
WP_003513811.1	26.62239	26.79378	26.07367	26.4588	25.52751	26.20427	26.2149	25.36536	25.47412	26.19588	27.02969	26.0112
WP_003519437.1	24.71285	19.7418	21.10717	19.96451	25.09971	19.85222	19.45032	20.28667	21.50657	24.93996	20.46827	24.77776
WP_003517565.1	24.6601	19.32607	19.02644	24.41806	20.15435	19.44372	19.69545	21.44782	19.6075	20.33016	18.7356	20.26454
WP_003512498.1	19.20587	20.00944	20.67866	20.89504	21.2912	20.11522	20.20806	19.66698	19.68524	19.13404	28.3593	19.03616
WP_003512259.1	24.32561	22.7529	24.03402	23.42754	22.65661	22.98883	22.70811	23.20609	18.97861	19.24713	19.78765	18.95971
WP_003511628.1	25.49538	26.18778	25.24434	26.36471	24.63679	25.99318	24.81654	25.77729	19.69735	24.03861	25.45926	25.00652
WP_003514320.1	19.96895	22.827	22.96277	23.18705	21.20587	20.50049	20.49737	20.23942	20.16262	20.0831	19.77679	19.99109
WP_003518722.1	28.27076	25.52664	25.926	25.62294	26.36658	25.72161	26.07397	25.68298	25.10902	25.76132	26.99824	26.44545
WP_003517916.1	27.85177	27.99532	27.95988	27.80199	27.98184	27.48548	27.36536	28.19588	26.11341	27.62606	27.24302	28.71277
WP_003513399.1	21.32263	22.00968	22.24763	20.85789	22.60884	19.95816	21.95658	22.18415	19.46456	22.07408	19.82968	21.06962
WP_003515523.1	22.72831	22.53605	23.44245	23.33121	21.91343	23.34221	19.76543	23.10313	18.77183	19.6377	23.76143	19.71652
WP_003512257.1	26.49125	26.59318	26.75198	26.43504	26.22881	26.48709	26.55083	26.95536	26.03985	27.17419	26.21198	26.90028
WP_003517545.1	25.65658	23.9104	26.32063	25.66361	24.14439	19.91921	21.43128	20.36671	20.14898	20.01243	23.28102	24.19833
WP_003515416.1	24.80089	24.96959	24.92406	18.23145	25.27353	25.16368	25.20694	20.53581	19.78963	25.0897	19.70407	19.71192
WP_003514322.1	29.06876	28.77144	29.25709	29.08025	28.8123	29.61518	28.97967	29.61283	28.46612	29.44757	29.08955	29.28623
WP_003512606.1	25.16198	24.74241	25.34532	25.93328	25.44553	26.1374	25.09798	25.83173	26.387	25.84129	26.22552	25.17399
WP_003520976.1	25.77902	25.2239	25.61885	25.91644	26.30475	26.20734	25.17052	26.40356	25.18876	25.77392	24.53782	25.50643
WP_003517877.1	23.15353	20.40152	23.70894	21.01851	21.56583	19.44802	19.96969	19.00856	20.71568	19.04892	19.18778	17.32887
WP_003513827.1	28.21031	27.98736	27.87243	27.90517	27.64872	27.69556	27.61632	27.78373	27.47972	28.17832	27.90436	27.71774
WP_003512921.1	26.16615	25.99264	24.80625	26.82187	24.57119	28.01822	25.36856	26.5213	27.21243	26.69779	27.04183	26.18461
WP_080552882.1	26.98118	26.4156	25.86915	26.67106	24.68035	24.17296	25.22017	25.20262	27.5743	26.8776	27.1828	26.72167
WP_003519433.1	26.49007	26.70533	26.65677	25.27513	26.66808	25.01669	26.9838	26.90346	27.10542	24.73072	23.37837	26.66411
WP_003518268.1	20.69574	19.8496	19.71537	18.90084	20.5712	20.41484	21.14184	20.47407	19.76407	20.49071	19.49455	19.09396
WP_003517920.1	28.35801	28.59097	27.78049	28.14451	27.64229	28.62124	28.14816	28.05592	28.30871	28.26027	26.858	28.42715
WP_003512894.1	20.03866	19.80997	23.17631	20.5824	24.29125	21.14138	21.05386	20.46465	19.33329	22.26016	19.81927	18.58518
WP_003514075.1	20.64589	19.33046	19.26801	19.1467	19.7921	19.43206	20.39948	19.74319	23.29412	21.18725	18.99104	18.76822
WP_003519431.1	26.23371	25.95479	26.62422	26.01966	26.04967	25.88308	26.62825	26.61002	26.1552	26.5042	26.27761	26.55278
ADU75724.1	25.61792	20.31436	24.74181	23.4318	24.76509	22.31216	19.59619	23.72963	19.10186	19.44933	20.37939	25.7632
WP_003516257.1	27.20431	27.17569	27.48607	27.76782	28.11226	28.19506	27.84793	27.04696	27.71227	27.13473	26.45202	26.95489
WP_003518895.1	28.39371	28.27683	28.45792	24.4833	23.66554	25.31592	28.81203	24.3843	28.46416	23.43275	23.92702	26.86351
WP_003519280.1	20.40574	21.05373	20.66724	20.57077	18.12556	20.1083	17.87791	19.87928	20.59849	19.19901	18.5267	19.77041
WP_003513904.1	24.1451	23.79077	24.27943	24.2023	23.49219	24.14948	24.3136	24.53421	24.24937	24.35256	24.26661	23.46327
WP_003519072.1	24.61008	24.39622	25.02659	24.48727	26.3686	26.12357	24.67149	25.09363	22.61459	24.11211	23.84236	25.84405
WP_003512224.1	26.78831	19.31421	19.53227	24.53377	25.17768	28.58615	27.89296	20.16161	27.66342	27.42551	27.72213	26.57316
WP_003517042.1	22.25554	22.16788	23.48783	22.66825	22.7828	21.69075	22.26643	22.97821	22.30537	23.36211	18.53004	22.90909
WP_003512055.1	20.2646	22.63211	23.68538	22.29985	18.96397	20.60516	23.08738	22.98576	23.09768	18.64999	19.55254	22.95326
WP_003511777.1	25.77365	25.89893	26.65378	26.01954	26.2251	26.38245	26.51159	26.58953	24.29734	26.69766	25.77111	26.28131
WP_003516659.1	19.87991	20.0024	19.7512	19.41565	23.82199	21.4627	23.79514	20.55707	19.62665	19.65946	21.05921	19.48451
WP_003519421.1	27.85351	27.04347	27.42394	27.51972	27.61451	27.96748	27.64585	28.28322	27.81269	27.74963	27.29199	28.23603
WP_003512222.1	26.06845	26.76416	26.92129	27.06874	25.48748	26.03559	27.17785	25.7606	20.43957	27.07951	27.18079	25.29207
WP_003512204.1	31.08959	30.97272	30.46588	30.82287	30.94841	30.87834	30.86711	30.82469	28.00953	29.12868	30.75655	30.57808
WP_003516315.1	30.41619	30.93249	30.64985	30.24172	28.90746	28.36098	28.59471	28.48935	27.50974	28.7494	28.91426	30.042
WP_003517549.1	24.39527	23.84081	24.64948	23.91471	24.001	27.4322	27.04613	19.40797	18.71952	23.44222	19.34937	26.784
WP_011838186.1	23.79032	22.79902	22.94191	23.74142	24.32169	24.32632	18.74235	24.13116	20.18662	22.28104	21.25406	24.1826
WP_003519076.1	18.944	20.50804	20.2826	19.63847	20.6683	22.56963	20.49961	19.51662	20.95116	21.5796	18.84997	19.79624
WP_003517112.1	27.47616	27.38473	28.03918	28.32311	28.24618	27.6778	28.53547	27.60603	28.22803	28.35555	27.65719	27.32631
WP_003512704.1	22.03224	22.84691	23.07286	21.42895	25.61588	21.87578	22.94347	21.81396	21.52532	22.26238	20.18151	20.10237
WP_003520552.1	26.69063	27.16394	26.76345	27.25814	27.03112	26.98899	27.19512	26.17332	25.74209	26.74973	26.52608	26.19481
WP_003512919.1	26.28036	26.57849	26.48464	26.22424	26.53797	26.52373	26.27942	26.57882	25.75061	26.22837	25.63666	25.90045
WP_003513389.1	25.51709	24.24234	25.13376	25.43556	25.77004	25.65142	25.82303	25.76103	25.211	24.67227	24.19243	24.7641
WP_003517497.1	26.65142	26.79109	26.48797	26.40247	25.96065	26.21443	26.40122	26.26639	25.37035	26.80935	25.94418	27.57785
WP_003514788.1	24.58891	24.49553	22.51782	20.1793	21.14905	22.7892	21.68957	21.45553	19.57943	20.02458	19.77406	20.01177
WP_003517036.1	19.01981	24.24435	24.34442	24.96199	25.66598	25.50379	26.21773	26.10726	18.6368	25.93075	24.2205	24.34381
WP_003515330.1	20.59374	21.38073	22.16315	21.56467	21.5838	22.25916	19.56134	21.34299	18.43108	22.76466	19.40169	21.28776
WP_003520721.1	22.84341	23.1061	23.87137	23.40881	22.22701	22.8499	23.30105	22.42171	19.71021	22.89074	23.09935	19.86626
WP_003515885.1	18.94849	20.03626	22.7791	20.67987	19.75829	20.14157	19.09325	20.31973	20.27346	19.63896	19.48188	19.53115
WP_003515602.1	26.42203	25.94788	25.2135	26.04177	26.25265	25.70608	25.44288	25.89528	25.39396	25.7075	25.18617	25.91897
WP_003517038.1	27.44216	26.75692	26.89533	27.1986	27.03448	27.3133	26.95189	26.86292	26.36972	26.85635	26.45504	27.34606
WP_003513895.1	24.64663	19.85728	25.65251	25.00871	19.30431	19.96571	20.92566	19.89183	19.10002	20.83075	18.75285	26.9162
WP_003517493.1	29.08264	29.04801	29.15099	28.69411	29.01065	28.97422	28.55421	28.94266	28.70792	28.56069	28.25342	28.95239
WP_003513421.1	21.485	20.43675	22.37591	19.47192	22.84431	22.16384	22.25431	22.18886	23.1386	22.76346	19.49437	22.573
WP_003518897.1	31.11334	31.89395	32.0959	31.56815	31.96076	31.13557	31.42911	30.95422	30.32732	30.45519	30.66036	30.98645
WP_003511610.1	27.92717	27.35543	27.84612	27.41979	27.67943	27.55225	27.32014	28.1131	27.85766	29.42109	26.71434	28.55152
WP_003517940.1	25.37177	24.52074	24.95468	24.40106	24.16378	23.79345	23.65963	25.11153	21.16681	23.972	24.00287	23.93669
WP_003516388.1	18.38337	20.93967	23.90526	22.04406	21.08153	22.97272	23.89536	20.44747	21.41793	22.91948	22.64335	21.33418
WP_003520526.1	25.86654	26.01031	26.20434	25.14865	25.12825	24.99891	25.64547	25.51598	24.83955	25.78609	24.45043	25.15351
WP_004463813.1	23.29889	24.08722	24.13713	24.85564	24.82069	24.25881	24.41523	23.72355	23.43872	25.17139	23.34698	20.64814
WP_003517918.1	25.82758	26.03332	25.65989	25.39134	25.71718	25.32203	25.25141	24.69789	24.09785	24.7121	22.17492	25.45221
WP_003512521.1	27.65566	27.77324	28.78935	27.56833	27.97752	27.79337	27.82616	27.475	27.13732	29.04558	27.40211	27.46874
WP_003516923.1	27.65479	27.69987	27.46602	27.62192	27.73739	27.30616	27.8926	28.34898	25.82953	28.25208	26.91006	27.35541
WP_003517485.1	28.53994	28.95933	28.10892	28.62764	27.93696	28.54356	28.27489	28.41566	27.42443	28.30976	28.15452	28.09385
WP_003516495.1	24.75947	24.32551	24.00254	24.57686	25.08038	24.91826	25.16775	25.59095	23.78372	23.29839	19.97439	23.6047
WP_003512414.1	28.71887	29.25834	29.58568	29.04233	28.38545	29.09524	29.03375	29.21486	29.12636	29.59083	28.94693	29.85665
WP_003515616.1	22.12663	25.21976	25.72657	25.80683	26.03214	21.8294	25.87624	26.08721	25.94469	25.61705	22.08992	18.84385
WP_003512448.1	31.01416	30.86702	30.87366	30.83666	30.55393	30.43306	30.57876	29.81075	31.22919	30.67647	30.84199	30.87714
WP_003512523.1	24.70966	24.47139	24.44092	24.74007	24.93521	24.82411	24.91289	25.36814	24.50802	23.0204	24.07994	23.11601
