Protein	hpt_T1_rep1	hpt_T1_rep2	hpt_T1_rep3	hpt_T1_rep4	hpt_T2_rep1	hpt_T2_rep2	hpt_T2_rep3	hpt_T2_rep4	hpt_T3_rep1	hpt_T3_rep2	hpt_T3_rep3	hpt_T3_rep4
WP_003513388.1	28.98053	26.52269	25.9104	29.19178	26.60752	28.7382	28.86362	24.82785	28.37464	25.8871	28.70772	29.36389
WP_003517496.1	23.49674	19.07948	22.20463	23.66825	20.85829	19.49741	19.32818	23.27984	19.97583	22.64298	19.5578	19.6434
WP_003515331.1	18.77603	20.95335	20.60319	20.58113	24.09975	19.2014	23.24402	28.18387	23.68882	19.57235	20.10383	23.75392
WP_003514696.1	24.75891	23.60747	23.12187	23.85695	23.95602	21.04274	23.59199	24.33662	23.18177	24.66304	22.96273	24.00543
WP_003512048.1	28.51758	28.26037	28.13489	28.29943	27.59958	27.93464	27.86116	28.19918	27.97631	27.91049	28.13856	28.20103
WP_003515648.1	26.21975	26.19781	26.21169	25.55975	26.33603	25.04617	25.36607	25.6098	25.42857	25.60736	26.14807	25.90366
WP_003516984.1	29.66694	29.24194	29.35608	29.36822	29.36593	29.12864	29.14086	29.25657	29.32981	29.49112	28.96338	29.57074
WP_003514690.1	28.68694	28.63301	28.70148	28.70401	28.9669	29.22937	28.29099	29.44197	29.37198	28.76135	28.15873	29.26419
WP_003520661.1	25.61028	28.39848	28.09394	25.20468	25.49313	28.94982	27.46049	26.72111	20.18373	25.67256	19.34139	19.82744
WP_003517492.1	22.3558	23.55199	24.84405	23.7289	23.69847	22.35683	23.52437	22.64597	22.50958	27.4069	20.719	21.53977
WP_003519055.1	31.8392	31.62201	32.28429	30.05411	30.85088	31.96959	32.1489	30.78458	32.17321	32.54927	33.13728	33.24046
WP_003518876.1	25.85158	26.00069	25.12164	25.69814	26.29355	26.46088	25.81718	26.28459	26.19387	25.98048	25.07248	26.76158
WP_003519057.1	27.62713	27.17334	30.25778	29.90301	30.2045	27.68901	28.74912	28.69839	27.95157	28.08059	27.86123	27.6488
WP_003515646.1	23.04437	22.9339	22.37075	22.85183	22.49504	22.20288	21.37394	22.05058	23.28281	22.96733	21.85156	23.46336
WP_003513565.1	28.58151	27.87267	28.51138	26.85956	26.37046	27.55644	27.99086	27.57831	26.77983	27.12994	26.22418	27.49549
WP_003513162.1	25.56645	25.99731	25.61015	26.3328	25.69892	25.99803	25.74558	25.8733	25.38084	26.122	25.41883	25.48425
WP_003512650.1	26.8581	27.16757	27.23636	26.9429	27.12666	26.27689	26.46716	26.17935	25.50954	26.54296	25.63919	27.12857
WP_003518858.1	26.93639	25.74313	25.72857	26.93114	26.16588	26.89002	26.10015	28.31367	26.52481	26.827	25.59695	26.33491
WP_003516455.1	30.32941	29.79299	28.99057	30.54989	30.47056	30.46519	30.38073	31.16747	29.36794	31.11783	31.39275	31.08862
WP_003518263.1	20.43975	20.27002	21.2288	21.6462	21.20068	20.10321	21.19328	20.71706	21.48022	18.93592	19.06342	18.68798
WP_003515482.1	24.63481	25.33409	25.63881	25.41628	25.06115	24.30984	25.27679	25.10559	24.12694	26.04432	23.8816	25.19206
WP_003517983.1	25.06319	25.16154	24.81763	27.16485	24.91719	25.97361	25.53901	26.12849	26.39086	25.81602	26.99809	24.10353
WP_003516459.1	24.40798	24.71688	25.04518	24.69519	25.09179	25.05458	25.25072	25.67189	25.56209	25.4986	25.42019	24.81337
WP_003513989.1	19.59923	19.99722	19.91336	23.73946	24.31524	24.44881	24.89415	24.88955	19.61226	25.13228	25.154	25.08455
WP_003518626.1	26.14429	24.86451	25.28517	25.58702	25.78679	25.82308	25.81072	25.96723	25.43501	24.49669	24.93563	25.47512
WP_003513575.1	26.89893	27.18995	27.64147	26.49661	27.40015	27.79185	27.80674	27.15501	30.37905	26.24828	27.14199	26.16915
WP_003518868.1	19.17179	21.97625	23.34483	23.60253	23.17932	19.96372	22.58913	23.14768	19.33179	20.83412	21.10238	19.34274
WP_003517985.1	23.66633	23.55521	20.03599	21.78122	23.39851	26.79269	26.47097	26.54983	25.12713	24.30556	19.73711	24.27215
WP_003515632.1	30.81601	30.51116	30.29116	30.25809	31.20588	30.3835	30.5547	30.32315	28.8264	29.46026	29.06842	31.3454
WP_003516617.1	20.02276	19.85527	20.26834	24.71555	20.41366	18.96164	19.75963	18.83372	20.38298	21.06	20.81164	19.7129
WP_003515650.1	24.7884	24.98994	26.06849	25.56129	25.83083	24.83844	24.68109	24.41895	25.42109	25.35261	20.45945	25.26945
WP_003514545.1	23.71113	22.96584	23.6746	24.01472	24.1076	25.17072	24.7616	25.23333	24.71513	24.07477	24.33164	18.50814
WP_003515634.1	24.49002	23.91669	24.1069	23.66677	23.71866	19.00268	20.29222	19.93944	18.47708	24.01524	23.55562	24.84093
WP_003513304.1	19.5859	18.83548	19.57479	29.01601	28.42872	19.79952	20.59657	28.41007	27.13044	25.08317	27.00636	28.09802
WP_003515283.1	21.71153	18.87724	21.21933	23.28912	21.82566	20.02932	20.09944	19.12965	20.24528	20.81475	20.56209	21.49158
WP_003513139.1	27.87755	26.34597	27.55208	26.68233	28.02268	20.47925	26.88741	27.31254	27.29159	26.32094	19.78168	27.25425
WP_003517100.1	24.44438	23.73576	24.71841	24.58524	24.38955	24.24012	24.31109	24.08731	23.95982	25.51544	24.62646	23.49885
WP_003517102.1	24.09042	24.14632	24.71729	24.94472	23.79677	20.34447	23.71467	22.97752	19.39767	24.6764	19.99618	20.10217
WP_003518866.1	27.5633	27.29625	27.29136	27.53636	28.12009	28.24158	27.79958	27.79309	27.62012	27.94398	27.16869	27.5937
WP_080547390.1	19.33527	24.86863	19.0873	20.0826	20.03471	19.98438	19.40865	19.82906	20.15179	19.73913	21.33376	19.25754
WP_003522908.1	19.032	19.68817	24.69927	19.38987	19.99614	24.93695	20.69548	25.42753	19.56066	19.50969	19.40659	19.45709
WP_003514120.1	20.91854	26.1495	19.87551	23.56078	25.78075	25.90669	25.20066	25.52387	24.90941	26.70958	19.11724	24.1708
WP_003518337.1	23.4129	23.23494	24.99522	24.73797	24.77252	24.89726	25.82146	24.78586	25.06145	25.35006	23.42175	24.50176
WP_003516841.1	26.70143	26.65985	26.69506	26.30566	26.96767	26.67664	26.2099	26.60387	26.21824	26.75114	26.23094	26.88601
WP_003512626.1	30.38347	30.48388	30.0307	30.4231	31.30373	30.80368	30.79845	31.47796	31.73897	30.76489	31.4529	31.51325
WP_003513620.1	25.42495	26.01112	19.46623	24.19598	26.65996	26.08173	26.71536	25.64448	25.02998	25.06014	20.20173	26.35777
WP_003517498.1	26.21207	26.02014	26.11865	26.07782	25.52558	25.49873	26.03659	26.73141	26.05231	25.37769	26.44821	25.0973
WP_003519194.1	26.01722	24.97773	25.85143	25.66753	25.94554	25.97286	26.21439	25.23745	19.20425	24.49546	18.23543	25.35208
WP_003512095.1	26.8888	27.06029	26.98439	27.24666	27.23859	27.5075	27.37725	26.70874	25.68371	27.58115	26.86882	26.95563
WP_003512340.1	19.95594	24.68379	20.28105	20.68032	26.08503	19.00358	25.28863	25.82174	20.01189	24.81837	24.76119	24.994
ADU74909.1	26.8475	27.08332	25.3171	26.84605	25.83477	23.51674	25.94906	25.3746	25.84834	24.98955	26.25525	23.59007
WP_003516317.1	25.74709	29.56928	29.978	26.029	26.84113	28.19276	26.32448	29.40854	28.71257	28.45197	28.81581	29.77018
WP_003513622.1	25.16153	24.84532	26.52226	25.27887	25.36013	25.29456	23.85654	23.59848	19.3926	26.58721	24.71917	25.28035
WP_003520894.1	23.01089	23.09904	23.37388	24.01538	23.65899	22.47938	23.5778	23.66337	23.58452	22.45388	20.05968	23.50583
WP_003512097.1	28.98716	29.27038	29.49578	28.81409	29.33457	29.10867	29.65685	29.76157	28.95067	29.2424	29.62731	29.64736
WP_003512342.1	24.62199	19.92202	24.33156	23.23596	20.7183	20.84358	22.67296	19.21765	19.92925	18.31203	19.18521	23.10856
WP_003514578.1	29.42012	29.04674	29.30468	29.52273	29.0838	29.33457	29.01867	29.14496	28.90653	28.83365	28.67964	28.98245
WP_003516863.1	30.25085	30.15704	29.4594	29.92763	30.32151	26.91439	27.52308	28.35009	26.68856	27.92757	28.65741	29.29098
WP_003512801.1	27.46128	27.32565	27.71056	27.44226	27.88391	23.52964	26.91893	23.54522	22.99326	23.23254	19.96322	23.1887
WP_003514114.1	21.75309	20.84143	21.02512	20.5551	21.16119	20.38974	20.23705	21.25822	20.13594	19.57562	19.35335	18.65163
WP_003513652.1	19.81303	20.37991	19.86275	20.2206	22.70871	20.67147	22.98726	23.26034	21.32719	20.58312	18.98565	18.19467
WP_003515767.1	28.86795	28.74657	29.19692	29.02795	28.64624	28.64106	28.93246	29.26579	28.54065	29.2486	28.86229	28.57337
WP_003516319.1	26.26623	26.23933	26.45202	26.2221	25.8699	26.62307	25.74407	26.48832	26.08429	25.10284	25.93189	26.08797
WP_003513279.1	31.12726	30.8068	30.57552	30.40106	30.13574	28.82773	30.67491	30.84152	31.08606	31.33568	31.04694	30.76431
WP_003518457.1	30.02064	29.84624	29.87433	29.68271	29.27558	29.00411	29.32715	29.48746	30.10156	29.75576	29.52684	30.26554
ADU74371.1	24.8669	24.54014	25.62906	26.20078	23.12689	22.91088	27.31832	27.65644	23.89051	24.49084	21.9661	27.1783
WP_003512350.1	21.77518	21.90115	22.81558	22.5103	22.9634	22.47878	21.80777	22.69903	19.50019	22.82069	20.93185	20.16068
WP_003513611.1	26.83969	26.67521	27.44064	27.22884	26.76716	26.68818	26.50967	26.56385	20.08747	27.45091	19.81889	27.2488
WP_003516869.1	22.57092	20.24274	23.36473	21.68053	20.18373	20.9768	21.6929	23.13397	20.21805	19.26124	19.17997	18.94201
WP_003516877.1	26.49855	26.19579	27.09516	26.96569	26.42072	26.93937	26.29075	26.83079	26.31885	26.49503	26.22853	26.21328
WP_003518445.1	25.22119	25.26304	25.93402	25.28971	25.44638	24.23035	24.14049	24.1099	23.66203	24.14553	23.18463	24.31047
WP_003512622.1	26.54161	26.3157	26.75575	26.27186	26.32681	26.08528	26.24086	26.23102	26.38722	25.96393	25.28029	25.10888
WP_003514472.1	25.4431	25.70043	25.56193	25.13359	25.58599	25.69434	25.46604	25.86	24.67533	25.86399	24.47567	24.78862
WP_004463712.1	23.91479	24.14977	23.99366	24.23209	24.30484	24.15686	24.54544	24.77393	23.37778	25.0651	23.72261	24.06771
WP_003521553.1	29.50166	29.42216	29.14575	29.96988	30.54928	31.50054	30.06975	29.81118	29.77732	29.53765	28.58326	29.90822
WP_003512354.1	28.40419	23.41794	24.18196	24.97634	24.14272	19.23864	24.18311	23.10595	20.39154	28.00749	19.73363	24.0538
WP_003512516.1	18.78635	23.7133	19.62277	19.82878	23.53341	19.47444	23.23984	22.65134	18.8247	22.67772	26.10744	20.3628
WP_003511596.1	25.6639	25.7713	26.13713	26.09875	26.48587	26.36548	25.92226	25.78382	26.12316	25.65016	25.68923	25.36374
WP_003512371.1	27.84217	27.7109	27.87934	27.75095	28.29666	28.04077	27.96988	27.45772	25.17865	26.40734	27.2063	27.49851
WP_003517442.1	23.21066	22.67751	22.13516	23.26628	20.68929	23.63441	19.84633	22.4242	22.19331	22.60221	19.94687	21.56263
WP_003517997.1	18.82839	19.87629	19.33238	19.78891	26.6505	24.62699	19.80657	21.02261	20.3282	26.24896	22.92635	25.48171
ADU75615.1	28.9563	28.74105	27.48358	28.25074	28.35622	28.10068	28.11569	28.17784	27.60276	28.31135	28.65228	28.7702
WP_003517235.1	26.53478	26.15568	25.96259	26.08493	25.45717	25.06635	25.75827	25.9549	26.03926	25.81036	25.69452	25.01129
WP_003518677.1	26.68949	23.47473	27.1522	26.69482	26.77765	26.72769	26.57958	19.98928	20.31854	25.06568	23.32755	22.933
WP_003514180.1	24.04229	24.62056	24.79951	24.27122	24.30915	24.01099	25.10772	24.279	22.83461	24.64327	25.15773	17.8916
WP_003513265.1	30.65343	30.62127	30.61701	27.82413	30.27503	30.44334	28.5546	28.36476	30.40871	28.30264	28.53687	29.28777
WP_003516080.1	23.70771	22.76241	24.63977	23.78235	23.55539	26.57191	24.6016	24.21847	24.49899	23.63201	21.17587	23.78821
WP_003518453.1	26.28716	26.65249	26.86806	27.10862	26.57087	27.79432	26.93372	27.22555	26.76736	26.64729	25.88499	26.82015
WP_003517233.1	28.50919	29.00097	27.59979	28.59319	30.64513	28.38402	27.2011	28.88021	30.17159	28.35687	28.7099	27.09511
WP_003517215.1	24.63046	26.04753	24.98992	25.39795	24.57948	24.93029	25.31372	24.48376	24.42528	25.78217	24.36554	24.64026
WP_003515021.1	30.24081	30.52712	30.52682	29.95469	30.05634	30.38583	30.03787	29.5056	26.52711	30.86542	29.67068	29.60257
WP_003517741.1	26.29843	26.77569	24.48513	24.96564	26.18778	24.87383	23.66696	27.17416	25.93323	24.43489	25.33377	24.137
WP_003517581.1	24.44394	25.2088	25.11302	25.46913	26.23994	26.12781	25.7945	26.72885	24.98003	24.16112	26.03963	24.45904
WP_003519243.1	19.6448	18.87816	21.13877	20.53558	22.90564	20.85726	20.55116	19.76886	19.57838	22.11955	19.29096	20.63684
WP_003518129.1	23.00514	22.47624	24.07187	24.35268	25.19185	24.77724	24.56734	24.31761	19.71799	23.62118	24.56896	21.36726
WP_003515919.1	26.45205	25.55737	26.08269	26.03296	26.17978	26.1032	26.48327	26.66711	26.75056	26.76755	26.32547	26.73939
WP_003517583.1	19.88024	20.75067	20.21707	19.98287	21.3051	20.15677	19.99999	18.61828	22.37209	23.31512	19.89686	20.36492
WP_003518957.1	20.34122	20.28881	20.08023	20.50558	23.42374	19.05227	23.77417	23.83272	23.83348	22.64251	23.25594	23.83187
WP_003512303.1	20.20313	23.56812	24.51816	21.1423	23.69295	20.55647	24.10785	19.8322	20.00764	24.55572	20.03158	21.44394
WP_003520983.1	19.83419	24.03418	26.04002	25.30117	20.01026	24.36677	23.78477	25.02294	20.41335	26.15463	20.21057	24.92713
WP_003513929.1	28.91111	28.69586	27.43839	28.20555	28.31104	28.05549	28.0705	28.13265	27.55757	28.22037	28.60709	28.71569
WP_003516975.1	25.17157	24.31398	25.247	25.14746	27.36378	24.31292	24.35112	25.07249	23.38304	25.49396	23.33172	23.68094
WP_003517221.1	25.77281	26.74949	25.63256	26.87838	27.00148	26.61833	27.0233	25.96648	25.25847	25.74384	25.91796	27.15834
WP_003520981.1	22.06832	21.27421	24.37772	23.11806	21.5552	22.63273	22.85851	22.92084	22.75884	22.66887	18.59407	22.12352
WP_003514923.1	28.91347	28.96616	29.15941	29.03855	28.71612	29.15896	28.71326	28.79679	28.49301	29.05202	28.68147	28.10895
WP_003517440.1	26.20173	28.84992	26.62449	25.55263	27.84597	25.4696	25.43545	26.08201	26.19391	26.16137	25.87534	26.44095
WP_003514194.1	23.69135	24.1038	24.86591	22.50215	23.37277	24.72173	24.01643	23.30886	22.97522	24.10183	23.92673	23.63192
WP_003516657.1	27.04313	27.32417	27.50096	27.37068	27.58523	27.45864	27.2154	27.27721	26.12499	26.83343	27.2231	27.06473
WP_014522642.1	26.64725	26.95748	27.13455	26.92533	25.34699	26.16995	25.64794	26.17425	24.99584	25.26933	24.33517	24.51736
WP_003512099.1	22.72676	22.5268	23.693	19.8035	21.52157	21.44969	20.52124	22.44211	19.23447	19.79027	20.14522	18.88262
WP_003513534.1	30.43727	29.98437	29.04346	29.7539	30.21528	30.22667	29.44688	29.41872	28.61347	30.59278	29.89593	30.46953
WP_003514198.1	24.63719	24.01747	27.2106	25.24001	26.10144	30.27629	25.71355	24.40394	24.16794	23.87695	23.57811	24.2904
WP_003515688.1	22.38883	23.09582	23.86131	23.44227	23.25371	23.19459	23.20085	22.54598	19.34593	21.88504	21.71063	23.45315
WP_003515449.1	28.84311	28.77885	29.33788	29.2114	29.08422	29.59938	29.26462	29.49012	28.51549	29.24455	28.73647	28.88363
WP_003517595.1	24.36091	24.18787	24.69003	24.03944	24.3352	24.4841	24.53995	24.77475	22.88951	23.69011	22.85517	24.38083
WP_003516785.1	23.75866	23.4738	24.48795	24.12373	20.35968	23.51246	23.93071	22.40828	19.73087	23.39321	25.35484	19.15334
WP_003513676.1	23.79394	20.88624	25.4166	20.89709	19.67698	25.36117	19.82113	21.67996	20.1002	18.34385	20.13525	22.46725
WP_003514433.1	20.71449	19.11737	19.13743	20.16479	26.26606	19.96322	23.25036	25.10581	19.15058	20.04091	19.37164	22.08296
WP_003514552.1	30.61848	30.81486	28.5508	29.64313	30.04918	30.51035	30.47705	30.30295	28.72021	30.31211	29.59517	30.56946
WP_003515816.1	23.63024	24.18694	19.91915	19.45892	25.81892	22.90507	25.14553	19.53017	20.57159	19.31168	19.51567	20.25082
WP_037294838.1	31.17612	29.2292	30.65508	30.58823	30.88086	30.83431	30.75588	31.26267	30.06768	29.78464	30.05154	30.18643
WP_003513250.1	24.31286	24.8691	20.14458	25.15491	24.82504	24.39975	23.82742	24.25665	19.54522	19.29626	19.8145	24.51454
WP_003512628.1	26.20493	26.31178	26.47838	26.92703	26.56992	27.15801	26.80825	26.92486	27.50807	27.15791	29.121	28.58799
WP_003513693.1	26.74286	26.43616	26.73506	26.47582	26.5917	26.23557	26.33619	26.61485	25.64038	25.70794	25.21904	25.32248
WP_003516642.1	28.83278	28.95182	28.54544	27.65322	28.92316	30.04393	28.90901	29.69629	29.48728	29.05145	28.3849	29.41134
WP_003512674.1	26.75275	27.31484	27.56673	28.13627	26.83852	26.70093	28.02653	27.92154	28.16996	27.91265	27.65608	27.99957
WP_003519132.1	26.09858	25.89867	25.35665	25.84299	25.37148	25.46626	25.70812	25.52725	26.17182	25.67634	25.44332	25.65719
WP_003516592.1	26.55476	26.81298	25.81497	26.37288	26.21755	26.41406	25.62838	26.35097	25.34571	26.20823	24.60832	25.71958
WP_003515026.1	29.59307	29.67999	29.94766	30.04671	30.28588	30.41086	30.25491	29.54137	29.14449	30.31074	29.51917	29.7804
WP_003517930.1	25.58438	25.77644	28.07278	24.53477	25.40461	26.24425	26.3952	26.96677	25.55827	28.00877	27.96317	27.59612
WP_003515408.1	28.53241	28.26989	28.25163	28.43385	27.84805	29.03966	28.15779	28.99753	28.94858	28.59825	28.5838	28.98134
WP_003515921.1	26.47682	27.06014	27.80845	27.46136	27.19272	28.251	27.7845	27.68394	27.10923	27.98369	25.22024	26.79144
WP_003512676.1	23.47959	23.00103	23.57473	23.60885	23.99041	23.21294	23.15415	23.7072	23.8907	24.44029	23.09294	24.80414
WP_003519130.1	20.24951	25.80708	20.58597	18.96278	25.71663	24.78901	25.75222	26.49857	26.60045	25.85986	20.23307	25.94195
WP_003517359.1	20.53816	19.35734	20.45375	19.76499	19.19713	20.01394	19.94558	20.03841	19.29851	20.54487	19.01683	19.21356
WP_003515176.1	20.85098	20.05173	24.44583	23.3455	19.97301	26.0139	24.43258	18.64886	18.7574	20.57894	19.13182	19.50609
WP_003512791.1	24.68765	24.01495	24.70573	24.49467	24.74707	24.15357	24.83745	23.57487	21.80024	23.71021	23.15406	23.30301
WP_003513046.1	23.87294	22.54264	25.37759	23.00365	24.2666	23.02935	23.92577	24.37962	23.36948	25.71999	22.50009	22.07995
WP_003516596.1	27.25245	27.54598	27.63893	27.13857	27.43123	27.54192	27.40219	27.55996	26.25748	27.61744	26.50817	26.92233
WP_003515686.1	25.70256	25.43794	26.51961	25.68651	26.56279	25.57307	26.3444	20.2792	25.66525	19.61487	26.53204	26.17406
WP_003518679.1	24.76048	24.75027	23.65444	25.35561	23.08186	22.11628	22.17618	21.6995	19.75232	21.94498	22.05993	20.69979
WP_003514378.1	19.07014	18.92771	23.02815	19.34844	19.57013	23.20947	20.1814	19.57864	21.57938	18.22949	19.98186	18.9604
WP_003513685.1	31.57066	31.68255	30.9182	31.44442	30.93549	31.56574	30.47078	30.3723	31.11325	31.19766	30.13284	30.54615
WP_004463183.1	19.31173	26.08911	26.4993	26.36446	25.76763	26.73162	26.16575	26.61136	26.52319	26.19401	19.52896	26.61575
WP_003514324.1	29.94113	29.81191	29.70471	29.61851	29.24734	29.13312	29.70466	29.81858	29.66429	29.30311	29.2974	29.45597
WP_003513308.1	26.22605	25.32811	24.9074	25.57764	23.37143	24.44681	24.87203	24.74835	21.64478	24.32675	25.70302	25.12951
WP_003519106.1	23.20124	24.22543	24.48913	24.10774	20.37219	24.82929	24.91022	24.01217	25.73081	25.19675	24.02111	23.44755
WP_003516203.1	23.25464	24.39479	20.10049	23.87686	23.78786	19.58636	23.77168	23.10484	24.57444	23.85454	25.51953	24.6747
WP_003515434.1	26.73237	27.20541	26.68562	27.16404	26.36077	27.68063	26.44966	28.0695	26.18195	27.30261	28.06964	27.72016
WP_003519346.1	20.01082	20.45849	21.39609	21.13628	21.25129	20.96407	22.02909	21.204	20.11218	19.89755	19.91	20.95951
WP_003514326.1	27.62162	27.80807	28.36147	27.55987	27.93888	27.37275	27.99903	27.78589	27.20256	27.46356	26.91816	28.25387
WP_003517355.1	24.35242	24.73086	25.56343	24.8787	28.49454	26.51182	28.02784	28.24551	27.46555	28.24461	27.41525	27.97725
WP_003518000.1	24.80926	25.06762	19.13831	25.08746	24.63307	24.32426	25.02987	24.8135	19.73212	24.30977	24.23001	24.04996
WP_003519104.1	28.62128	28.41393	28.23577	28.30663	28.30682	27.86442	27.73854	28.52351	27.89095	27.33529	28.25281	28.18756
WP_003518714.1	27.82942	27.55225	27.1069	27.23693	26.94639	27.13566	26.81346	27.02222	26.54426	27.79234	27.02179	27.36095
WP_003515811.1	18.8792	24.96468	26.21884	23.63999	24.66054	19.80048	19.47751	24.56507	26.50217	20.07434	18.93028	25.35778
WP_003513691.1	28.01153	28.74659	29.07233	28.70721	28.65091	28.67822	28.37596	28.32045	28.05512	28.95497	28.38817	28.79842
WP_003511918.1	28.78736	28.74038	28.20239	29.01464	28.43125	28.92603	28.78363	28.15715	26.98493	28.53705	28.86159	28.65958
WP_003518002.1	28.53402	28.49459	28.71589	28.29078	28.65264	28.36096	28.45861	28.44785	28.65774	28.5876	28.00089	28.40458
WP_003518716.1	28.98623	28.87728	27.39318	26.93119	28.00854	27.24284	27.27415	28.7208	27.68468	28.43487	27.7435	28.66706
WP_003517725.1	24.44144	25.07597	23.6691	22.26302	26.28535	21.39109	21.30639	22.18674	20.90672	22.02527	22.55759	21.3392
WP_003517398.1	23.92713	22.74079	21.61916	23.76996	23.94934	23.01946	23.56522	23.30619	23.29824	23.3184	23.97031	22.55379
WP_003512240.1	26.10307	26.18568	26.29665	25.71318	26.33146	26.45633	25.77598	26.14806	26.15701	26.45774	26.17454	25.27797
ADU74393.1	25.25419	24.21311	26.56143	25.02161	25.57521	25.49304	25.76217	25.79011	20.00781	23.52137	23.22365	25.51495
WP_003516665.1	21.99997	24.48001	25.32632	24.31358	24.38142	23.69209	23.66343	24.84597	23.0669	26.2091	25.47679	25.07661
WP_003512242.1	26.12474	25.75014	25.96684	25.89034	28.15227	26.29116	25.38637	26.41705	26.30561	26.65076	25.51182	25.25837
WP_003513819.1	31.80683	31.2119	30.90254	31.67133	30.91811	30.71495	31.52116	31.85873	30.51591	31.14899	31.22528	31.27779
WP_003513124.1	24.88814	19.85476	24.24565	26.92787	19.96044	18.8404	18.98275	19.56382	20.20122	18.97973	20.39632	25.16129
WP_003516273.1	28.14897	27.95924	27.73668	27.5712	27.89558	27.9012	27.92045	27.82024	26.21677	27.01509	27.86405	27.46224
WP_003516698.1	24.57754	23.51713	25.25317	24.7563	24.53399	23.78093	24.12302	24.82697	24.4563	25.14581	23.66385	23.94043
WP_003518853.1	24.06682	22.81162	23.73563	22.56063	23.83076	23.9067	22.71892	22.9851	18.19745	22.96515	21.35157	23.8681
WP_003512244.1	26.49726	26.68088	26.55636	27.16482	27.31843	26.77294	27.37862	26.93611	25.7908	26.05555	26.06316	27.40261
WP_003513817.1	25.51251	25.07289	25.60351	25.87341	25.8085	25.46337	26.055	25.13112	25.76624	25.63509	25.53433	25.24385
WP_003513957.1	20.42033	23.85227	25.94032	23.45573	21.32254	21.81846	22.09129	23.13661	20.60232	22.35856	21.78507	21.72812
WP_003515917.1	24.06823	23.86623	23.818	24.99945	25.17968	25.372	25.46252	24.47081	23.44988	24.97389	24.55505	25.33034
WP_003517364.1	19.81252	19.90637	20.94339	20.17773	26.31485	22.54028	24.73028	25.08076	24.07073	24.12785	23.89379	24.17634
WP_003515376.1	26.18235	24.9908	23.72736	19.752	25.53138	20.59803	19.78272	20.76335	19.31156	26.03683	25.16026	20.14221
WP_003517366.1	19.86448	19.47124	20.49816	19.50776	19.72422	19.13772	19.36733	20.79607	20.59482	19.60871	19.33743	17.51252
WP_003519601.1	19.4264	26.59419	27.68348	28.12428	28.32949	30.7737	28.86545	27.37866	27.8358	27.24566	27.41146	27.23184
WP_003515378.1	27.56939	27.68872	27.53591	27.48494	27.59552	29.35287	27.31852	27.35501	27.26293	27.50654	27.97505	27.87071
WP_003516483.1	28.34178	28.26292	28.35443	27.94407	28.03221	28.67947	27.45631	27.73602	26.35006	27.3856	27.25401	26.59137
WP_003513863.1	19.64578	22.93298	22.64069	19.21222	19.43838	20.86963	20.1943	23.44195	23.58652	22.64623	19.0829	19.69475
WP_003516171.1	23.51519	19.68914	25.56568	21.05066	24.97962	19.33193	23.6403	24.89431	21.81479	24.56119	18.52464	19.40243
WP_003515606.1	30.74663	30.55682	30.20291	30.48804	30.70711	30.72324	30.482	30.26449	29.85142	30.57779	29.46585	30.33214
WP_003519375.1	28.83768	28.83833	28.56064	29.00221	28.90348	25.9426	28.98212	25.92093	24.03003	25.2314	26.06767	24.30434
WP_003513932.1	28.1596	27.70255	27.80006	27.56456	27.04999	27.95283	27.32569	26.90211	27.4405	28.07421	27.09975	26.97673
WP_003515597.1	26.52782	25.7934	26.82881	26.67825	27.0263	27.44425	26.92197	26.91907	26.26688	27.94494	25.07833	26.48166
WP_003515548.1	24.13639	23.80454	22.8016	23.18764	24.47603	22.4236	24.23904	24.62257	20.32683	23.75571	19.51407	23.19365
WP_003512852.1	25.30877	27.7501	28.50724	24.72897	26.25787	25.22745	25.52296	26.88992	26.76662	28.01775	27.50348	28.49316
WP_003516145.1	24.89923	24.54033	24.81221	25.12287	21.21647	25.87859	19.76976	25.89752	24.1456	23.65103	24.75974	25.89559
WP_014522610.1	16.95549	18.71209	18.72927	19.11062	18.25201	19.13735	18.8075	19.06945	18.02214	18.57188	18.32912	23.32766
WP_003512164.1	26.98778	29.42717	27.19942	20.11261	20.30922	25.31296	27.81515	23.91835	21.12569	19.96431	23.06431	26.74333
WP_003515546.1	26.53598	28.05503	27.70111	27.59512	27.43201	27.27923	27.43707	27.28907	26.48752	27.76563	27.23323	26.57234
WP_003513104.1	18.66212	20.50078	20.77455	19.97334	23.23834	19.47172	22.79477	23.6235	23.05564	24.64864	19.55109	22.4922
WP_003516491.1	27.49409	26.57467	26.73152	24.60876	24.25282	23.89641	24.59978	23.99508	18.38905	23.9284	23.44876	26.42671
WP_003519369.1	28.07038	27.79031	27.18388	27.8875	28.17347	27.27727	27.63504	27.47518	26.73389	27.34339	27.98246	28.602
WP_003511600.1	25.37078	24.36748	21.07408	25.67462	24.15421	24.77589	25.07189	23.97004	25.08201	24.51838	23.16067	24.37282
WP_003513010.1	24.60018	24.68373	24.48139	25.37782	25.64756	25.61238	25.93716	25.49192	24.94367	25.4054	26.15729	24.72004
WP_003517950.1	27.00652	27.08587	26.54402	27.11115	26.08064	26.62125	25.952	26.09792	26.28833	26.42787	26.09457	26.58799
WP_003518248.1	23.67252	22.94938	19.36891	18.97283	24.34497	24.12484	19.52621	19.8699	20.44809	24.48511	25.56605	23.75777
WP_003511680.1	28.50066	25.74811	28.52799	28.14685	28.79902	26.7106	28.15065	27.21633	25.79271	26.10378	25.59702	25.24762
