Genes	hpt_T1	hpt_T2	hpt_T3
WP_003512173.1	1.41421356237	-0.707106781187	-0.707106781187
WP_003512174.1	1.29422917093	-0.153426283164	-1.14080288777
WP_003512175.1	-0.908577739307	-0.484255145685	1.39283288499
WP_003512177.1	-0.629667197414	-0.781815577363	1.41148277478
WP_003512178.1	-0.457569150968	1.38765163173	-0.930082480766
WP_003512179.1	0.285488192066	-1.34227415783	1.05678596576
WP_003512183.1	0.0589080834431	1.19422785251	-1.25313593596
WP_003512188.1	-1.41380922988	0.677619872685	0.736189357195
WP_003512190.1	-0.645333910963	-0.767130322695	1.41246423366
WP_003512194.1	-1.37460165632	0.399459352975	0.975142303343
WP_003512197.1	1.3214345358	-0.224416825886	-1.09701770991
WP_003512200.1	0.336792535661	-1.35790376715	1.02111123149
WP_003512202.1	-0.795786548352	1.41033726132	-0.614550712964
WP_003512204.1	0.553946798454	0.849906012405	-1.40385281086
WP_003512219.1	-1.41159568798	0.780284153148	0.631311534835
WP_003512220.1	-1.41367931864	0.673178286355	0.740501032289
WP_003512222.1	1.2890480493	-1.1482762901	-0.140771759208
WP_003512224.1	-1.38823807725	0.46046056853	0.927777508724
WP_003512240.1	-0.683613429088	-0.730342766488	1.41395619558
WP_003512242.1	-1.41257712781	0.647387006229	0.765190121579
WP_003512244.1	-0.177224561716	1.30370223269	-1.12647767097
WP_003512248.1	-1.28736345534	1.15065460702	0.136708848318
WP_003512250.1	-1.12093913178	1.30721021507	-0.186271083287
WP_003512252.1	1.20997781436	0.0290184007961	-1.23899621516
WP_003512254.1	0.834078620693	0.5720181404	-1.40609676109
WP_003512257.1	-0.54761363992	-0.855391779061	1.40300541898
WP_003512259.1	0.998282209476	0.368369398185	-1.36665160766
WP_003512262.1	-1.17840526314	-0.0879389908735	1.26634425402
WP_003512264.1	-0.509613616111	1.3972692677	-0.887655651593
WP_003512265.1	-1.20269387315	-0.0429709862036	1.24566485935
WP_003512267.1	0.525096820086	-1.39974012526	0.874643305171
WP_003512274.1	-1.21042889526	1.23857565353	-0.0281467582697
WP_003512282.1	-0.537795777687	-0.863834107759	1.40162988545
WP_003512284.1	-1.30635694647	1.12229854988	0.184058396584
WP_003512286.1	-1.32084769883	1.09805499248	0.222792706348
WP_003512291.1	-0.162346124317	-1.13547512115	1.29782124546
WP_003512298.1	1.40135425608	-0.865463919744	-0.535890336339
WP_003512309.1	1.14047209015	0.153982539802	-1.29445462996
WP_003512313.1	0.686744303192	-1.41401994453	0.727275641343
WP_003512315.1	-1.41246484864	0.645344917259	0.767119931381
WP_003512317.1	-0.853112472169	-0.550249441813	1.40336191398
WP_003512336.1	0.869574631159	-1.40064443267	0.531069801511
WP_003512340.1	-1.40993182117	0.800198230429	0.609733590739
WP_003512350.1	-0.398174451959	1.37428628544	-0.97611183348
WP_003512352.1	-0.0593414348298	-1.19399547301	1.25333690784
WP_003512354.1	1.40171249364	-0.863341827328	-0.538370666316
WP_003512363.1	-0.640961703741	-0.771249916567	1.41221162031
WP_003512370.1	0.205296604748	-1.31441972391	1.10912311917
WP_003512371.1	0.440707422924	0.943404307	-1.38411172992
WP_003512380.1	-0.413693060762	-0.964325335148	1.37801839591
WP_003512382.1	-0.997854261026	-0.36895255891	1.36680681994
WP_003512384.1	0.328150472857	1.02724250052	-1.35539297338
WP_003512386.1	-0.505554702483	-0.891036808532	1.39659151101
WP_003512399.1	-1.4031472656	0.548657599392	0.854489666211
WP_003512401.1	-0.408566136866	-0.96823784134	1.37680397821
WP_003512405.1	0.390838302199	0.981625481083	-1.37246378328
WP_003512411.1	-0.839355731179	-0.566025673718	1.4053814049
WP_003512414.1	-0.447174199198	-0.938319276439	1.38549347564
WP_003512416.1	-0.965206022538	-0.412541111508	1.37774713405
WP_003512418.1	-1.37232448474	0.390283666887	0.982040817856
WP_003512420.1	0.255649358225	1.07674269311	-1.33239205134
WP_003512422.1	-0.0225744798377	-1.21330158685	1.23587606669
WP_003512427.1	1.36717477948	-0.370338540166	-0.996836239317
WP_003512440.1	-1.35849077002	0.338838098333	1.01965267169
WP_003512448.1	1.00549900601	-1.36398629488	0.358487288877
WP_003512461.1	0.27089931563	1.06661530324	-1.33751461887
WP_003512475.1	-0.191948185125	1.30938536689	-1.11743718177
WP_003512494.1	-0.916708498101	1.39094963137	-0.474241133274
WP_003512502.1	-1.21559756148	1.23369168404	-0.0180941225592
WP_003512521.1	0.134933851832	1.15169042313	-1.28662427496
WP_003512523.1	0.241908428055	1.08573971333	-1.32764814139
WP_003512565.1	0.445301179705	0.939795169964	-1.38509634967
WP_003512571.1	0.143206220282	1.14684630771	-1.29005252799
WP_003512574.1	0.832313807015	0.574014947733	-1.40632875475
WP_003512576.1	0.324266444326	-1.35424834027	1.02998189594
WP_003512577.1	-1.26541683702	0.0858627625549	1.17955407447
WP_003512581.1	-1.01410105485	1.36068937841	-0.346588323566
WP_003512582.1	-1.07395308347	-0.259872616434	1.33382569991
WP_003512583.1	-0.294769790006	-1.05046028622	1.34523007622
WP_003512584.1	-0.550813559133	-0.852623945771	1.4034375049
WP_003512586.1	-0.303899251345	1.34808253374	-1.0441832824
WP_003512590.1	-1.38858513403	0.926399210974	0.462185923052
WP_003512592.1	-0.537123035958	-0.864409855526	1.40153289148
WP_003512596.1	1.0944508321	0.228424654589	-1.32287548669
WP_003512598.1	-0.0125840803805	1.23098842325	-1.21840434287
WP_003512606.1	-0.95939937088	-0.420113981585	1.37951335247
WP_003512622.1	1.31592650295	-0.209350858499	-1.10657564445
WP_003512623.1	1.37566532532	-0.40382793641	-0.971837388911
WP_003512626.1	-1.40824022364	0.591671882017	0.816568341626
WP_003512627.1	-1.00517841538	-0.358928212294	1.36410662768
WP_003512628.1	-0.979095435819	-0.394210787379	1.3733062232
WP_003512630.1	1.40843992168	-0.593663458214	-0.814776463461
WP_003512634.1	1.38183845981	-0.951479881661	-0.430358578148
WP_003512636.1	0.680751483035	0.733138610394	-1.41389009343
WP_003512648.1	-0.414778350982	-0.963494759691	1.37827311067
WP_003512650.1	1.41344385403	-0.666319530786	-0.747124323248
WP_003512652.1	1.14702700366	0.14289894199	-1.28992594565
WP_003512659.1	-0.431682413178	-0.950451089799	1.38213350298
WP_003512660.1	-1.21223222616	-0.0246530779895	1.23688530415
WP_003512661.1	1.0714959829	-1.33507412575	0.263578142843
WP_003512674.1	-0.562383831477	-0.842548854888	1.40493268637
WP_003512676.1	-0.695046568475	-0.719098814136	1.41414538261
WP_003512678.1	0.0721858909441	-1.25924130028	1.18705540933
WP_003512682.1	-0.968933988371	1.37658536897	-0.407651380603
WP_003512683.1	-0.460592398604	-0.927672272532	1.38826467114
WP_003512684.1	-1.38921281137	0.9238787842	0.465334027166
WP_003512687.1	-1.14755439212	-0.14200153221	1.28955592433
WP_003512688.1	0.208106235228	-1.31546504018	1.10735880496
WP_003512697.1	-1.3180718229	1.10289963182	0.215172191086
WP_003512699.1	-1.04300693061	-0.30560136906	1.34860829967
WP_003512702.1	0.294368111841	1.05073520724	-1.34510331908
WP_003512704.1	0.58405605883	-1.4074467356	0.82339067677
WP_003512705.1	-1.08934362488	-0.236351778883	1.32569540376
WP_003512710.1	-1.20354572664	-0.041350968382	1.24489669503
WP_003512712.1	1.36842620411	-0.993336528759	-0.375089675347
WP_003512715.1	-1.40973853196	0.802224048299	0.607514483656
WP_003512755.1	0.960364156654	0.418859363967	-1.37922352062
WP_003512770.1	-0.836014445054	1.40583812189	-0.56982367684
WP_003512777.1	0.661118318897	-1.41323728628	0.75211896738
WP_003512781.1	0.743318824884	0.670265653688	-1.41358447857
WP_003512783.1	0.681402883711	0.732502910797	-1.41390579451
WP_003512787.1	0.179791243583	-1.30470273881	1.12491149522
WP_003512791.1	0.883667539394	0.514382084526	-1.39804962392
WP_003512794.1	-1.34934110023	0.307984108557	1.04135699167
WP_003512797.1	1.35336015101	-1.03208438926	-0.321275761754
WP_003512799.1	1.11532031982	-1.31068435484	0.195364035011
WP_003512801.1	1.25796372896	-0.0693878666058	-1.18857586236
WP_003512804.1	0.349334251959	1.01212442493	-1.36145867689
WP_003512807.1	0.889006838372	-1.39700020711	0.507993368733
WP_003512826.1	-1.11101306125	-0.202278058361	1.31329111961
WP_003512828.1	-0.72446159807	1.4140703993	-0.689608801232
WP_003512846.1	1.37709941323	-0.967293145213	-0.409806268016
WP_003512850.1	-1.32183141581	0.225517865556	1.09631355026
WP_003512852.1	-0.206586558676	-1.10831370947	1.31490026815
WP_003512860.1	-1.18457258009	1.26130860049	-0.0767360204018
WP_003512864.1	1.34536222934	-1.05017330518	-0.295188924169
WP_003512867.1	-0.731835663922	-0.682086185569	1.41392184949
WP_003512903.1	1.35562785958	-1.02667612286	-0.32895173672
WP_003512910.1	-0.323794364422	1.35410853393	-1.03031416951
WP_003512912.1	-1.18273314543	1.26282523117	-0.0800920857401
WP_003512915.1	-0.420566438172	-0.959051165644	1.37961760382
WP_003512917.1	1.34550427879	-0.295639852643	-1.04986442615
WP_003512919.1	0.0305720922115	1.20917261403	-1.23974470624
WP_003512921.1	-0.381714008188	-0.988431260905	1.37014526909
WP_003512928.1	1.25281228416	-1.19460156224	-0.058210721925
WP_003512930.1	1.34641522478	-1.04787350603	-0.298541718759
WP_003512944.1	-0.931716015967	1.38723141176	-0.455515395797
WP_003512947.1	1.17257063257	0.0984106627718	-1.27098129534
WP_003512950.1	0.106099973046	-1.27434319325	1.1682432202
WP_003512952.1	-1.13089373653	-0.169950655187	1.30084439172
WP_003512963.1	-1.39336991485	0.487185052184	0.906184862665
WP_003512965.1	-1.1563344634	1.28326861205	-0.126934148654
WP_003512967.1	-1.40263868333	0.857695628288	0.544943055042
WP_003512977.1	1.09942655093	0.220641152264	-1.3200677032
WP_003512981.1	0.811984389036	-1.40874391552	0.596759526484
WP_003512983.1	1.06203087394	-1.33976003021	0.277729156279
WP_003512988.1	1.39607634764	-0.893558310041	-0.502518037601
WP_003513001.1	0.811923550615	-1.40875044246	0.596826891844
WP_003513007.1	-0.179530636589	-1.12507070475	1.30460134134
WP_003513010.1	-1.38540535115	0.938647811225	0.446757539927
WP_003513015.1	-0.972812144792	-0.402541281619	1.37535342641
WP_003513023.1	-1.14108148951	-0.152957545307	1.29403903482
WP_003513025.1	-1.40886403902	0.810858471429	0.598005567591
WP_003513026.1	-1.26891103546	1.17519444556	0.0937165898934
WP_003513028.1	1.30536158312	-0.181487250661	-1.12387433246
WP_003513046.1	-1.35106240423	0.313629578871	1.03743282536
WP_003513047.1	1.41121297295	-0.625866542082	-0.785346430868
WP_003513065.1	-0.988076317186	-0.382191773309	1.3702680905
WP_003513072.1	0.831078858758	-1.40648894772	0.575410088959
WP_003513078.1	-1.062012661	1.3397688611	-0.277756200098
WP_003513085.1	-1.38252384652	0.949081356871	0.433442489652
WP_003513089.1	-1.35021793302	1.03936663631	0.310851296707
WP_003513095.1	-1.40560461831	0.837734672714	0.567869945598
WP_003513096.1	-1.39297137839	0.907963948671	0.485007429724
WP_003513101.1	-1.41303903074	0.756424657476	0.656614373262
WP_003513117.1	0.769882827706	0.64241457299	-1.4122974007
WP_003513126.1	-1.36658932052	0.998453702297	0.368135618224
WP_003513128.1	-0.596457649007	1.40871462122	-0.812256972212
WP_003513130.1	-1.3705143342	0.383151482249	0.987362851949
WP_003513132.1	-1.39716120717	0.508961456623	0.888199750542
WP_003513133.1	1.34057053975	-0.280217364281	-1.06035317547
WP_003513139.1	0.974665323288	0.400090929819	-1.37475625311
WP_003513141.1	0.947988727993	0.434844471386	-1.38283319938
WP_003513162.1	0.322878542189	-1.35383689154	1.03095834935
WP_003513166.1	-1.28758062871	0.137231242362	1.15034938635
WP_003513175.1	0.90084038976	0.493701060115	-1.39454144987
WP_003513182.1	-1.06069947766	-0.279704249235	1.34040372689
WP_003513185.1	-0.683869027625	-0.730092708226	1.41396173585
WP_003513187.1	-1.35249440489	0.318379680084	1.0341147248
WP_003513190.1	-1.41029704961	0.796234604377	0.614062445236
WP_003513195.1	0.639023618597	0.773070732735	-1.41209435133
WP_003513200.1	0.212219920153	1.10476659396	-1.31698651411
WP_003513203.1	0.192559686627	-1.30961845035	1.11705876372
WP_003513207.1	-0.105527918454	1.27409433788	-1.16856641943
WP_003513209.1	-0.920285716923	-0.469806414037	1.39009213096
WP_003513219.1	0.796392752723	-1.41028280427	0.613890051547
WP_003513220.1	1.39527670218	-0.497883017565	-0.897393684612
WP_003513222.1	1.17237674794	0.0987565659182	-1.27113331385
WP_003513231.1	-1.4140916181	0.690962534537	0.72312908356
WP_003513238.1	-1.34302495397	0.287829040062	1.0551959139
WP_003513250.1	0.853757416057	0.549504262888	-1.40326167894
WP_003513251.1	-0.129196355029	-1.15502521779	1.28422157282
WP_003513253.1	0.901353926787	-1.39443054564	0.493076618851
WP_003513261.1	1.31594149581	-1.10655015526	-0.209391340547
WP_003513265.1	1.33225051106	-0.255234233684	-1.07701627738
WP_003513279.1	-0.274226580751	-1.06438570538	1.33861228613
WP_003513282.1	-0.956396045849	-0.42401035246	1.38040639831
WP_003513296.1	1.08364118522	0.245130064207	-1.32877124943
WP_003513301.1	1.33762455043	-0.271231564449	-1.06639298598
WP_003513303.1	-1.2715041157	0.0996009944265	1.17190312128
WP_003513304.1	-1.30047418895	0.169014523413	1.13145966554
WP_003513306.1	0.508696856347	0.888420416019	-1.39711727237
WP_003513308.1	1.37414462815	-0.976545811476	-0.397598816672
WP_003513331.1	-1.29154587785	1.14470372977	0.146842148079
WP_003513333.1	-1.09641476537	-0.225359677562	1.32177444294
WP_003513335.1	1.30552032972	-0.181896594907	-1.12362373482
WP_003513337.1	0.647796542256	0.764802665714	-1.41259920797
WP_003513339.1	0.233843787959	-1.3248075724	1.09096378444
WP_003513352.1	0.198688581389	1.11325297787	-1.31194155925
WP_003513356.1	1.41264578132	-0.76397635884	-0.648669422478
WP_003513361.1	-0.915259050379	-0.476032968983	1.39129201936
WP_003513362.1	-1.39824712088	0.515605872699	0.882641248181
WP_003513364.1	0.937214933812	0.448573608934	-1.38578854275
WP_003513366.1	0.890544828983	0.506146226633	-1.39669105562
WP_003513368.1	-0.705518336272	-0.708694037563	1.41421237383
WP_003513369.1	-1.27998925904	1.1607830919	0.119206167139
WP_003513371.1	1.39184831791	-0.912877368071	-0.47897094984
WP_003513372.1	-0.348471001806	-1.01274637372	1.36121737552
WP_003513385.1	1.41366218049	-0.672634166703	-0.741028013792
WP_003513387.1	0.0364698384355	1.20610264174	-1.24257248017
WP_003513388.1	-0.643186037359	-0.769156169269	1.41234220663
WP_003513389.1	-0.247043822218	1.32943526307	-1.08239144085
WP_003513399.1	0.205681840896	-1.31456334545	1.10888150455
WP_003513400.1	0.117865087238	-1.2794164091	1.16155132187
WP_003513402.1	1.18829544839	-1.25820001543	0.0699045670391
WP_003513404.1	1.41390954571	-0.681560927097	-0.732348618618
WP_003513413.1	0.105269524685	-1.27398186509	1.1687123404
WP_003513418.1	0.266228254021	-1.33596153528	1.06973328125
WP_003513419.1	1.36514757088	-1.0023847957	-0.362762775187
WP_003513420.1	-0.978690184503	1.37344019012	-0.394750005613
WP_003513421.1	-1.22933130578	0.00922498241505	1.22010632337
WP_003513422.1	-1.29773291031	1.1356076288	0.162125281509
WP_003513423.1	-1.37308371755	0.979766735707	0.393316981842
WP_003513424.1	1.04957605577	0.296060665454	-1.34563672123
WP_003513428.1	-0.398145633708	-0.976133565349	1.37427919906
WP_003513430.1	-1.3553355352	1.02738077889	0.327954756316
WP_003513436.1	1.20991821715	0.029133495748	-1.2390517129
WP_003513438.1	-0.487303620914	1.39339151395	-0.906087893034
WP_003513449.1	-1.21405049283	1.23516619449	-0.0211157016634
WP_003513451.1	0.304373301696	1.04385585254	-1.34822915424
WP_003513452.1	0.90946469803	-1.39263184911	0.48316715108
WP_003513487.1	1.4113090102	-0.627199688124	-0.784109322071
WP_003513490.1	-1.3501405665	0.310597598365	1.03954296813
WP_003513493.1	0.199366682439	1.11283045023	-1.31219713267
WP_003513498.1	0.839993350691	0.565299411167	-1.40529276186
WP_003513509.1	-0.696576574879	-0.717584972614	1.41416154749
WP_003513513.1	0.029872647445	-1.23940793168	1.20953528424
WP_003513515.1	-0.805216353605	-0.604228437508	1.40944479111
WP_003513521.1	1.39251048143	-0.482512593303	-0.90999788813
WP_003513523.1	0.652636131153	-1.41284904085	0.7602129097
WP_003513527.1	1.38805138791	-0.928514517536	-0.459536870377
WP_003513529.1	-1.40927846295	0.80686770308	0.602410759866
WP_003513533.1	1.41386884039	-0.679894142343	-0.733974698049
WP_003513534.1	-0.607269482529	-0.802447458074	1.4097169406
WP_003513535.1	1.29516898586	-1.13942082094	-0.155748164926
WP_003513536.1	-1.00040586119	-0.36547084438	1.36587670557
WP_003513547.1	0.183998469269	1.1223353249	-1.30633379417
WP_003513548.1	1.36541537687	-0.363755283759	-1.00166009311
WP_003513564.1	1.03800912804	-1.35081150531	0.312802377277
WP_003513565.1	1.29832603343	-0.163609586927	-1.13471644651
WP_003513566.1	-1.1855377631	1.26050772212	-0.074969959018
WP_003513572.1	1.06595775649	0.271881697285	-1.33783945377
WP_003513575.1	-0.343102308998	1.35970543916	-1.01660313017
WP_003513578.1	0.725926714655	0.688118372945	-1.4140450876
WP_003513581.1	-0.861897078134	1.40195320951	-0.540056131379
WP_003513583.1	0.322673048334	1.03110281513	-1.35377586347
WP_003513585.1	0.810644679617	-1.40888668879	0.598242009178
WP_003513587.1	1.11553289754	-1.31055444408	0.195021546545
WP_003513588.1	-1.27830885696	0.115279586873	1.16302927008
WP_003513590.1	-1.41016413305	0.797698687022	0.612465446029
WP_003513592.1	1.40832899528	-0.592553204381	-0.815775790902
WP_003513594.1	1.15851900589	0.123147277171	-1.28166628306
WP_003513600.1	0.926911558071	-1.38845643992	0.461544881849
WP_003513604.1	1.2570334788	-1.18967636454	-0.0673571142551
WP_003513605.1	0.727038911838	-1.41402448471	0.686985572868
WP_003513610.1	1.32283694769	-0.228317091513	-1.09451985617
WP_003513611.1	0.932420925441	0.454627966837	-1.38704889228
WP_003513613.1	1.17061137157	0.101900078572	-1.27251145014
WP_003513615.1	-0.966173669205	-0.411274015783	1.37744768499
WP_003513619.1	-0.00519174570471	1.2273324912	-1.2221407455
WP_003513620.1	-1.01614924586	1.35988477349	-0.343735527627
WP_003513622.1	0.428048468514	-1.38132063254	0.95327216403
WP_003513624.1	1.01972161396	0.338741498291	-1.35846311225
WP_003513630.1	-0.916276504533	-0.474775476559	1.39105198109
WP_003513635.1	1.02075044815	-1.35804933124	0.337298883087
WP_003513639.1	-0.347836371765	-1.01320328804	1.36103965981
WP_003513649.1	-1.35429803096	1.02986367707	0.324434353887
WP_003513674.1	1.05925964769	-1.34109562663	0.281835978942
WP_003513680.1	-1.40018385836	0.528005113591	0.872178744766
WP_003513683.1	-0.477770528964	1.39162178739	-0.913851258423
WP_003513685.1	1.39176281978	-0.478517222153	-0.913245597626
WP_003513691.1	1.14404707808	-1.29200076948	0.147953691396
WP_003513693.1	0.97689324397	0.397137757063	-1.37403100103
WP_003513713.1	0.844897810274	0.559697096049	-1.40459490632
WP_003513744.1	-1.39729984808	0.509798525003	0.887501323077
WP_003513756.1	1.10242103749	0.215927599239	-1.31834863673
WP_003513758.1	-0.321348845639	1.35338192659	-1.03203308095
WP_003513763.1	-1.18397045496	-0.0778359959334	1.26180645089
