ProteinID	GO
WP_003514554.1	GO:0046434,GO:0019222,GO:0006139,GO:0009166,GO:0009167,GO:0009164,GO:0044281,GO:0009161,GO:0009128,GO:0046130,GO:1901363,GO:1901360,GO:0009169,GO:0051716,GO:0010605,GO:0006302,GO:0016020,GO:0000166,GO:0009199,GO:0048519,GO:0046483,GO:0006268,GO:0009207,GO:0032392,GO:0009205,GO:0060542,GO:0051053,GO:0051052,GO:0006281,GO:0060255,GO:0019439,GO:0004386,GO:0046128,GO:0042454,GO:0043234,GO:0016818,GO:0045910,GO:1901564,GO:1901565,GO:0000018,GO:0006163,GO:0070035,GO:0033554,GO:0004519,GO:0019637,GO:0043138,GO:0071103,GO:0009892,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0016817,GO:0006807,GO:0003674,GO:0005488,GO:0016887,GO:0003677,GO:0003678,GO:0006195,GO:0050789,GO:1901265,GO:1901575,GO:0044260,GO:0042623,GO:0006200,GO:0065007,GO:0043140,GO:0017076,GO:1901361,GO:0005524,GO:0016787,GO:0009158,GO:0009154,GO:0044710,GO:0050794,GO:0009261,GO:0003824,GO:0006950,GO:0008150,GO:0008152,GO:0034655,GO:0009150,GO:0008094,GO:0044270,GO:0097159,GO:0050896,GO:0016462,GO:1901292,GO:0032558,GO:0032554,GO:0006753,GO:0032552,GO:0033202,GO:0000287,GO:0008026,GO:0009314,GO:0044248,GO:0034641,GO:0009411,GO:0009416,GO:0009650,GO:0009123,GO:0044424,GO:0009126,GO:0009259,GO:0044699,GO:0009125,GO:0005737,GO:0043169,GO:0009116,GO:0042278,GO:0043167,GO:0032564,GO:0044763,GO:0009628,GO:0032508,GO:0009987,GO:0006725,GO:0030312,GO:0006974,GO:0055086,GO:0046872,GO:0030554,GO:1901136,GO:1901135,GO:0044464,GO:0046700,GO:0043170,GO:0031324,GO:0031323,GO:0060543,GO:0090304,GO:0090305,GO:0071944,GO:0019693,GO:0072521,GO:0009203,GO:0072523,GO:0005623,GO:0005618,GO:0016539,GO:0071704,GO:0046034,GO:0006152,GO:0005622,GO:0045934,GO:0019219,GO:0004003,GO:0080090,GO:0017111,GO:0036094,GO:0009117,GO:0051171,GO:0051172,GO:0005886,GO:0009119,GO:0009056,GO:0040007,GO:0044238,GO:0032991,GO:0044237,GO:0043168,GO:0005575,GO:1901657,GO:0006796,GO:0048523,GO:0006793,GO:0006259,GO:1901658
WP_003514559.1	GO:0016021,GO:0006508,GO:0008233,GO:0005524
WP_003514562.1	GO:0016020,GO:0030246,GO:0005164,GO:0000272,GO:0004553,GO:0006955
WP_003514572.1	GO:0005737,GO:0006427,GO:0004812,GO:0044464,GO:0005623,GO:0005622,GO:0005575,GO:0016757,GO:0044424,GO:0000105,GO:0005524
WP_003514573.1	GO:0019752,GO:0044249,GO:0034641,GO:0003879,GO:0003674,GO:0005623,GO:0044283,GO:0000105,GO:1901362,GO:1901360,GO:0005737,GO:1901576,GO:0044710,GO:0044711,GO:0006547,GO:0006520,GO:0071704,GO:0016740,GO:0016763,GO:1901605,GO:0005524,GO:0018130,GO:0008652,GO:0009987,GO:0006725,GO:0003824,GO:0009058,GO:0008150,GO:0008152,GO:0043436,GO:0046483,GO:0044238,GO:1901564,GO:0006082,GO:1901566,GO:0046394,GO:0044464,GO:0016053,GO:0044237,GO:0005622,GO:0005575,GO:0052803,GO:0006807,GO:1901607,GO:0016757,GO:0044424,GO:0019438,GO:0044281
WP_003514575.1	GO:0004399,GO:0040007,GO:0005618,GO:0051287,GO:0005829,GO:0044464,GO:0005623,GO:0030312,GO:0005575,GO:0071944,GO:0008150,GO:0008270,GO:0008152,GO:0000105,GO:0055114,GO:0016491
WP_003514577.1	GO:0016791,GO:0016311,GO:0019752,GO:0042578,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0044283,GO:0000105,GO:1901362,GO:1901360,GO:0005737,GO:1901576,GO:0044710,GO:0044711,GO:0004424,GO:0040007,GO:0006547,GO:0006520,GO:0006796,GO:0004401,GO:0071704,GO:1901605,GO:1901607,GO:0018130,GO:0016787,GO:0008652,GO:0009987,GO:0006725,GO:0016788,GO:0003824,GO:0009058,GO:0008150,GO:0008152,GO:0043436,GO:0046483,GO:0044238,GO:1901564,GO:0006082,GO:1901566,GO:0046394,GO:0016835,GO:0016836,GO:0044464,GO:0016053,GO:0044237,GO:0005622,GO:0005575,GO:0052803,GO:0006793,GO:0044424,GO:0019438,GO:0016829,GO:0044281
WP_003514578.1	GO:0006189,GO:0009260,GO:0016881,GO:0044249,GO:0034641,GO:0009165,GO:0003674,GO:0019693,GO:0072521,GO:0072522,GO:1901362,GO:0009259,GO:1901360,GO:0005737,GO:0006139,GO:0044710,GO:0040007,GO:0016874,GO:0004639,GO:0071704,GO:0005524,GO:0018130,GO:0006793,GO:1901576,GO:0009987,GO:0006725,GO:0009152,GO:0009150,GO:0016879,GO:0009058,GO:0008150,GO:0008152,GO:0019438,GO:0034654,GO:0044271,GO:0090407,GO:0055086,GO:0046483,GO:0044238,GO:1901564,GO:1901566,GO:0003824,GO:1901137,GO:0004642,GO:0046390,GO:0044237,GO:0006163,GO:0006796,GO:0006807,GO:1901293,GO:0006164,GO:0019637,GO:0009117,GO:0006753,GO:1901135,GO:0044281
WP_003514580.1	GO:0006520,GO:0019752,GO:0016053,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0006082,GO:0044283,GO:0000105,GO:1901362,GO:0044699,GO:0016860,GO:0005737,GO:1901576,GO:0044710,GO:0044711,GO:0005623,GO:0006547,GO:0000162,GO:0071704,GO:0016861,GO:1901605,GO:1901607,GO:0018130,GO:0008652,GO:0009987,GO:0006725,GO:0051716,GO:0006974,GO:0003824,GO:0006950,GO:0003949,GO:0008150,GO:0008152,GO:0019438,GO:0043436,GO:0046483,GO:0044238,GO:1901564,GO:0016853,GO:1901566,GO:0046394,GO:0050896,GO:0044464,GO:0009058,GO:0044237,GO:0005622,GO:0005575,GO:0052803,GO:0033554,GO:0044424,GO:0044763,GO:1901360,GO:0044281
WP_003514581.1	GO:0019752,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0006082,GO:0044283,GO:0000107,GO:0000105,GO:1901362,GO:1901360,GO:0005737,GO:1901576,GO:0044710,GO:0044711,GO:0005623,GO:0016829,GO:0006520,GO:0044444,GO:0071704,GO:0016740,GO:0009382,GO:0016763,GO:1901605,GO:1901607,GO:0018130,GO:0008652,GO:0009987,GO:0006725,GO:0003824,GO:0009058,GO:0008150,GO:0008152,GO:0043436,GO:0032991,GO:0046483,GO:0043234,GO:0044238,GO:1901564,GO:0016853,GO:1901566,GO:0046394,GO:0044464,GO:0016053,GO:0044237,GO:0005622,GO:0005575,GO:0052803,GO:0016757,GO:0044424,GO:0019438,GO:0006547,GO:0044281
WP_003514582.1	GO:0019752,GO:0016053,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0044237,GO:0044283,GO:0000105,GO:1901362,GO:1901360,GO:0005737,GO:1901576,GO:0044710,GO:0044711,GO:0005623,GO:0006547,GO:0006520,GO:0071704,GO:0019238,GO:0004635,GO:0005524,GO:0004636,GO:0016787,GO:0008652,GO:0009987,GO:0006725,GO:0003824,GO:0009058,GO:0008150,GO:0008152,GO:0043436,GO:0046483,GO:0044238,GO:0016818,GO:1901564,GO:0006082,GO:1901566,GO:0046394,GO:1901605,GO:0016810,GO:0044464,GO:0016817,GO:0016814,GO:0005622,GO:0005575,GO:0016462,GO:0052803,GO:1901607,GO:0044424,GO:0019438,GO:0018130,GO:0044281
WP_003514587.1	GO:0022607,GO:0006457,GO:0019067,GO:0019068,GO:0048610,GO:0003674,GO:0005488,GO:0005622,GO:0071840,GO:0016043,GO:0005737,GO:0044267,GO:0000003,GO:0044260,GO:0051087,GO:0051082,GO:0044419,GO:0071704,GO:0019058,GO:0046872,GO:0005524,GO:0005515,GO:0009628,GO:0009987,GO:0005623,GO:0006950,GO:0044764,GO:0008150,GO:0008152,GO:0009266,GO:0009408,GO:0051704,GO:0044238,GO:0019538,GO:0005829,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0044444,GO:0044085,GO:0016032,GO:0044424,GO:0044403,GO:0050896
WP_003514589.1	GO:0046434,GO:0031975,GO:0009166,GO:0009167,GO:0009164,GO:0044281,GO:0009161,GO:0046130,GO:1901363,GO:0071840,GO:0009169,GO:0044710,GO:0000003,GO:0016020,GO:0000166,GO:0044419,GO:0009199,GO:0019058,GO:0046483,GO:0009207,GO:0009205,GO:0009203,GO:0046034,GO:0051701,GO:0046128,GO:0042454,GO:0016818,GO:1901564,GO:1901565,GO:0019538,GO:0005829,GO:0034641,GO:0006163,GO:0019439,GO:0044462,GO:0022607,GO:0006457,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0016817,GO:0006807,GO:0003674,GO:0005488,GO:0016887,GO:0006195,GO:1901265,GO:0044267,GO:1901575,GO:0044260,GO:0006200,GO:1901360,GO:0032549,GO:0017076,GO:1901361,GO:0005524,GO:0016787,GO:0009158,GO:0009154,GO:0009150,GO:0009261,GO:0003824,GO:0006950,GO:0008150,GO:0008152,GO:0009266,GO:0034655,GO:0046700,GO:0044270,GO:0036293,GO:0050896,GO:0016462,GO:0044444,GO:0032559,GO:0032555,GO:0009117,GO:0006753,GO:0032550,GO:0032553,GO:0019067,GO:0035639,GO:0019068,GO:0044248,GO:0009128,GO:0009123,GO:0044424,GO:0001666,GO:0009126,GO:0009259,GO:0016043,GO:0005737,GO:0006139,GO:0009279,GO:0051085,GO:0042278,GO:0051082,GO:0043167,GO:0022610,GO:0009628,GO:0009987,GO:0006725,GO:0030313,GO:0030312,GO:0009408,GO:0055086,GO:0030554,GO:1901136,GO:1901135,GO:0044464,GO:0019867,GO:0005623,GO:0043170,GO:0005515,GO:0097159,GO:0051825,GO:0048610,GO:0071944,GO:0019693,GO:0072521,GO:0072523,GO:0001883,GO:0001882,GO:0009125,GO:0019637,GO:0040007,GO:0005618,GO:0071704,GO:0006152,GO:1901292,GO:0051704,GO:0005622,GO:0101031,GO:0017111,GO:0036094,GO:0044764,GO:0042026,GO:0009116,GO:0005886,GO:0009119,GO:0009056,GO:0070482,GO:0044238,GO:0044237,GO:0043168,GO:0005575,GO:1901657,GO:0006796,GO:0044085,GO:0016032,GO:0006793,GO:0044403,GO:0044406,GO:1901658
WP_003514597.1	GO:0035438
WP_003514601.1	GO:0016021,GO:0005975,GO:0008061,GO:0016798
WP_003514606.1	GO:0019219,GO:0032774,GO:0019222,GO:0031326,GO:0031323,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0005488,GO:0034645,GO:0003677,GO:0006725,GO:0005622,GO:1901362,GO:0050789,GO:1901360,GO:0080090,GO:0005737,GO:0006139,GO:0070063,GO:0005623,GO:0044260,GO:2000112,GO:0001098,GO:0071704,GO:0010467,GO:0065007,GO:0010468,GO:0018130,GO:1901576,GO:0060255,GO:0032784,GO:0009987,GO:0009889,GO:0006354,GO:0050794,GO:0009058,GO:0009059,GO:0008150,GO:0051171,GO:0008152,GO:2001141,GO:0034654,GO:0001108,GO:0046483,GO:0016070,GO:0044238,GO:0044271,GO:0051252,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0006355,GO:0010556,GO:0006351,GO:0005515,GO:0044424,GO:0019438,GO:0003746,GO:0006414
WP_003514607.1	GO:0006355,GO:0045893,GO:0043856,GO:0045152
WP_003514612.1	GO:0003700,GO:0016987,GO:0006355,GO:2000142,GO:0006352,GO:0003677
WP_003514614.1	GO:0016310,GO:0016301,
WP_003514618.1	GO:0022626,GO:0015935,GO:0044249,GO:0043229,GO:0043228,GO:0003674,GO:0005623,GO:0034645,GO:0005198,GO:0043226,GO:0022627,GO:0005737,GO:0044267,GO:0000049,GO:0040007,GO:0044260,GO:0005618,GO:0016020,GO:0030529,GO:0003735,GO:0071704,GO:0010467,GO:0044445,GO:0005575,GO:0005622,GO:1901576,GO:0009987,GO:0030312,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044391,GO:0044238,GO:0032991,GO:0005840,GO:0043232,GO:0019538,GO:0005829,GO:0044464,GO:0044237,GO:0043170,GO:0044446,GO:0044444,GO:0071944,GO:0003723,GO:0044424,GO:0006412,GO:0044422
WP_003514621.1	GO:0019219,GO:0009893,GO:0019222,GO:0031325,GO:0005886,GO:0031323,GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0043170,GO:0050789,GO:0080090,GO:0005737,GO:0044267,GO:0010604,GO:0044260,GO:0010468,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:0065007,GO:0048518,GO:2000234,GO:2000232,GO:0090069,GO:0005622,GO:0045935,GO:1901576,GO:0060255,GO:0009987,GO:0050794,GO:0009058,GO:0009059,GO:0008150,GO:0051171,GO:0008152,GO:0051173,GO:0040007,GO:0044238,GO:0005840,GO:0019538,GO:0005829,GO:0051252,GO:0044464,GO:0051254,GO:0044237,GO:0019843,GO:0005575,GO:0044087,GO:0044444,GO:0044424,GO:0006412,GO:0048522
WP_003514623.1	GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0019843,GO:0005737,GO:0044267,GO:0040007,GO:0044260,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:0005622,GO:1901576,GO:0009987,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0005840,GO:0019538,GO:0005829,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0044444,GO:0044424,GO:0006412
WP_003514625.1	GO:0044249,GO:0003674,GO:0034645,GO:0005622,GO:0044267,GO:0044260,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0044238,GO:0005840,GO:0019538,GO:0044237,GO:0043170,GO:0019843,GO:0006412
WP_003514630.1	GO:0015935,GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0019843,GO:0044267,GO:0040007,GO:0044260,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0009507,GO:0044238,GO:0005840,GO:0019538,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0003723,GO:0006412
WP_003514635.1	GO:0022626,GO:0015935,GO:0044249,GO:0043229,GO:0043228,GO:0003674,GO:0005623,GO:0003676,GO:0019843,GO:0043226,GO:0022627,GO:0005737,GO:0044267,GO:0040007,GO:0044260,GO:0005618,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:0044445,GO:0005575,GO:0005622,GO:0030529,GO:1901576,GO:0009987,GO:0030312,GO:0034645,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044391,GO:0044238,GO:0032991,GO:0005840,GO:0043232,GO:0019538,GO:0005829,GO:0044464,GO:0009058,GO:0044237,GO:0043170,GO:0044446,GO:0044444,GO:0071944,GO:0003723,GO:0044424,GO:0006412,GO:0044422,GO:0003729
WP_003514637.1	GO:1990904,GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0005622,GO:0044267,GO:0000049,GO:0040007,GO:0044260,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0005840,GO:0019538,GO:0005829,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0019843,GO:0006412
WP_003514639.1	GO:0005840,GO:0005622,GO:0003735,GO:0008150,GO:0006412,GO:0040007
WP_003514641.1	GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0005622,GO:0044267,GO:0040007,GO:0044260,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0009507,GO:0044238,GO:0005840,GO:0019538,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0019843,GO:0006412
WP_003514643.1	GO:0015934,GO:0034645,GO:0022625,GO:1901363,GO:0005623,GO:0044249,GO:0043229,GO:0043228,GO:0003674,GO:0005488,GO:0003676,GO:0022626,GO:0043170,GO:0043226,GO:0005737,GO:0044267,GO:0040007,GO:0044260,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:0044445,GO:0005575,GO:0070180,GO:0005622,GO:0030529,GO:1901576,GO:0009987,GO:0044391,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0032991,GO:0005840,GO:0043232,GO:0019538,GO:0097159,GO:0005829,GO:0044464,GO:0044237,GO:0019843,GO:0044446,GO:0044444,GO:0071944,GO:0003723,GO:0044424,GO:0006412,GO:0044422
WP_003514645.1	GO:1990904,GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0019843,GO:0009295,GO:0005737,GO:0044267,GO:0040007,GO:0044260,GO:0005618,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:0005622,GO:1901576,GO:0009987,GO:0030312,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0044238,GO:0005840,GO:0019538,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0044424,GO:0006412
WP_003514647.1	GO:1990904,GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0005622,GO:0071840,GO:0000027,GO:0044267,GO:0000049,GO:0040007,GO:0044260,GO:0016020,GO:0042254,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:0022613,GO:1901576,GO:0009987,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0005840,GO:0019538,GO:0005829,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0044085,GO:0019843,GO:0006412
WP_003514649.1	GO:0044249,GO:0003674,GO:0008270,GO:0034645,GO:0005622,GO:0044267,GO:0044260,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0044238,GO:0005840,GO:0019538,GO:0044237,GO:0043170,GO:0019843,GO:0006412
WP_003514651.1	GO:0022626,GO:0022627,GO:0044249,GO:0043229,GO:0043228,GO:0003674,GO:0005623,GO:0034645,GO:0005622,GO:0043226,GO:0015935,GO:0005737,GO:0044267,GO:0009536,GO:0040007,GO:0044260,GO:0030529,GO:0003735,GO:0071704,GO:0010467,GO:0005575,GO:0005198,GO:1901576,GO:0009987,GO:0044391,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0044238,GO:0032991,GO:0005840,GO:0043232,GO:0019538,GO:0005829,GO:0044464,GO:0044237,GO:0043170,GO:0044446,GO:0044444,GO:0044445,GO:0019843,GO:0044424,GO:0006412,GO:0044422
WP_003514653.1	GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0019843,GO:0044267,GO:0040007,GO:0044260,GO:0005618,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:0005622,GO:1901576,GO:0009987,GO:0030312,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0005840,GO:0019538,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0006412
WP_003514654.1	GO:0044249,GO:0003674,GO:0034645,GO:0005622,GO:0044267,GO:0040007,GO:0044260,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0044238,GO:0005840,GO:0019538,GO:0044237,GO:0043170,GO:0019843,GO:0006412
WP_003514656.1	GO:0015935,GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0019843,GO:0005737,GO:0044267,GO:0040007,GO:0044260,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:0005622,GO:1901576,GO:0009987,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0005840,GO:0019538,GO:0005829,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0044444,GO:0003723,GO:0044424,GO:0006412
WP_003514658.1	GO:0003735,GO:0015934,GO:0006412
WP_003514660.1	GO:0015934,GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0043170,GO:0044267,GO:0044260,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0019538,GO:0044464,GO:0044237,GO:0019843,GO:0005575,GO:0006412
WP_003514662.1	GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0006605,GO:0005575,GO:0065002,GO:0071944,GO:0005886,GO:0015031,GO:0043952
WP_003514667.1	GO:0005737,GO:0004177,GO:0044464,GO:0070084,GO:0005623,GO:0005622,GO:0005575,GO:0070006,GO:0044424,GO:0006508,GO:0046872,GO:0008235
WP_003514670.1	GO:0034645,GO:0005623,GO:0044249,GO:0071944,GO:0003674,GO:0005488,GO:0003676,GO:0019843,GO:1901363,GO:0005737,GO:0044267,GO:0040007,GO:0044260,GO:0005618,GO:0016020,GO:0071704,GO:0010467,GO:0043022,GO:0009987,GO:1901576,GO:0008135,GO:0030312,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0005622,GO:0019538,GO:0097159,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0003723,GO:0044424,GO:0006413,GO:0006412,GO:0003743
WP_003514672.1	GO:0044249,GO:0003674,GO:0034645,GO:0005622,GO:0044267,GO:0044260,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0009507,GO:0044238,GO:0005840,GO:0019538,GO:0044237,GO:0043170,GO:0006412
WP_003514673.1	GO:0022626,GO:0015935,GO:0044249,GO:0043229,GO:0043228,GO:0003674,GO:0005623,GO:0003676,GO:0003677,GO:0043170,GO:0043226,GO:0071840,GO:0022627,GO:0005737,GO:0044267,GO:0000049,GO:0044260,GO:0016020,GO:0042254,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:0044085,GO:0006260,GO:0005575,GO:0022613,GO:0005524,GO:0030529,GO:1901576,GO:0009987,GO:0071944,GO:0044391,GO:0034645,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0032991,GO:0005840,GO:0043232,GO:0019538,GO:0005829,GO:0044464,GO:0009058,GO:0044237,GO:0005622,GO:0044446,GO:0044444,GO:0044445,GO:0003723,GO:0019843,GO:0044424,GO:0006412,GO:0044422
WP_003514675.1	GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0005622,GO:0044267,GO:0040007,GO:0044260,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:1901576,GO:0009987,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0044238,GO:0005840,GO:0019538,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0019843,GO:0006412
WP_003514677.1	GO:0080090,GO:0019222,GO:1901363,GO:0010605,GO:0010608,GO:0016020,GO:0048519,GO:0060255,GO:0006446,GO:0045182,GO:2001141,GO:0090079,GO:0019538,GO:0005829,GO:0044424,GO:0009892,GO:0009890,GO:0003674,GO:0005488,GO:0003676,GO:0005622,GO:0050789,GO:1901576,GO:0044260,GO:0000900,GO:0065007,GO:0030371,GO:0017148,GO:0009889,GO:0050794,GO:0008150,GO:0008152,GO:0031564,GO:0097159,GO:0006355,GO:0044444,GO:0010556,GO:0010558,GO:0015935,GO:0051128,GO:0044249,GO:0034645,GO:0043244,GO:0048027,GO:0031554,GO:0031555,GO:0005737,GO:0051248,GO:0051246,GO:0009987,GO:0030312,GO:0032269,GO:0032268,GO:0051252,GO:0044464,GO:0005623,GO:0043170,GO:0003723,GO:0045947,GO:0003729,GO:0031327,GO:0031326,GO:0031324,GO:0031323,GO:0071944,GO:0040007,GO:0005618,GO:2000112,GO:2000113,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:0010468,GO:0044267,GO:0019219,GO:0009058,GO:0009059,GO:0051171,GO:0005886,GO:0044238,GO:0044237,GO:0019843,GO:0005575,GO:0006417,GO:0006412,GO:0048523
WP_003514679.1	GO:0032774,GO:0003899,GO:0034062,GO:0090304,GO:0044249,GO:0034641,GO:0006807,GO:0003674,GO:0005623,GO:0003677,GO:0005622,GO:1901362,GO:1901360,GO:0005737,GO:0006139,GO:0040007,GO:0044260,GO:0005618,GO:0016020,GO:0071704,GO:0016740,GO:0018130,GO:1901576,GO:0009987,GO:0006725,GO:0030312,GO:0003824,GO:0009058,GO:0009059,GO:0008150,GO:0008152,GO:0005886,GO:0034654,GO:0046483,GO:0016070,GO:0044238,GO:0016779,GO:0044271,GO:0016772,GO:0005829,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0044444,GO:0071944,GO:0006351,GO:0044424,GO:0019438,GO:0046983
WP_003514681.1	GO:0004176,GO:0004252,GO:0044249,GO:0071944,GO:0003674,GO:0005623,GO:0034645,GO:0005622,GO:0044267,GO:0044260,GO:0005618,GO:0016020,GO:0005198,GO:0003735,GO:0071704,GO:0010467,GO:0006508,GO:0005524,GO:1901576,GO:0009987,GO:0030312,GO:0009058,GO:0009059,GO:0008150,GO:0030163,GO:0008152,GO:0005886,GO:0044238,GO:0005840,GO:0019538,GO:0044464,GO:0044237,GO:0043170,GO:0005575,GO:0006412
WP_003514690.1	GO:0005737,GO:0046031,GO:0016310,GO:0016052,GO:0004340,GO:0051156,GO:0046034,GO:0006091,GO:0006090,GO:0006096,GO:0055114,GO:0016491
WP_003514691.1	GO:0106029,GO:0031119,GO:0016829,GO:0009982,GO:0009451,GO:0003723,GO:0001522
WP_003514694.1	GO:0016020,GO:0016772,GO:0044464,GO:0019752,GO:0005623,GO:0044249,GO:0019288,GO:0046490,GO:0003674,GO:0005488,GO:0001884,GO:0006090,GO:1901363,GO:1901265,GO:0001882,GO:0043168,GO:0043169,GO:0044710,GO:0040007,GO:0046914,GO:0051483,GO:0000287,GO:0019682,GO:0008299,GO:0000166,GO:0071704,GO:0016740,GO:0032549,GO:0046872,GO:0044281,GO:0006793,GO:0006644,GO:0009240,GO:0006629,GO:0002135,GO:0006721,GO:0006720,GO:0019103,GO:0009987,GO:0030145,GO:0032787,GO:0036094,GO:0003824,GO:0009058,GO:0008150,GO:0008152,GO:0005886,GO:0043436,GO:0044255,GO:0090407,GO:0008610,GO:0050518,GO:0044238,GO:0016779,GO:0006081,GO:0006082,GO:0043167,GO:0097159,GO:1901135,GO:0008654,GO:0051484,GO:0044237,GO:0005575,GO:0070567,GO:0006796,GO:0071944,GO:1901576,GO:0019637,GO:0032557,GO:0016114,GO:0032551,GO:0032553,GO:0008270
WP_003514696.1	GO:0016887,GO:0005524
WP_003514698.1	GO:0006810,GO:0016021,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0005886,GO:0055085
WP_003514700.1	GO:0018106,GO:0000155,GO:0016021,GO:0005524,GO:0071555,GO:0000160,GO:0016310,GO:0016772,GO:0023014,GO:0007165
WP_003514703.1	GO:0018106,GO:0000160,GO:0016021,GO:0071555,GO:0023014,GO:0004673,GO:0016310,GO:0016772,GO:0140299,GO:0005524
WP_003514705.1	GO:0046872,GO:0008685,GO:0070567,GO:0019288,GO:0016114
WP_003514709.1	GO:0016021
WP_003514728.1	GO:0043190,GO:0016020,GO:0044464,GO:0005623,GO:0005575,GO:0071944,GO:0005886,GO:0055085
