Protein	hpt_T1_rep1	hpt_T1_rep2	hpt_T1_rep3	hpt_T1_rep4	hpt_T2_rep1	hpt_T2_rep2	hpt_T2_rep3	hpt_T2_rep4	hpt_T3_rep1	hpt_T3_rep2	hpt_T3_rep3	hpt_T3_rep4
WP_003519009.1	26.3621466666667	27.6532283333333	26.6020166666667	25.9939541666667	26.3714783333333	26.4991125	26.3865408333333	26.8698083333333	26.5762575	27.71603	26.1968658333333	25.8174541666667
WP_003513356.1	26.7388091666667	26.8622	26.2406125	26.7137291666667	26.6408683333333	25.1861433333333	26.5312475	25.6278216666667	21.5301741666667	26.3753358333333	26.3408141666667	25.8706716666667
WP_003517251.1	25.3458325	24.6114025	25.5665483333333	25.68792	23.019195	24.0350233333333	25.4007491666667	25.8005541666667	24.1632858333333	25.1745166666667	26.0071408333333	24.7372116666667
WP_003517278.1	25.8487783333333	25.5014091666667	25.6638916666667	25.8566066666667	25.0115375	26.128085	26.5998025	26.0951433333333	25.2161908333333	24.1196875	25.0347116666667	25.4618808333333
ADU73753.1	29.118485	28.9381708333333	29.1823966666667	28.9482641666667	29.1544108333333	28.7966891666667	29.0879858333333	29.1693566666667	29.2483916666667	29.4966466666667	29.1600758333333	28.932875
WP_003512581.1	24.55592	25.1063241666667	24.6613741666667	24.3246141666667	30.4539925	25.6435375	24.4769491666667	24.2437966666667	26.3714783333333	23.5230008333333	25.153125	24.2947941666667
WP_003513261.1	24.1354191666667	23.89153	23.98981	24.5235625	24.0052958333333	22.8959258333333	21.817505	23.4232891666667	23.72147	23.2797016666667	23.9177158333333	20.0422566666667
WP_004463784.1	28.6675691666667	28.5948008333333	29.1875583333333	28.9838141666667	28.3652416666667	29.2193333333333	28.97801	29.1875583333333	29.5620125	28.8546066666667	28.6004816666667	28.9838141666667
WP_003517255.1	24.2514925	23.5065666666667	27.0955866666667	27.6218308333333	24.9399058333333	19.634615	20.1698908333333	22.715465	20.6871741666667	22.3187008333333	24.4984158333333	20.6743658333333
WP_003517824.1	27.5141483333333	27.3245708333333	27.431305	26.8902866666667	26.6826058333333	27.767065	27.3989358333333	27.3989358333333	22.2159983333333	27.9600058333333	27.0229733333333	26.2680291666667
WP_003518187.1	21.2668541666667	21.2129675	21.3190916666667	21.621375	21.7237875	22.1667766666667	21.3843983333333	20.4490566666667	23.471825	20.2973983333333	20.7225533333333	21.508575
WP_003518528.1	19.3640775	19.6599016666667	25.9013608333333	19.5857575	23.8540941666667	20.8272491666667	24.6795708333333	23.9546391666667	22.7801775	24.0675408333333	22.2968083333333	26.9564425
WP_003512715.1	27.0361183333333	26.5799108333333	26.2231966666667	26.5191316666667	26.844805	26.6128016666667	26.0114358333333	26.8061508333333	26.6871166666667	26.7097208333333	26.7232283333333	26.6482458333333
WP_003512577.1	27.3940991666667	28.2886283333333	27.4125375	27.628815	28.0106566666667	27.556215	27.8568875	28.0106566666667	28.8665725	27.6639466666667	27.0955866666667	29.0484375
WP_003519665.1	19.6071683333333	20.8676225	19.3510408333333	20.986545	21.6683341666667	21.232015	23.29499	22.1667766666667	23.9946766666667	23.3182833333333	22.2582416666667	21.3190916666667
WP_003512950.1	24.4712191666667	24.3591975	23.9946766666667	24.3103316666667	23.631475	23.7396516666667	24.3754733333333	24.0111308333333	25.1656675	24.103285	25.5754908333333	23.1788391666667
WP_003521254.1	24.0675408333333	24.9668825	24.0007166666667	23.0107358333333	23.1744841666667	24.6219291666667	23.3258633333333	23.3258633333333	19.8375458333333	23.5985691666667	23.9706041666667	24.3208558333333
WP_003517223.1	20.0262275	22.715465	19.5580641666667	19.9784566666667	19.2970716666667	23.3605091666667	22.8257975	23.7277508333333	24.0453708333333	25.4401408333333	22.9559008333333	22.41377
WP_003512952.1	23.8344175	24.1383108333333	23.9525566666667	24.1568683333333	23.5230008333333	24.6533333333333	24.0246758333333	24.5816683333333	25.0914883333333	25.0493591666667	24.0161116666667	24.3643258333333
WP_003517648.1	26.5388508333333	25.6585366666667	24.6868925	26.2138216666667	25.7493083333333	25.8775541666667	25.9346233333333	27.3670216666667	28.1366741666667	26.7420675	26.8661541666667	26.4168183333333
WP_003514478.1	22.2098183333333	22.1442016666667	21.83677	25.4175116666667	24.8360341666667	20.6674691666667	24.0052958333333	22.7947616666667	25.0206158333333	22.589985	23.1066525	22.9692283333333
WP_003518706.1	28.1366741666667	28.4626691666667	28.2976375	28.189375	27.8402325	28.5048441666667	27.4266025	26.9655483333333	28.0736883333333	27.8748758333333	28.1247991666667	28.14736
WP_003512565.1	25.7274675	25.4057975	24.385115	25.6806841666667	25.5360166666667	26.0263983333333	25.8706716666667	24.7648808333333	24.5507966666667	25.3257125	24.3754733333333	25.6688375
WP_003515445.1	27.0568366666667	28.1946033333333	28.5328316666667	28.1003491666667	27.431305	27.8670241666667	29.1875583333333	27.9656	27.2684816666667	28.2190866666667	28.2762783333333	29.1693566666667
WP_003516833.1	22.5341033333333	19.946325	25.22613	25.2917233333333	25.5875925	22.1736216666667	21.82832	19.7799491666667	19.9372458333333	24.9318433333333	25.3721416666667	26.1024608333333
WP_003516973.1	24.0246758333333	26.1175533333333	24.5163191666667	24.5600333333333	24.33644	24.6411033333333	23.7725958333333	22.5016658333333	23.9641425	25.178415	24.5108158333333	24.9318433333333
ADU74051.1	28.7471041666667	28.4373141666667	28.6311658333333	27.8547783333333	28.8140783333333	29.5735166666667	28.5156691666667	28.8779775	29.3087066666667	28.8486708333333	29.118485	28.6413475
WP_003515461.1	29.6396791666667	29.9826408333333	29.778695	29.8004825	29.9321891666667	29.6616116666667	28.9588483333333	29.2330541666667	27.9324191666667	29.5829833333333	29.2245291666667	30.1743783333333
WP_003512267.1	27.66989	27.8052966666667	26.8095558333333	26.6482458333333	26.39716	28.3125316666667	26.1106025	26.357405	27.8052966666667	27.3731725	27.25002	27.3940991666667
WP_003515443.1	23.2645775	23.6556166666667	22.6707116666667	23.055245	20.3748791666667	22.7041483333333	20.8345308333333	20.2577958333333	24.665455	22.6707116666667	20.4021283333333	21.2388225
WP_003516971.1	26.1306733333333	27.0262975	26.0638733333333	26.9564425	25.7895433333333	27.1623933333333	26.5849183333333	27.0262975	27.5463308333333	26.91039	25.9481825	27.1524966666667
WP_003516556.1	24.78518	24.278395	25.5360166666667	24.6613741666667	25.2189125	25.6806841666667	25.1980666666667	27.9070766666667	25.1204741666667	25.9851308333333	25.208095	24.9572725
WP_003512265.1	28.2144383333333	27.3641875	28.2350791666667	28.08852	28.2144383333333	28.5328316666667	28.2144383333333	28.247905	28.8959216666667	28.2976375	28.3035608333333	28.0736883333333
WP_003521240.1	27.3245708333333	27.4716608333333	26.85465	26.7941458333333	27.1439408333333	26.7641766666667	27.1623933333333	27.2131708333333	26.9886125	27.4266025	26.0951433333333	26.6128016666667
WP_003512571.1	22.8422516666667	24.587495	25.35012	22.8595120833333	25.2321241666667	26.6994216666667	18.8578783333333	25.4401408333333	25.4401408333333	19.8991875	19.4270558333333	22.70946
WP_003516977.1	27.525765	27.104775	26.2523175	25.6638916666667	18.8518441666667	20.185195	25.7929808333333	24.773675	20.58626	26.2231966666667	26.2965641666667	24.6254541666667
WP_003518165.1	24.2666166666667	25.623195	25.8434625	25.35687	24.6795708333333	26.1064991666667	25.4213466666667	24.6907025	25.9325758333333	25.6152341666667	25.1902841666667	26.4659325
WP_003518681.1	22.8729358333333	23.8060358333333	23.3979175	24.4316191666667	23.8060358333333	24.5201725	22.26295	22.866795	17.8424466666667	22.920415	23.5919666666667	23.483835
WP_003517341.1	25.0262808333333	27.0142283333333	25.2026283333333	25.5258008333333	24.6380883333333	23.8083108333333	23.5065666666667	26.9932525	27.5986775	26.1376641666667	24.5340416666667	27.1488366666667
WP_003514804.1	25.5074425	23.335715	23.4477458333333	24.2064483333333	22.5692675	24.8799708333333	24.55592	23.2196958333333	25.1400616666667	24.2998941666667	24.60254	22.6122883333333
WP_003512799.1	24.4316191666667	23.0107358333333	24.2694633333333	24.0111308333333	21.9311341666667	19.4162716666667	21.9819475	19.3510408333333	24.103285	22.7213866666667	17.8424466666667	22.8422516666667
WP_003512783.1	20.5802591666667	25.3901133333333	25.5754908333333	25.0862766666667	25.8035916666667	24.9572725	25.3755283333333	25.3755283333333	19.0279725	19.4270558333333	19.0173933333333	25.7331325
WP_003513828.1	28.7911158333333	28.8665725	29.3450125	29.0433416666667	29.1600758333333	28.9482641666667	29.118485	29.0629925	29.0703133333333	29.5091066666667	29.4613225	29.3867925
WP_003518339.1	25.882865	25.4728841666667	24.90083	25.9851308333333	24.962545	25.3059191666667	25.1224729166667	24.2551233333333	20.3945116666667	23.9641425	26.2471408333333	24.3754733333333
ADU74726.1	27.2684816666667	26.4530483333333	26.7860541666667	26.9886125	27.0262975	26.4363616666667	26.7860541666667	27.3324666666667	26.1903233333333	26.62212	26.8622	26.534835
WP_003514291.1	26.5799108333333	26.4407433333333	26.2138216666667	26.3621466666667	26.3454541666667	26.1822033333333	26.5152333333333	26.62212	26.0222183333333	26.3553433333333	24.2064483333333	26.8393266666667
WP_003516238.1	28.5328316666667	28.7220191666667	29.4885975	29.452555	28.4576858333333	29.1050891666667	30.1869716666667	28.9838141666667	29.9960208333333	29.81406	30.3562358333333	30.3562358333333
WP_003517353.1	23.9641425	24.5970775	24.2551233333333	24.7432841666667	27.8366541666667	27.1113566666667	27.3039533333333	27.3524683333333	27.2838566666667	27.0747108333333	28.43216	27.9070766666667
WP_003514293.1	24.1598191666667	23.9706041666667	24.2156308333333	24.4947391666667	24.2251141666667	23.8972675	23.9946766666667	23.7789658333333	24.40783	24.2251141666667	23.74493	24.1383108333333
WP_003519238.1	19.5710008333333	22.6799566666667	22.7664266666667	21.7601058333333	27.60468	27.431305	22.1910925	27.2183341666667	27.0714308333333	27.3989358333333	21.82832	20.0508683333333
WP_003518486.1	28.6413475	28.4968608333333	28.5948008333333	28.80483	28.5594925	27.6955191666667	28.7220191666667	28.5948008333333	28.3252708333333	28.6675691666667	28.14736	28.5866183333333
WP_003513339.1	26.328825	27.6106208333333	27.5171633333333	27.5295341666667	27.2557166666667	27.2270141666667	27.4078958333333	28.0170933333333	27.9769858333333	26.9422525	27.3405008333333	27.8748758333333
WP_003513857.1	24.2998941666667	24.5108158333333	21.3368283333333	24.3754733333333	23.6656741666667	22.7801775	20.616445	22.2404316666667	24.4807216666667	22.4220941666667	22.0515908333333	21.6683341666667
WP_003511548.1	25.5360166666667	25.8467558333333	24.9247483333333	24.9366483333333	25.0744733333333	24.60254	23.6135116666667	25.0145083333333	22.1442016666667	23.5287	23.29499	25.36327
WP_003517008.1	27.1959916666667	26.844805	26.7824525	28.5594925	27.3006283333333	26.6309016666667	27.71603	27.6989025	27.9656	26.4291741666667	27.4387833333333	26.8518683333333
WP_003512248.1	27.767065	27.8866125	28.2090533333333	27.8140316666667	28.3490641666667	28.3542116666667	27.879945	27.9981575	28.045055	28.2596366666667	27.58535	28.0219525
WP_003518554.1	31.1727416666667	30.8410383333333	30.9323258333333	30.8215533333333	31.7330575	31.6593916666667	31.3798491666667	31.2924316666667	30.7366691666667	31.3420541666667	30.9851175	31.076225
ADU74165.1	27.0229733333333	22.6707116666667	27.6353166666667	22.6065175	27.451035	27.1393158333333	26.1703133333333	22.2159983333333	25.4577808333333	21.5848383333333	21.9666691666667	22.1222058333333
WP_003512200.1	30.3731916666667	30.5536691666667	30.6362175	30.3346691666667	29.7198233333333	29.3867925	29.9826408333333	28.5549175	30.6362175	30.6721091666667	31.1421933333333	30.9851175
WP_003519138.1	20.3083258333333	22.5600216666667	19.3686258333333	22.5257841666667	21.709475	21.817505	22.7947616666667	25.0304241666667	25.4093991666667	24.7648808333333	18.93624	23.83944
WP_003520409.1	23.8157375	24.5600333333333	23.4064333333333	23.7396516666667	23.5536616666667	24.2827566666667	23.6453908333333	23.1744841666667	23.8540941666667	24.1354191666667	24.3737491666667	23.4885808333333
WP_003513333.1	26.85465	26.8255991666667	26.7703916666667	27.7545808333333	27.1113566666667	27.0568366666667	27.06794	26.7332483333333	22.4708675	28.0395733333333	27.0142283333333	27.8526691666667
WP_003514705.1	19.0410983333333	26.3664191666667	25.1244716666667	25.0460275	25.7109091666667	26.8393266666667	26.4447366666667	25.9367441666667	25.4776941666667	25.1167108333333	26.5191316666667	25.2321241666667
WP_003513331.1	26.3252375	26.328825	26.4659325	26.1703133333333	25.9699716666667	26.8622	26.3079383333333	26.5957966666667	26.6733658333333	26.4799858333333	26.2406125	26.30424
WP_003514703.1	20.4641691666667	24.4621816666667	23.471825	21.8749991666667	24.7199983333333	19.6011916666667	20.3531216666667	22.7429941666667	19.8825275	23.5718991666667	22.0697733333333	20.4490566666667
WP_003515554.1	25.2026283333333	25.1623866666667	25.2422616666667	24.972	25.4937191666667	24.2156308333333	24.4984158333333	24.5453258333333	25.2704266666667	24.6795708333333	24.6907025	25.1093058333333
WP_003517362.1	21.8041416666667	21.9038941666667	20.4074841666667	21.1151083333333	26.3664191666667	24.4807216666667	25.8955708333333	26.1142983333333	25.1442083333333	25.6728891666667	25.1623866666667	24.9668825
WP_003516177.1	25.7895433333333	25.208095	24.1432891666667	25.5754908333333	25.3059191666667	24.5235625	23.8226325	23.3979175	26.8196133333333	24.80044	24.8968275	25.0145083333333
WP_003515979.1	24.0453708333333	24.2132183333333	23.1165891666667	23.0989433333333	22.85134	23.6243425	22.80026	24.3737491666667	18.9496775	23.3001858333333	24.9438175	25.1355275
WP_003513337.1	27.9324191666667	28.0654608333333	25.9481825	26.3714783333333	27.1826933333333	27.7446758333333	27.8366541666667	27.0568366666667	21.9932758333333	24.3643258333333	18.8079983333333	20.8272491666667
WP_003513683.1	28.6068916666667	27.4156175	26.337075	28.2350791666667	29.0045408333333	28.7617191666667	28.7160291666667	27.9127608333333	27.0525	29.0484375	26.9886125	28.17184
WP_003516175.1	29.2193333333333	29.3351858333333	29.7451416666667	29.1600758333333	29.4885975	29.1823966666667	28.3789041666667	29.0201041666667	28.9907308333333	29.3134091666667	28.4505633333333	29.2193333333333
WP_003518455.1	27.7623708333333	29.118485	28.9838141666667	28.6068916666667	28.0219525	27.4716608333333	27.6597808333333	28.6004816666667	29.0793083333333	28.927025	29.0879858333333	28.8854658333333
WP_003513449.1	29.9470425	29.81406	30.3731916666667	29.6895325	29.9470425	30.6971841666667	31.6979058333333	30.9507183333333	30.1289483333333	30.05962	30.7652175	30.5536691666667
WP_003515915.1	27.6473825	27.2314616666667	25.7364533333333	27.8468291666667	27.8212366666667	25.6486741666667	27.72836	27.3367983333333	27.0785708333333	25.2831875	25.9582233333333	26.4619008333333
WP_003516163.1	27.2643025	27.9448325	28.1366741666667	28.4060525	28.1777058333333	27.2684816666667	26.8622	28.3252708333333	28.2624091666667	27.9235825	27.3524683333333	27.6473825
WP_003515542.1	25.38291	25.8075841666667	23.6453908333333	26.0984833333333	26.121485	25.7874041666667	25.8215516666667	26.0371041666667	26.6567683333333	24.5163191666667	28.4060525	26.141455
WP_014522638.1	26.7332483333333	27.2577595833333	27.3717758333333	27.0627775	24.8863416666667	26.32703125	25.2735375	26.2376533333333	25.2099020833333	24.978795	25.2003475	24.4050870833333
WP_003514209.1	20.02157	22.22377	20.6674691666667	22.1222058333333	21.2529266666667	22.8801841666667	22.22377	21.2529266666667	22.013375	22.435945	19.9832466666667	21.7897566666667
WP_003518738.1	25.00688	24.9572725	24.6219291666667	24.7529475	21.934615	23.8540941666667	24.5851733333333	25.3934558333333	24.8104691666667	23.483835	25.2796675	24.9882983333333
WP_003515569.1	26.0071408333333	25.2117091666667	26.029985	24.9541	25.2503491666667	26.029985	25.9816941666667	25.0460275	25.7639233333333	24.6411033333333	25.3661675	25.2630358333333
WP_003515540.1	28.8201116666667	28.8201116666667	28.4576858333333	28.4505633333333	28.72747	27.6816983333333	28.5866183333333	28.1976216666667	28.1180741666667	28.5000283333333	28.18567	28.2976375
WP_003515565.1	31.0174733333333	30.5656016666667	31.050135	31.4832191666667	30.4754858333333	31.1421933333333	30.5779575	31.076225	31.3420541666667	30.6601141666667	30.9705908333333	30.6971841666667
WP_003513187.1	25.8117583333333	26.1822033333333	26.8928083333333	24.8968275	26.7824525	26.8518683333333	26.9608508333333	26.9564425	27.4036233333333	26.9242458333333	27.3449691666667	27.2030433333333
WP_003514670.1	29.2546191666667	29.0879858333333	28.927025	28.5660325	27.25002	28.7220191666667	29.3867925	27.5126558333333	27.6157658333333	28.1003491666667	28.7363766666667	28.8612041666667
WP_003513096.1	19.27989	20.4021283333333	24.0892741666667	19.4162716666667	28.2624091666667	21.0768133333333	28.3885741666667	28.4755766666667	26.3621466666667	27.4716608333333	26.6994216666667	26.7860541666667
WP_003512112.1	29.6616116666667	29.2633025	29.2330541666667	29.6000783333333	29.5735166666667	29.4885975	29.8351716666667	29.2390583333333	28.8303233333333	29.1392158333333	29.3738775	29.2865925
WP_003515567.1	31.1421933333333	31.24804	31.1238516666667	31.076225	30.9851175	30.4054791666667	30.3562358333333	30.8939608333333	30.38554	30.1289483333333	30.5779575	30.6721091666667
WP_003516250.1	24.4947391666667	24.8738766666667	25.0460275	25.1283466666667	24.6114025	25.5965058333333	24.4657575	23.6816425	24.7648808333333	25.2026283333333	24.8572116666667	24.2064483333333
WP_003512846.1	23.1034791666667	24.949595	24.5255516666667	22.236175	22.7213866666667	23.5985691666667	21.9038941666667	23.8700316666667	23.89153	22.1337666666667	23.0919325	23.576
WP_003511658.1	29.0879858333333	29.4100141666667	28.72747	29.2483916666667	29.4685166666667	29.2390583333333	29.6895325	29.81406	29.7451416666667	29.8833608333333	29.3867925	29.1158533333333
WP_003516517.1	26.6567683333333	25.7536275	26.5799108333333	25.8487783333333	25.48279	26.5152333333333	26.62212	26.0594441666667	26.2070916666667	24.4567916666667	26.128085	26.0951433333333
WP_003511604.1	25.3536825	24.23816	25.0389733333333	24.794315	24.6411033333333	27.8440033333333	24.6829116666667	24.5507966666667	24.7339175	24.039725	24.9762316666667	24.91412875
WP_003520966.1	21.0097458333333	18.5511958333333	27.78891	25.77815	25.6435375	26.3753358333333	26.4123541666667	19.6726591666667	27.222865	26.4765525	25.5204525	26.6342275
WP_003514612.1	24.6868925	23.5985691666667	24.6829116666667	22.9002775	20.486685	24.8670341666667	26.2872833333333	17.8424466666667	26.7232283333333	24.2215258333333	25.4855166666667	23.4122258333333
WP_003515370.1	24.8799708333333	24.6795708333333	25.3091966666667	25.0389733333333	26.1306733333333	25.5036058333333	25.5168375	25.6152341666667	26.7467325	26.2471408333333	27.3940991666667	25.2528191666667
WP_003511606.1	23.2021983333333	22.1667766666667	23.0919325	22.8348675	22.3187008333333	22.8257975	22.5984875	22.0697733333333	24.2156308333333	22.3477983333333	23.5230008333333	22.2863966666667
WP_003511546.1	22.2026825	23.7824533333333	23.1066525	18.5221908333333	23.4885808333333	22.8582833333333	22.8178691666667	21.83677	24.0350233333333	18.7700616666667	18.6122366666667	22.9312066666667
WP_003513956.1	27.1679391666667	27.0834041666667	27.3097066666667	26.4799858333333	26.5038983333333	26.1968658333333	26.2523175	26.0071408333333	26.6969883333333	26.558315	26.7071233333333	26.552335
WP_003517046.1	28.3692441666667	19.2925491666667	29.0879858333333	29.3351858333333	28.9124616666667	29.5236841666667	29.0703133333333	19.6406933333333	20.1223516666667	25.5574066666667	29.1158533333333	27.7805325
WP_003517976.1	24.2215258333333	23.3069808333333	22.6122883333333	24.55592	24.2694633333333	22.5099241666667	23.4232891666667	23.9272458333333	25.052785	24.3168291666667	24.4920716666667	24.2998941666667
WP_003514662.1	28.1089208333333	27.8943166666667	28.6068916666667	28.6413475	27.9501483333333	27.0142283333333	27.4595383333333	28.3885741666667	28.4278466666667	28.5866183333333	27.7935275	26.8020591666667
WP_003511544.1	25.35012	25.0585625	24.949595	24.5851733333333	25.3458325	23.8060358333333	24.9849825	24.8799708333333	26.4950925	24.8891458333333	24.55592	25.0618116666667
WP_003513954.1	25.0182875	23.7653616666667	27.58535	24.6459241666667	22.9623975	23.194655	26.6482458333333	26.0481916666667	28.2976375	24.7606533333333	27.9198658333333	25.7929808333333
WP_003514618.1	30.6880583333333	32.1277325	31.9456325	31.9456325	30.3192808333333	31.3798491666667	31.2659341666667	31.7330575	31.9110475	30.917595	31.508235	31.7330575
WP_003519164.1	19.2043558333333	21.232015	23.7052433333333	23.4885808333333	24.2465816666667	23.1513166666667	22.0448175	23.5833816666667	22.9508175	23.7525725	23.0451841666667	18.9855875
WP_003517107.1	24.2899816666667	23.3873108333333	23.95917	19.9733125	26.201805	26.0922441666667	26.0871583333333	24.5970775	23.1622425	19.8230608333333	24.1568683333333	23.1225558333333
WP_003512977.1	27.7092375	28.1307216666667	28.0545841666667	27.7709391666667	27.4676633333333	24.8155583333333	27.2684816666667	27.1759841666667	22.73014	25.7384	26.5115308333333	26.2713658333333
WP_003516575.1	22.7861983333333	21.4864175	22.6956833333333	21.7355383333333	21.82832	23.6453908333333	22.4947425	19.7837141666667	24.0246758333333	19.7503441666667	21.8885691666667	19.6128991666667
WP_003514317.1	26.2138216666667	26.3252375	25.8902325	23.234655	26.1024608333333	22.85134	25.5797816666667	25.3208008333333	25.5427691666667	25.0811733333333	26.66994	25.1568
WP_003513934.1	27.9600058333333	28.155015	26.8902866666667	28.045055	26.4014266666667	28.8854658333333	28.4505633333333	28.6901141666667	28.7220191666667	28.0736883333333	26.5261141666667	27.9656
WP_003515591.1	27.6955191666667	27.71909	28.2697541666667	27.9885758333333	28.4709916666667	27.5033016666667	28.6248275	28.8486708333333	28.1131025	27.9127608333333	27.8302325	28.3035608333333
WP_003513185.1	26.3506383333333	26.3165308333333	25.4577808333333	26.3165308333333	26.3753358333333	26.3165308333333	25.4289108333333	26.3252375	26.0922441666667	26.23146	26.90085	26.752905
WP_003516573.1	23.9753	23.6617541666667	24.6974066666667	24.5275408333333	24.5970775	24.2879975	22.920415	21.8451233333333	23.1165891666667	22.4799766666667	23.7396516666667	21.7798875
WP_003518270.1	25.531395	24.90083	25.1689366666667	25.3295516666667	25.3346283333333	25.38291	25.0115375	25.39757	25.7841741666667	25.77815	26.2231966666667	25.7809275
WP_003517900.1	27.3731725	26.885655	26.8958208333333	27.3670216666667	27.0896475	26.2439966666667	27.3210391666667	26.9422525	27.1366925	26.6020166666667	26.4530483333333	26.7824525
WP_003511963.1	24.6533333333333	24.6868925	21.4204541666667	24.0624675	19.86617	20.58626	24.0453708333333	25.1063241666667	25.8005541666667	25.0970025	18.7700616666667	25.1902841666667
WP_014522596.1	22.35725	22.9743125	22.00481	23.3069808333333	22.2493991666667	23.9525566666667	22.866795	22.9374316666667	24.6508916666667	22.68695	24.1869025	21.2529266666667
WP_003513794.1	32.953175	30.7652175	31.9110475	32.3666991666667	33.4459791666667	32.6309983333333	32.7910191666667	31.3420541666667	32.2943566666667	29.9960208333333	32.2943566666667	32.0747508333333
WP_003511705.1	26.8320033333333	26.7568591666667	27.5986775	27.3703791666667	27.3449691666667	26.9370983333333	27.0568366666667	27.3157058333333	27.55192	27.1959916666667	27.4595383333333	27.3210391666667
WP_014522594.1	24.3903983333333	24.749325	24.3168291666667	23.8344175	24.7690408333333	25.1283466666667	25.0206158333333	25.4776941666667	25.69823	24.7569658333333	25.2383441666667	23.7117133333333
WP_003513744.1	22.5430616666667	18.8518441666667	20.365365	20.4339233333333	22.4220941666667	24.8472641666667	23.194655	24.396925	24.80386	22.9692283333333	24.916235	24.19699
WP_003514623.1	30.3562358333333	30.203935	28.9195258333333	30.1743783333333	30.4054791666667	30.16472	30.9507183333333	30.9851175	31.0940533333333	29.422845	30.3192808333333	30.6507466666667
WP_003512965.1	26.8146216666667	26.60648	26.1517241666667	28.0545841666667	28.8303233333333	28.3315491666667	28.8854658333333	28.5000283333333	29.4885975	25.5705666666667	29.5735166666667	21.3477333333333
WP_003511862.1	30.7652175	30.9323258333333	30.5536691666667	30.9074058333333	30.5779575	30.9705908333333	31.0940533333333	31.1727416666667	30.4539925	30.5196883333333	30.8800908333333	30.16472
WP_003512967.1	23.9525566666667	22.0697733333333	23.946005	24.2514925	25.3091966666667	25.2646908333333	25.2422616666667	24.3289716666667	25.178415	23.9840225	25.0007591666667	25.8035916666667
WP_003516561.1	25.5168375	25.178415	25.5036058333333	25.1980666666667	25.2956391666667	25.0262808333333	24.5970775	25.25776	25.8352041666667	25.0460275	25.9092441666667	26.0222183333333
WP_003517974.1	29.6732375	28.3315491666667	28.4198025	28.2403791666667	27.1488366666667	27.1439408333333	28.0395733333333	28.5740341666667	28.3585775	28.7160291666667	28.927025	28.5048441666667
