hpt_T1_rep1	hpt_T1_rep2	hpt_T1_rep3	hpt_T1_rep4	hpt_T2_rep1	hpt_T2_rep2	hpt_T2_rep3	hpt_T2_rep4	hpt_T3_rep1	hpt_T3_rep2	hpt_T3_rep3	hpt_T3_rep4
WP_003518957.1	NA	NA	NA	NA	23.287216983328	NA	23.7524624981311	23.870574858397	23.8618997214414	22.6708100962644	23.2322780657147	23.9107755676407
WP_003520983.1	NA	24.0995600744843	26.0010267191667	25.3131638531982	NA	24.3608859522469	23.7754835066344	24.9685286952158	NA	26.197577666449	NA	24.9976115530951
WP_003513929.1	28.8778114041704	28.6013621433003	27.485454645623	28.2774668519775	28.385523521881	28.1023493013072	28.1181482703347	28.1889252931121	27.4972386101358	28.2096448753097	28.5228083988407	28.5516954564052
WP_003516975.1	25.2619580516062	24.3805971669465	25.2628270163406	25.1244516721295	27.4113720032349	24.2630099304042	24.3290206598451	25.0089342385485	23.4978779045654	25.4732573490907	23.3436354454882	23.7629569525668
WP_003517221.1	25.8345820525827	26.7188931970994	25.658777478749	26.884173113757	27.0548600296737	26.631321475919	27.053898957992	25.9173087822329	25.1927778339013	25.7712654268062	25.9623979082096	27.145159178738
WP_003520981.1	22.1192134827081	21.2595070966329	24.3026561881892	23.0140145193249	21.3638849174368	22.6258431075871	22.879124380702	22.8940293236267	22.8364572481735	22.7047679149444	NA	22.3290145970087
WP_003514923.1	28.8867542171485	28.9202657611753	29.1879163874711	29.0593915626012	28.7860613734566	29.289093459649	28.7556223069722	28.9325798888943	28.5264278822512	29.0440590234567	28.5837218906645	28.0079153611482
WP_003517440.1	26.200753205719	28.7728318847592	26.5728444122479	25.5460922027636	27.8661955725167	25.4670130989101	25.3664548107908	26.0335468501846	26.1548798950457	26.2065388465184	25.9295646895795	26.4531711806549
WP_003514194.1	23.6596389630367	24.1377974569401	24.8793990484092	22.3977019080855	23.2561345260902	24.7096292493354	24.0000501110626	23.3154526636089	23.1053830153854	24.0732021699843	24.033621597359	23.7359202227107
WP_003516657.1	27.158461321642	27.2758699560494	27.5607807326741	27.4216605276067	27.6492704941738	27.4376899078946	27.2532509536	27.2368490166976	26.0604997344355	26.8181827531064	27.1650474072442	27.0789161279151
WP_014522642.1	26.6695652262894	26.9527485174893	27.1153474673285	26.937536781685	25.3128530460003	26.1911680268693	25.5954992872401	26.1423565589503	24.9227923810258	25.202098592465	24.4676993810886	24.607767401825
WP_003513534.1	30.3155305668572	29.9488173117197	29.0539353898035	29.8108311748065	30.3434834636823	30.1574491168581	29.5963334326948	29.5409776708306	28.6215644260006	30.5657647592895	29.7985099591953	30.2633285296474
WP_003514198.1	24.6661151970326	24.0760675611525	27.2322767121054	25.2352062161815	26.112426280885	30.2492802368715	25.6714347254962	24.34854455175	24.1706788117317	23.8581359988876	23.63872842482	24.3786381937699
WP_003515688.1	22.3896522235301	23.1149666873967	23.7345436493224	23.4077083856998	23.1250127015668	23.1791353085843	23.1885970539327	22.4557938531007	NA	21.8875476028422	21.7094380805492	23.569548495356
WP_003515449.1	28.8021259892589	28.7010493499269	29.4508252769538	29.2254014156854	29.1520193271475	29.6041263214489	29.3940480141795	29.6177865006465	28.5436752487542	29.2551671623789	28.6525628323316	28.6943489823071
WP_003517595.1	24.3474074702098	24.2197874311912	24.6526508692304	24.0538456452319	24.3457685569901	24.4983111254755	24.4674092444371	24.7348164330015	22.9990002427307	23.6723799711935	22.8426222692067	24.4630933347688
WP_003516785.1	23.7338485254739	23.4697290474618	24.4484577484521	24.1269234594028	NA	23.4830946659052	23.8996692105797	22.2851804158907	NA	23.427917591783	25.3843515498935	NA
WP_003514552.1	30.4283511225315	30.6641240781626	28.6270704785952	29.6822233083032	30.1784231289786	30.571037121128	30.5489209642686	30.4671839545186	28.7390572431066	30.2780626736857	29.4582407544948	30.3566726295573
WP_037294838.1	30.9804190491998	29.1974776877756	30.8036593802562	30.6257163951758	31.1389551898067	30.961757806572	30.883415805438	31.538883943995	30.2090480585694	29.7913516760217	29.9772199170134	29.8881033470716
WP_003513250.1	24.2962476756536	24.9648138842987	NA	25.136298303334	24.8164162473889	24.4082926391538	23.8434711671111	24.2286369335738	NA	NA	NA	24.6049336100957
WP_003512628.1	26.2036505401312	26.3028957596935	26.4263050613153	26.9415410574063	26.6165859859419	27.1367398901612	26.8562515575094	26.897539378066	27.4548343575765	27.117253946095	29.0891405186417	28.4169543112936
WP_003513693.1	26.8078552048439	26.4468857744741	26.7393044467494	26.4728741427047	26.6350072025501	26.254013507283	26.3410585773064	26.5980621780692	25.5631495887301	25.7303606167176	25.2355613570107	25.4373172733799
WP_003516642.1	28.7666210094879	28.8895603430841	28.6171341987847	27.6859184668169	28.9938365946215	29.9069786315419	28.9531068592248	29.8753588290443	29.4860100856912	29.0369933704009	28.3402524894013	29.248797170235
WP_003512674.1	26.8252924111195	27.2559251899915	27.616472048891	28.2022142120957	26.8726398851653	26.7177698351021	28.0668712616579	27.9468920436756	28.1493533980238	27.8846694344853	27.5452753029757	27.9324451675481
WP_003519132.1	26.0911207746394	25.8946149065572	25.3709225578818	25.8397479373126	25.3363490414788	25.4579622319773	25.6613637035498	25.4555790525524	26.1206041379239	25.6893577073421	25.4831070075187	25.7559715770211
WP_003516592.1	26.5905090943991	26.7911511483543	25.8210818115674	26.3961229740889	26.2084442649446	26.4346938426172	25.5684646078026	26.3241820338925	25.2776909311308	26.2546287931382	24.7256014696259	25.8154830976713
WP_003515026.1	29.4696358472927	29.6361389815168	30.0357253965973	30.0908273351489	30.42563311388	30.3921381593385	30.2886228174401	29.6669999529554	29.1206570002036	30.2645854702308	29.3669293851466	29.4594197314685
WP_003517930.1	25.6631964671758	25.736826632915	28.1458086739784	24.5123206168208	25.3799198710895	26.2681588535803	26.4267367281435	26.9389017142964	25.4999626108175	27.9794249370106	27.8180858840405	27.5644668510593
WP_003515408.1	28.4452683682352	28.2287985769423	28.3204295775358	28.4922063028603	27.8736619967602	29.083484287818	28.2158152985416	29.1150389343074	28.9810733161199	28.6287383005945	28.49028411116	28.7925164308078
WP_003515921.1	26.4959247358395	27.0212043632084	27.8992263990505	27.5453380154587	27.2278559227444	28.2928852347113	27.8413681735147	27.6693166141149	27.0654235779977	27.9592795559447	25.2414111789346	26.7988362264851
WP_003512676.1	23.5272040334457	23.0476076868349	23.4501400464336	23.5800103940936	23.9257692581782	23.2129969053453	23.1461454273926	23.7215281727708	23.937918785055	24.3915891687708	23.0121396086144	24.8685170934572
WP_003519130.1	NA	25.7872400925572	NA	NA	25.7081726536664	24.7851290555143	25.7003375754789	26.4580502183822	26.5554431140912	25.874828547555	NA	26.0205597419359
WP_003512791.1	24.7090790526587	24.0647169828807	24.6783734090405	24.4696386978467	24.7672124702216	24.0953606957982	24.7267028859632	23.5610406826939	21.9191494610511	23.6957645734975	23.0872661695064	23.4101018102235
WP_003513046.1	23.8771470952258	22.6141894553154	25.385305030205	22.8544456040311	24.2423955221492	23.0390339846389	23.8932663489321	24.3314577120324	23.4546697804476	25.7443502529076	22.5760322885287	22.3019867789696
WP_003516596.1	27.3355053881722	27.544246818254	27.6893984046934	27.1869034314337	27.4696760781708	27.5520635532287	27.4485230387638	27.5089930202387	26.2026193274128	27.5624783653496	26.5186232844775	26.9428541179923
WP_003515686.1	25.7612831623808	25.4628834341736	26.4655294298264	25.6730784448754	26.6050463357765	25.6082588633011	26.3519150425759	NA	25.5738177384726	NA	26.5595038954447	26.2135638681265
WP_003518679.1	24.7918438460869	24.8465152574421	23.5138749183477	25.3676045849707	22.95150537709	22.0263763622986	22.1933842484722	21.6288727372901	NA	21.9599601995877	22.0803474766527	NA
WP_003513685.1	31.4704168785675	31.6230310485255	31.0567253243721	31.4316929413508	31.2593445360425	31.6297060877284	30.5343901089336	30.5669739713808	31.1921007574346	31.1961399340128	30.0624162891024	30.3115717232812
WP_004463183.1	NA	26.1078942200813	26.4483647259412	26.3780486913465	25.7513635077832	26.7490079186412	26.1156734280317	26.5933809570646	26.4693571447993	26.2348431539429	NA	26.6239441628142
WP_003514324.1	29.8028805315303	29.7957464788383	29.8756743196737	29.6581947303348	29.3632379240896	29.2406797425989	29.8053968055257	30.0816633298238	29.6590943327927	29.297773428774	29.2115900893535	29.2650068613141
WP_003513308.1	26.2348804384105	25.3893815933316	24.9268818170791	25.5685251962022	23.2475399283191	24.4566488687341	24.7539693843078	24.6947449202812	NA	24.2747296055124	25.7355158256801	25.2052378552657
WP_003519106.1	23.2408603925718	24.2679542563651	24.4520604674748	24.104022000549	NA	24.8144087928652	24.8157243008075	24.0147666606522	25.6600356650802	25.1641522351515	24.1615974268881	23.5551123584423
WP_003516203.1	23.3065985662059	24.4353156119193	NA	23.8772392294454	23.6629710807307	NA	23.7475713091127	23.1092343424581	24.5210448191448	23.8089402339042	25.5658502096509	24.7197135319913
WP_003515434.1	26.7885202987408	27.1639923696715	26.6634349833031	27.2083643021095	26.420798765229	27.7242029055329	26.4695059873244	28.1227891329104	26.1370808648022	27.2876213352088	27.928343253147	27.6740993336584
WP_003514326.1	27.6716086523731	27.8066411323004	28.4205499909068	27.6241459242386	27.9806237068471	27.3534788224516	28.0545387244902	27.786534930694	27.1516147852688	27.4261768502236	26.880670864699	28.1386617914207
WP_003517355.1	24.3375358642	24.8210824204175	25.5550402763176	24.8561287324046	28.5692524784878	26.5427181152155	28.0739864188849	28.3102436084352	27.4037521163055	28.2346964956225	27.3437645109733	27.9000502630672
WP_003518000.1	24.8587541395857	25.1466354472899	NA	25.0540656014786	24.6715879752611	24.2861578203362	24.9026315520366	24.7628836414259	NA	24.2643960309832	24.3582699560419	24.0949534932712
WP_003519104.1	28.5312670828915	28.366308928048	28.3026728771435	28.3466525250453	28.3803983671506	27.9162542927506	27.7898792154255	28.6355400244217	27.8423776224781	27.3131041701324	28.0856664968171	28.0805322073635
WP_003518714.1	27.835007068455	27.5602192794364	27.0627304869013	27.2884992420597	27.0028751647695	27.1094841397598	26.8601515839221	27.0169266212119	26.5006351159141	27.7452266262329	26.9423199033158	27.3631815319577
WP_003515811.1	NA	25.0486438089982	26.2066817759165	23.6136985959099	24.6969900191875	NA	NA	24.53778691237	26.4574653186584	NA	NA	25.4804025030484
WP_003513691.1	27.9743008257854	28.6647357349975	29.0946765826002	28.7724409952538	28.727585322798	28.687346478328	28.4125364019811	28.394176580084	28.0193028057615	28.9712146673497	28.3464580724786	28.6188226707871
WP_003511918.1	28.6878890162928	28.6474294122563	28.2741676494533	29.0102574308359	28.5055910130881	28.9569828023821	28.810093738454	28.2143665869456	26.937180693811	28.5463576532982	28.7740380077581	28.4879718271536
WP_003518002.1	28.4528240307969	28.423383028389	28.7421467228617	28.3322278069996	28.7375069339134	28.4127414869635	28.5014849123091	28.5409889476813	28.6676033683218	28.6185475030375	27.8730223650136	28.2339356768333
WP_003518716.1	28.9425425167565	28.7916178548009	27.4287294931498	26.9640229512488	28.0754380699466	27.2004184230487	27.3004882593858	28.81861746315	27.6005791345222	28.4815694020605	27.6310705878912	28.497290173087
WP_003517725.1	24.4601675470025	25.1600420511096	23.5311110739858	22.1855893815708	26.3187932115857	21.4272608749992	21.2813005550517	22.0731314967503	NA	22.085722274704	22.6309585805173	21.5724844337951
WP_003517398.1	23.9378115337019	22.7842173523506	21.666553110105	23.7802967410422	23.8781108232571	23.0080180405875	23.5259264947515	23.3059303945673	23.3970813050366	23.3235432012046	24.103256888783	22.7540385400169
WP_003512240.1	26.0985801138752	26.2008244008444	26.2728208854653	25.6941964728795	26.3826614604828	26.4880456406484	25.7330058603208	26.1016938134268	26.1021464317646	26.4437012636251	26.1472406505811	25.3687845112087
ADU74393.1	25.3214575045164	24.2571044497325	26.5072008766488	24.986705567903	25.5793094505417	25.5092804067435	25.7282450821013	25.7121288964835	NA	23.5220972451323	23.2076410103676	25.625468520099
WP_003516665.1	22.0362972646601	24.4907411353157	25.3451350498943	24.2829139986144	24.3876190754826	23.6606608517096	23.6430660258722	24.7908192449111	23.1545594116714	26.2584665284837	25.5154234610671	25.1190809833717
WP_003512242.1	26.1219000905397	25.7024902470012	25.9310186504258	25.8900505813305	28.2417038589901	26.3136536852054	25.335939288475	26.3744420097633	26.25278436346	26.6389996760907	25.5496208454316	25.339466899631
WP_003513819.1	31.6335607493318	31.1460709331528	31.0394849357986	31.7558750010955	31.2098596297504	30.7889606078688	31.5102623202665	32.3253518634599	30.7248937726386	31.1478340591648	31.0155054124511	30.9691948537012
WP_003516273.1	28.1061909122642	27.9714929296683	27.7960314880587	27.6507665419535	27.9170122995284	27.9337681389748	27.9839732486563	27.8271278217071	26.1693242390062	26.9712197995789	27.7283854453869	27.470012443608
WP_003516698.1	24.5883974264806	23.5492206148025	25.2693849243861	24.7325245630504	24.5390585889941	23.7403601212034	24.1097791190322	24.776346159379	24.4073098391364	25.0920861401314	23.7113666452813	24.0121251846352
WP_003518853.1	24.0902670105002	22.8930182892408	23.5937326823092	22.4682005684808	23.7129987861572	23.8893811298443	22.6874562674979	22.9615782353332	NA	22.9721553799932	21.4992835720936	23.9447159365557
WP_003512244.1	26.5127572117445	26.6675777430722	26.5036145548707	27.2124572072042	27.3378804778732	26.7730255136536	27.4350552411251	26.9056225604573	25.7160914656143	26.1117406891598	26.0436781005765	27.3928849188162
WP_003513817.1	25.5549233294213	25.1553067975649	25.6114226878733	25.8701650986947	25.8021835995448	25.4485205985945	26.0357172028496	25.0646072557895	25.6880301826667	25.6376783896692	25.587692379357	25.323523744105
WP_003513957.1	NA	23.9182972288729	25.914346058589	23.4422150832819	21.1778719995334	21.7193165106629	22.1199198146312	23.1391177561072	NA	22.4750507993386	21.7319030155993	22.0040666134592
WP_003515917.1	24.0937391746401	23.9361823856492	23.6807205979447	24.9582348619996	25.1771456199077	25.3819116441061	25.3907426349847	24.4210897978721	23.5867879541726	24.8860418879098	24.6515179336406	25.4465998653524
WP_003517364.1	NA	NA	NA	NA	26.3637683752163	22.5115505907326	24.6489854109788	25.0246871049835	24.0940111217994	24.0954717670361	23.9830787535696	24.2492582480493
WP_003519601.1	NA	26.5744549511783	27.7537849269678	28.1691018701878	28.4030880088057	30.8509461579466	28.9335615072968	27.3422136801746	27.7424535307613	27.2120611404523	27.3401215060697	27.2430914351374
WP_003515378.1	27.6218995544759	27.6783701823548	27.5748865241245	27.5640439804073	27.6656129448797	29.4235026494873	27.3533717762063	27.3121432345091	27.2048278641728	27.4749247993965	27.8381658393367	27.7940720118072
WP_003516483.1	28.2766576348987	28.2183382048331	28.4086454088393	27.9959157176884	28.1194924809399	28.6927911087925	27.5218014954739	27.7119598682849	26.3126771926708	27.3556237900218	27.2175428493289	26.6074361979213
WP_003516171.1	23.5494329022039	NA	25.5639773616096	NA	24.9750094338899	NA	23.5781834472844	24.8560424791269	21.935869152829	24.5296470059207	NA	NA
WP_003515606.1	30.5965158788794	30.4743002940187	30.2632386391529	30.5201498684088	30.9216369168859	30.8014623822884	30.5597136539297	30.4535452949471	29.9692777830742	30.5414467633686	29.3098277322275	30.1390075678814
WP_003519375.1	28.7839243288586	28.7545479345516	28.6333771250014	28.9967212009584	28.9530178492431	25.9588786323172	29.0626628345644	25.8656913469015	24.0596615497524	25.1872966801646	26.0479911425513	24.3920587355035
WP_003513932.1	28.1178356028786	27.7040476946889	27.8821222638584	27.6402190418	27.1205335768294	27.9984120289387	27.3788496143826	26.8595661717901	27.3888767589971	28.0508039078349	27.0516595491898	27.0160743551411
WP_003515597.1	26.5565019024263	25.7646297829315	26.836508678303	26.6677458502668	27.0884136303274	27.4177931992297	26.952737357176	26.8821348735069	26.2214052772424	27.9198184641691	25.1391062236862	26.4932984951234
WP_003515548.1	24.1733784157997	23.8750630769572	22.7662563865592	23.0865578514141	24.4748831434627	22.3945772378658	24.2189462633362	24.5973396573087	20.29559568685	23.7479977846019	19.4279411188203	23.3126924687553
WP_003512852.1	25.3719412002291	27.7527029580557	28.5700744213734	24.6867198430213	26.2822582074504	25.2333766543125	25.4652213630699	26.8517670135035	26.7297786022842	28.0005409048685	27.4232771212549	28.3375399257771
WP_003516145.1	24.9501020419668	24.5818962274831	24.8086654036456	25.0884592505766	NA	25.8675694467875	NA	25.8398204224906	24.1572815857693	23.6429590615083	24.9119311355763	25.9658386668226
WP_014522610.1	18.4778458224825	NA	18.4778458224825	19.7211104312343	18.4778458224825	19.3565727525554	18.4778458224825	18.4778458224825	18.4778458224825	18.4778458224825	18.4778458224825	23.4168187146206
WP_003512164.1	27.0949155758217	29.4318397717729	27.2201971468486	NA	NA	25.3074743098321	27.8748973557994	23.9280156390316	NA	NA	22.9880750557165	26.7450887608229
WP_003515546.1	26.565836639915	28.0634777688629	27.7704682608251	27.6611569543638	27.4742410925781	27.2550444726721	27.4857055778075	27.2496531470966	26.4271003599073	27.7219552959684	27.1711238591507	26.5758371997234
WP_003516491.1	27.5415767128723	26.5569902064328	26.735207758252	24.5845311400756	24.2266609394671	23.8788601752219	24.5395233249103	24.0023198815774	NA	23.9080201701246	23.4995855197111	26.4353517793389
WP_003519369.1	28.043374006974	27.8019766270416	27.1930916226633	27.9412854295693	28.2516767704145	27.2504311009327	27.6928171476856	27.4189307465313	26.7080985866357	27.3235182460054	27.8473781631348	28.4282689579172
WP_003511600.1	25.4052412974423	24.4125144862452	NA	25.6463728856268	24.0893587005272	24.7635459143738	24.9412927788513	23.9611338834263	25.0251021251276	24.4796477056221	23.111244748652	24.4560608016505
WP_003513010.1	24.6337263095306	24.748994813486	24.4414917731172	25.3811796311284	25.638100427448	25.6431241678031	25.9020083107983	25.4297145645673	24.871017938362	25.3762412520189	26.1337189994514	24.7801802118883
WP_003517950.1	27.1169141626079	27.0529900313137	26.4914577224489	27.1648683976879	26.0868233741604	26.6390472566337	25.9277559289001	26.0574151163175	26.2385312803576	26.4323637326751	26.0754944168471	26.5986834987642
WP_003518248.1	23.6483547926741	23.0034469500672	NA	NA	24.3601191897426	24.0721895445035	NA	NA	NA	24.4187516824892	25.6181182314573	23.8253119899025
WP_003511680.1	28.407512581241	25.6978085713844	28.6112963130964	28.2145125094415	28.8699767324283	26.7264438263112	28.2001584563407	27.1786876583278	25.7208670990037	26.1461855258192	25.6330407928912	25.3327255154498
WP_003513195.1	24.8167742199943	22.9090036863075	24.0902617438148	23.8339198081402	24.1346764509975	NA	24.1851290843225	24.700864285994	NA	NA	NA	24.84981394201
WP_003512174.1	31.5474487283543	31.3186418090058	30.9073130745501	31.3360736196115	31.1209856313833	31.2968804550577	31.2266515070968	31.4890961357778	30.465528016903	30.7133549530408	31.6036706225167	31.9832515771931
WP_003519663.1	25.6383204017914	24.7659687336457	25.4185372600669	26.1516833376739	26.0076443182829	26.5743630716618	26.1961991468584	22.152944429925	27.5051220279013	26.7087826802488	26.6384776717674	26.2839948922672
WP_003514614.1	25.168225251055	24.7380362062244	24.3375755934087	26.3873048303039	26.5258972778675	26.7671972043118	26.3149817920132	25.7644834429622	24.2418833474425	25.3821879599371	25.8653230126566	26.1719683497713
WP_003517416.1	21.6805766701827	22.7984261629797	22.2791036676446	22.2135239778886	22.989768300358	23.2272688074557	22.1060312353891	22.1658754966504	22.792276576049	21.7364626489131	NA	22.5144337329185
WP_003515593.1	32.7926994867557	32.996327948683	31.4019088200504	33.0021017031477	33.0070624468404	32.7913567333402	32.6571864782754	32.1543218354085	31.8625256692376	32.3831516050242	32.7422740248466	32.5139288727632
WP_003513175.1	25.3265062132075	25.0146230622235	25.4271217187784	25.1655802790267	25.4013969095518	25.2641441795127	25.1073518901188	25.2310481608414	NA	25.4387615424741	24.7593554190108	24.6116145419977
WP_003519002.1	26.0664188874868	26.2596176165631	26.2655272162305	25.8663017293644	25.6179157794577	27.2465153160631	26.3563411762143	26.683291671394	26.2177122084702	26.5373047357077	25.35019550876	25.2971787841749
WP_003513930.1	24.7300611624295	23.1744116405814	24.3472870824784	23.4881217980089	23.4927959162931	24.5252269140126	NA	23.5362592286196	NA	23.5535481304741	24.0695921005055	NA
WP_003511674.1	28.9491801238365	27.0576532817416	27.1593326165462	28.4883048051326	27.5961870630625	27.4760688445976	27.8841661932293	30.3800321005987	30.0110740414633	29.2715859622945	26.8114701698767	28.6528971185748
WP_003520554.1	24.0389750331805	24.1221973966063	24.1058953889638	23.6455049112023	23.4138127941813	23.8521677914413	24.1645164839168	22.687303864612	23.5730151068984	24.03739761797	23.8084875606689	23.0324277879771
WP_003512850.1	21.0379184913192	21.1154232346174	22.4396304295927	20.4000156229442	21.6091992307491	22.808654589113	22.6969367746444	23.3972321384594	21.4089047114614	22.6072245411534	20.8572708284957	22.9203897927814
WP_003516452.1	30.8931185849494	30.715627101448	31.1264271978331	31.2164306556816	30.973267917007	30.8902332520501	30.5195892028348	30.6867506631358	31.0369592920633	31.2711886410726	31.1870776788693	30.9151861860511
WP_003516150.1	25.4943375505226	25.4751020009781	25.4529891095457	24.6464088905343	25.6623885986992	25.3710409291235	25.5227232033874	24.988193295432	24.1213514520747	24.5642829846365	25.7677561079462	24.5249497924253
WP_003516558.1	25.2985489304366	25.2862478947108	25.5418552671378	25.1522297473784	25.4233702932332	25.8738656189604	25.7917489328529	25.4716254108908	25.6788112692178	24.7830112178649	25.3134986807346	24.4708868973488
WP_003515284.1	26.7655072868846	26.828621367526	27.2257464046464	26.8250523739367	27.2951142156339	27.3304862164341	26.6159490560959	26.9103718864949	26.6665776067301	26.8968120646256	26.2721722623368	27.2318818530116
WP_003512157.1	21.9168646730178	23.5698179345923	21.1285757963209	21.9646799581436	20.0992570159662	21.1766420168478	20.8098386696825	22.813667721956	23.1462321140198	NA	NA	22.8888174215124
WP_003513132.1	26.5996175252095	28.2505085804546	26.270353775915	26.6895020541121	28.6992679279735	26.6701822189853	28.0949845438441	26.6730390510843	26.9942256053109	27.7005583054129	26.2395858898573	29.369010765374
WP_003519439.1	24.5417783967395	24.8168991647993	24.8952581054415	24.6072135113115	25.0997495295001	24.4459024556859	23.8821236242516	24.4806968906151	23.7860209593459	25.4151268729603	24.1864816088621	25.0946984394484
WP_003514660.1	30.6123238686837	30.2541363268654	31.2899593175642	30.5064309492712	30.9446995269888	30.4106293110645	30.6423553556172	30.8340364278327	30.1223498303154	30.7296545111807	29.8143858342616	30.5186218774993
WP_003511707.1	26.5220556327281	26.4876332998003	26.5505387958044	26.3741485436465	26.6432269422193	27.0847804209723	27.1173864227875	27.5030443927777	26.6743928752376	26.3872166741314	25.6481413044051	26.4065305196367
WP_003511616.1	24.0967266306604	28.4114720979869	27.7311759876708	28.1948613904183	24.8032903130197	24.7595263727803	24.9934389353321	27.9152622205154	25.1085852400564	27.7682484915573	22.8096998921357	27.8628018960154
WP_003513487.1	25.8902733998152	26.4583133799178	24.357100509918	26.1587556876114	23.9148251699121	26.8511095609839	24.5727972001748	23.0692813818602	22.3000492483887	25.134920175752	22.7897118480229	22.5000273313292
WP_003511686.1	27.8663626307862	28.0419584115839	28.2572693841786	26.929447981461	27.7931088282393	27.6726122232972	27.7407029701198	28.1445247391894	27.5870771636396	27.8644262611277	28.2986217715474	28.3845663629986
WP_003514218.1	25.1600138150408	25.4238258845733	25.6971004168013	25.6116871483522	25.6299540137664	25.603131985622	25.3161163536266	25.9536576042371	25.2509298506485	24.6441155836832	23.7622436181597	24.7163693905808
WP_003514625.1	29.6422689134758	30.7820782007832	30.408098603819	30.6707068755948	29.887159148251	29.8213407683894	30.4584585192876	30.7909809542616	29.8757162348573	30.464283194074	30.4766443151283	29.2409856196285
WP_003518533.1	22.7074415486949	20.7472128862818	21.5022452243168	22.5249591169342	22.2569202790787	21.9212976997969	22.8627929229566	21.973613793615	21.8523801682389	23.3609080704973	22.1884194026943	21.871119452843
WP_003519429.1	25.3687675169289	25.4513995113537	NA	25.9365159271625	21.7969878695803	25.3792373739165	25.6402686134215	NA	NA	25.2864464646076	NA	NA
ADU74510.1	30.9498768366485	29.1407485894015	30.6967973952424	30.5352063316312	31.0039863226566	30.9348943730235	30.7976165552984	31.4654180767366	30.1883969100645	29.7049906092668	29.9240019199881	29.8427348145906
WP_003511713.1	23.8279221991388	NA	24.3937238950338	24.0841208669293	24.0514809499379	24.6663387070342	24.3953547387199	25.0451514896042	24.6424147725073	25.2953697866959	24.2213864328115	24.90313356395
WP_003515727.1	29.0565861918381	29.4815603868773	29.6549065659171	30.2101362053884	29.7386672966543	29.4469177607226	29.5051810336575	27.0721135184984	29.6008768530392	29.1800369089346	28.0277610320143	29.6596959489909
WP_003514639.1	29.9378418668431	30.0521311303158	30.2492430910995	28.761517520285	28.2467696914631	30.8155820676494	28.3635200843409	28.0303949418034	NA	30.1453071264774	29.8670750206519	29.4164552884603
WP_003514621.1	30.7115326569838	31.3433408650967	31.5296861138857	30.6107546696849	30.8035041043127	31.5812483434307	30.8434756079543	29.4562383377653	30.6487983430643	31.6014606070625	30.3112547228781	30.8059734670193
WP_003520602.1	28.3057869592301	28.1930680907833	27.9984605690796	28.0564586797287	28.3733283689821	28.0349676801024	28.133926022417	28.2991017215498	26.9085541453679	27.4030631648	26.5773788420242	27.2515507484632
WP_003518180.1	28.3467535346862	27.9449537109233	28.6448594745457	28.0057829346677	28.7502550322689	28.1996865059478	28.6284087911267	28.6905795584824	29.1917268689607	28.6133183337692	28.725182623333	28.3298108309459
WP_003512584.1	29.8618939225544	29.8705289844601	29.3253719358252	30.0631276751012	29.6580820116498	29.7380835586506	29.9231902696422	30.1227318251004	30.1716059982214	29.9704944194604	30.0422731814354	30.4403353287338
ADU73598.1	25.8427942379131	26.0937147367485	27.1881113212953	26.5692437644221	25.6258127340575	26.4960307070025	26.2981610575908	26.2785857413291	25.949982746792	26.6164853483149	26.5133183004406	25.7047823365024
WP_003518390.1	29.4204775995953	29.4947870227001	28.8973186915033	29.3182992984814	28.9294217367493	26.8464629436241	29.0748795628418	29.7898785049314	25.0318842840447	29.307665598714	29.0053410106715	27.4332877876747
WP_003513786.1	23.7036491959052	23.0567768000599	22.6719107243337	23.0086419804035	23.2993705467564	25.0734211001554	23.4351421762988	23.4769691591719	23.3582897313083	22.7329640220589	22.9291250198654	23.859666804533
WP_003515733.1	24.3166691005784	23.5142052232525	24.6104973197292	22.6933157490112	24.2219671639178	23.1867760320312	24.5080094221078	23.2297157582932	24.7149977633683	25.5231558951457	NA	24.165160070417
WP_003518182.1	28.511726520555	27.8941010103257	28.2120606273898	26.6280990292084	29.1707607478481	27.6975957266459	26.8377876914219	29.1589770430333	27.0508990405567	27.4461497725005	26.6439172072959	26.6887729828563
WP_003518605.1	28.6084049230597	29.3480309208706	28.9472304765501	28.6892047100697	29.2630973751042	28.6357638749326	28.8196971622769	28.8557728578979	28.2247053934783	28.6515531094118	28.4015203460362	28.3426345568822
WP_003514637.1	27.2199608912197	27.1687602513602	28.5515568396505	27.4088791101078	28.3180243266587	27.2700801180413	27.8708476658612	27.9005168550697	24.0899572165412	27.5660705191965	27.2656148552419	27.0111704307256
WP_003519427.1	25.3797190960494	29.2615003609895	24.7554460835738	24.3018491133137	29.0329143468081	24.4716112801057	26.1411550969217	25.1299408745461	22.8695089548141	28.9252926989735	23.397707925706	30.0917514323312
WP_003518481.1	26.7396941506341	26.4956122501419	27.1792747602364	27.0215606730959	26.4508353236903	27.2044489194971	27.16126519487	27.2418572955358	27.3279351114333	27.4552254937352	26.6657269160484	26.8562109963085
WP_003514906.1	25.9025119677085	25.2098782083213	25.7804866875403	25.8135013236835	24.9657094699548	24.4345239308207	26.4179139641792	25.5746099974335	NA	25.2635585641822	24.7115354346486	24.580673893401
WP_003513200.1	27.8112460454342	28.1117625605101	27.3449408334559	28.3007991057048	28.5751808316975	28.5439686720494	28.2516428360629	28.0395471865752	27.3965624265838	27.0657897982707	26.9950228699615	27.1606812093564
