Protein	logFC	AveExpr	t	P.Value	adj.P.Val	B	PUF
WP_003513578.1	3.55919160714286	27.6189922831633	3.22761499905842	0.00375690231008753	0.019301555541705	-2.38184003309645	No
WP_003514456.1	-1.26033535714286	28.3029768239796	-3.22706540299422	0.00376183378414863	0.019301555541705	-2.3830877660801	No
WP_003513475.1	3.91241553571428	23.2157320153061	3.22085819112903	0.0038179675577316	0.0194963379127929	-2.39717449335477	No
WP_003517346.1	1.02909267857142	25.5818147066327	3.22066904983107	0.00381969069311861	0.0194963379127929	-2.39760357878865	Yes
WP_003514672.1	-7.17210982142857	26.9153602423469	-3.21775162659883	0.00384636488745132	0.0195814939724795	-2.40422087795898	No
WP_003513911.1	0.644356696428567	28.3715353826531	3.21072709785812	0.00391133254045956	0.0198606522779812	-2.42014495214009	No
WP_003512828.1	3.39300758928571	23.1772125765306	3.20296949851854	0.00398431423409506	0.0201789558109207	-2.43771604445493	Yes
WP_003511666.1	2.19989741071429	20.0459588265306	3.18127362562123	0.00419548681062684	0.0211680773262777	-2.4867741490611	No
WP_003518229.1	-4.10231339285714	23.7885619770408	-3.18069990421183	0.004201215346899	0.0211680773262777	-2.48806974851923	No
WP_003516617.1	3.02263973214286	22.3461030994898	3.16885955682111	0.00432114174242615	0.0217139721384186	-2.514788496861	No
WP_003513104.1	-2.53377214285714	20.7500193877551	-3.16783085473107	0.00433171587047023	0.0217139721384186	-2.51710808015613	No
WP_003517993.1	-1.32079214285714	25.7349104209184	-3.16646316056901	0.00434581325097499	0.0217290662548749	-2.52019160426432	No
WP_003516667.1	0.865554821428571	26.3639082653061	3.15906671980777	0.004422822644026	0.0220430075818138	-2.53685845891141	No
WP_003516558.1	1.36504366071429	25.796755127551	3.15827966425404	0.00443109438124216	0.0220430075818138	-2.53863110934274	Yes
WP_003512944.1	1.02125276785715	25.5555588010204	3.15415036252933	0.00447473759679241	0.0222037612397801	-2.54792859979536	No
WP_003511604.1	1.90887964285714	25.4411596428571	3.15014403510015	0.00451747761017983	0.0223592326160416	-2.55694477010528	No
WP_014522644.1	-3.47259080357143	23.1158614540816	-3.14579712778699	0.00456429672232825	0.022456184700002	-2.56672245263053	Yes
WP_003514745.1	1.58692553571428	27.4895869642857	3.14531942279825	0.00456947039967214	0.022456184700002	-2.56779665919545	No
WP_003513649.1	0.837475446428574	28.3912970982143	3.14513792084217	0.00457143759964327	0.022456184700002	-2.56820478295759	No
WP_003515370.1	1.22027375	26.6234511862245	3.1292083879003	0.00474730954020577	0.0232618167470083	-2.60398843478465	Yes
WP_003517951.1	-3.25836714285714	21.8129797704082	-3.12342246763247	0.00481279142346253	0.0235238683042059	-2.61696833524688	No
WP_003512374.1	4.24960669642857	22.986778877551	3.11158572661124	0.00494947724622386	0.0241002470789361	-2.6434931766074	No
WP_003520339.1	2.92301071428572	23.0927378443878	3.11108800892335	0.00495530590449554	0.0241002470789361	-2.64460764263321	No
WP_003515732.1	-0.799910803571432	27.3282826785714	-3.10908039432492	0.00497888384991739	0.0241549810540546	-2.64910228715387	No
WP_003518751.1	0.983261428571428	26.0424860331633	3.1058219046908	0.00501738270411081	0.0242190616364039	-2.656394956862	No
WP_003514835.1	-4.15024392857143	23.2879604464286	-3.10563592777531	0.00501958864128351	0.0242190616364039	-2.65681109196023	No
WP_003515523.1	3.20405580357142	22.5623399362245	3.10482970952022	0.00502916228878387	0.0242190616364039	-2.65861494254338	No
WP_003517819.1	-3.67513303571428	21.7206816836735	-3.09692854786883	0.00512392244054211	0.0246091962788124	-2.67628337194766	Yes
WP_003516870.1	1.18215446428572	22.6434774362245	3.09599048527007	0.00513528636634401	0.0246091962788124	-2.67837986484728	No
WP_003517613.1	0.895027857142864	29.2529206505102	3.08992870110482	0.0052093076852724	0.0249030318613022	-2.69192136352072	No
WP_003513622.1	-3.64518785714286	22.3975977295918	-3.08372698700678	0.00528610044400257	0.025208654185511	-2.70576449263991	No
WP_003519059.1	0.564663750000001	31.2101074362245	3.07595113359004	0.00538392557393496	0.0256128498177488	-2.72310557325123	No
WP_003518029.1	2.06087892857143	23.8327372704082	3.07438988345474	0.00540377600888704	0.0256450386862436	-2.72658522424717	No
WP_003516241.1	-1.10318821428572	27.5207370535714	-3.0672933750867	0.00549489511023275	0.0260144792658362	-2.74239264320431	No
WP_003516243.1	2.19164330357143	24.5669639795918	3.06231706905624	0.00555967048030607	0.0262577208226503	-2.75346850042483	No
WP_003513133.1	1.317954375	26.4986894515306	3.05387284214036	0.00567127057130847	0.0267204094225111	-2.77224622346331	No
WP_003512399.1	-2.37616973214286	26.6598860714286	-3.05059715463347	0.00571513966138144	0.0268625269455818	-2.77952478240699	No
ADU73504.1	0.657745982142856	30.96616625	3.04688239387974	0.00576528363634517	0.0270333873857333	-2.78777508538799	No
WP_003519206.1	3.68942169642857	21.9573191454082	3.04411351228552	0.0058029343301701	0.0271449911387432	-2.79392195081107	Yes
WP_003517791.1	-1.53831294642857	23.4971198596939	-3.04145141086456	0.00583935574232173	0.0271450939138525	-2.79982959742336	No
WP_003513128.1	0.907569107142859	30.2559494005102	3.04107767121645	0.0058444865915215	0.0271450939138525	-2.80065881748619	No
WP_003518355.1	0.929211964285713	24.9436881505102	3.04098425436655	0.00584576973230215	0.0271450939138525	-2.8008660758639	No
WP_003519194.1	2.83558232142857	24.6366787627551	3.03885370293403	0.0058751078130044	0.0271450939138525	-2.80559228974446	Yes
WP_003517747.1	1.09276982142857	25.4637255612245	3.03854064759628	0.00587943054263129	0.0271450939138525	-2.80628662688858	No
WP_003517604.1	2.99437383928572	23.6574487627551	3.03806143468601	0.00588605352723843	0.0271450939138525	-2.80734943389513	No
WP_003518481.1	-0.815474285714288	26.8553682908163	-3.03026901664271	0.00599475991930567	0.0275815245113594	-2.8246218581783	No
ADU75731.1	1.21673464285714	25.5401178188776	3.02359283279075	0.00608942557358323	0.0279514616492345	-2.83940541340038	No
WP_003516144.1	0.961564017857146	27.2136026403061	3.02151537868042	0.00611917466710517	0.0280223886624442	-2.84400289675869	No
WP_003514326.1	-0.853482142857143	26.9790324362245	-3.01747405240267	0.00617744647779832	0.0281853829575545	-2.85294271786641	No
WP_003516678.1	1.04183008928571	26.0205850637755	3.01705439828352	0.0061835278937492	0.0281853829575545	-2.85387074803248	No
WP_003517353.1	0.887753392857139	27.437510255102	3.00976486472042	0.00629008519735352	0.0286045637745079	-2.86998229939556	No
ADU74284.1	3.66654982142857	20.5806832908163	3.00796166713152	0.00631671459913535	0.0286591680886696	-2.87396525291169	Yes
WP_003516155.1	1.30245660714285	24.6227519387755	2.99438881333951	0.00652065553105842	0.0294528579639201	-2.90391295253752	Yes
WP_003514309.1	-0.611048660714289	32.0887880867347	-2.99432007478105	0.00652170426343944	0.0294528579639201	-2.90406447388418	No
WP_003520552.1	0.752984553571427	26.8965239540816	2.98126009869435	0.00672391851520384	0.0302962765282748	-2.93282582012621	No
WP_003517223.1	-3.28195580357144	21.2926729591837	-2.97645608693414	0.00679980189729046	0.0305679167859846	-2.94339190927857	No
WP_003517316.1	3.149569375	21.8189900255102	2.97337360155551	0.00684892359932219	0.0307182843356327	-2.95016776001291	No
WP_003512807.1	2.36787285714286	23.2619427678571	2.97171700740518	0.00687546286461714	0.0307669114489717	-2.95380799816625	No
WP_003516403.1	1.17661660714286	24.1048365688776	2.96118012726835	0.00704658669942726	0.0314608426671468	-2.97694143365433	No
WP_003517211.1	-3.82160080357144	23.9887380102041	-2.95332081701349	0.00717687182106112	0.0319697017483631	-2.99417308540256	No
WP_003512104.1	0.657173839285711	27.5048899872449	2.93553678429468	0.00748023987891861	0.0332455105729716	-3.03309075906022	No
WP_003512952.1	-2.17427125	23.3421275892857	-2.93324785345069	0.00752016461584389	0.0333473363055521	-3.03809221855356	No
WP_003517953.1	-2.25203303571428	23.1541481632653	-2.92489391600226	0.00766761323173025	0.0339244287453528	-3.0563314369401	No
WP_003512200.1	-1.02778080357143	30.1086866709184	-2.91507633652886	0.00784442586955559	0.0346285466313715	-3.07773664395883	No
WP_003517147.1	-1.11415526785714	26.6751134056122	-2.91405879681375	0.00786297263266031	0.0346324187865488	-3.07995334105558	Yes
WP_003515569.1	-1.34602696428571	25.0088248341837	-2.90735451477154	0.00798622266844205	0.0350964045518978	-3.09454985951619	No
WP_003516112.1	-0.842515267857138	26.5755310714286	-2.9060883354963	0.00800970590995384	0.0351208581286567	-3.09730488177411	Yes
WP_003512626.1	-0.930371339285706	31.2056663520408	-2.89432733008913	0.00823100309311395	0.0360106385323735	-3.12286925407464	No
WP_003513613.1	-3.91570491071429	22.4747838265306	-2.88928204478318	0.00832771299143109	0.036316938326716	-3.13382157988078	No
WP_003513575.1	-2.89336741071428	26.0442457142857	-2.88874490994968	0.00833807257501133	0.036316938326716	-3.13498708327552	No
WP_003519113.1	0.881369017857146	27.0681296173469	2.88284028523977	0.00845276648755917	0.036734861010235	-3.14779274536971	No
WP_003512988.1	-0.794774553571425	25.9656765178571	-2.88173648880582	0.00847437327733884	0.0367472823530622	-3.15018527999611	No
WP_003514859.1	3.51737669642857	23.6504067091837	2.87882405093008	0.00853163716310669	0.0369139267984307	-3.1564961273368	No
WP_003516271.1	0.813629732142861	27.1694749234694	2.87690596152344	0.00856955153024715	0.0369963017605384	-3.16065076602682	No
WP_003520554.1	-1.570741875	23.1500705612245	-2.86312432690177	0.008846727912914	0.0381089817787065	-3.19046478931618	No
WP_003515685.1	-0.745790357142862	25.9086862627551	-2.86156211774317	0.0088786804587666	0.0381627493403126	-3.19384017745154	No
WP_003516132.1	-1.09412258928572	25.8342341326531	-2.84271332787329	0.00927296447534445	0.0397518653300359	-3.23449840460961	No
WP_003512799.1	2.555929375	22.9378320663265	2.84196503256595	0.0092889562863043	0.0397518653300359	-3.2361099484765	No
ADU73859.1	1.41226883928572	23.9912589285714	2.83786291249153	0.00937708969239594	0.0400416030437822	-3.24494082896681	No
WP_003517824.1	2.16812580357143	27.3813354719388	2.83215225871268	0.00950110695588669	0.0404829774642129	-3.25722453301651	No
WP_003515849.1	0.569083660714288	30.80675	2.83034244066095	0.00954073474824848	0.0405636444827918	-3.26111505211203	No
WP_003519032.1	-0.582975446428573	28.8921455867347	-2.82684079885957	0.00961785316467844	0.0408030134259085	-3.26863911456044	No
WP_003516581.1	1.34681125	22.6655105994898	2.82130993455222	0.00974087009092588	0.0412356487650426	-3.28051445635461	No
WP_003517185.1	0.731243571428575	27.7467478316327	2.81873893532377	0.00979856157819179	0.0413904756320171	-3.28603091234041	No
WP_003513594.1	-2.13996973214285	25.9063446683673	-2.8122487114534	0.00994564497127348	0.0419214282660129	-3.29994602037026	No
WP_003514503.1	-3.59472517857143	21.6097054464286	-2.80581743926746	0.0100934586341497	0.0424531736543637	-3.31371966957304	No
WP_003514630.1	-1.21944526785714	30.3419541836735	-2.80137128982926	0.0101968635992408	0.0427074187616911	-3.32323303810526	No
WP_003515762.1	-0.713644464285714	26.8652913520408	-2.80134467061308	0.0101974857043222	0.0427074187616911	-3.32328997315621	No
WP_003514341.1	3.44841133928571	21.8327851530612	2.79960980245239	0.0102381082382231	0.0427675275125243	-3.32700007220197	No
WP_003513126.1	-0.451766428571428	28.8781456760204	-2.79886996121429	0.0102554785361665	0.0427675275125243	-3.32858192320282	No
WP_003515850.1	-0.930590000000002	27.6773999744898	-2.79209897001673	0.0104157547640154	0.043264016880006	-3.3430496173925	No
WP_003517497.1	0.84477857142857	26.9078385459184	2.79197624412232	0.0104186816160015	0.043264016880006	-3.34331169242747	Yes
WP_003518914.1	-2.26005205357143	25.3758859311224	-2.78803993690311	0.0105129721728173	0.0434004565973654	-3.35171453549979	No
WP_003520172.1	3.534424375	22.2209372704082	2.78802154749009	0.0105134145670659	0.0434004565973654	-3.35175377799912	No
WP_003513908.1	2.44946303571428	24.6017469642857	2.78783232174007	0.0105179677978309	0.0434004565973654	-3.35215757326554	No
WP_003512930.1	-1.94924741071429	21.1408665306122	-2.78590549069057	0.0105644386068055	0.0435006295574344	-3.3562685501106	No
WP_003516354.1	-2.57392196428571	24.5121638137755	-2.7818388189993	0.0106631572697417	0.0438150697037604	-3.36494045754124	No
WP_003515361.1	-0.568291517857141	29.7904780102041	-2.77480499437285	0.0108359708705255	0.04443201444818	-3.37992512200318	No
WP_003512977.1	1.95860361607143	26.9070869451531	2.77238337190512	0.010896079233756	0.0445852093907342	-3.38507981244847	No
WP_003513758.1	2.89723535714286	22.9861829719388	2.77056283273616	0.0109414756458292	0.044646618550386	-3.38895358759786	Yes
WP_003518893.1	-1.87932946428572	21.3038807653061	-2.76995610230229	0.010956644654457	0.044646618550386	-3.39024432370585	No
WP_003514760.1	2.18835919642857	21.9132975765306	2.76824699457815	0.0109994816127784	0.0447281824917959	-3.39387947557642	No
WP_003513630.1	1.81827142857142	24.9416290433673	2.76697202343174	0.0110315406522237	0.0447656722119224	-3.39659053626238	No
WP_003513028.1	-2.21401116071429	21.160653252551	-2.75599327515896	0.0113112851196453	0.0458060306498033	-3.41991011130699	No
WP_003514987.1	1.36326178571428	24.8535899107143	2.75264828483442	0.0113978431965768	0.0460613869387434	-3.42700603934193	Yes
WP_003517108.1	0.943545624999999	27.2606489668367	2.74569135664157	0.0115798784471131	0.0467007443546123	-3.44175057936339	No
WP_003516570.1	1.76261285714286	19.9569240114796	2.73981746432604	0.0117357126263025	0.0471928367972792	-3.4541853614012	Yes
WP_003519027.1	-1.96037946428572	22.3860798469388	-2.73928063202372	0.0117500532434042	0.0471928367972792	-3.45532115446524	No
WP_003513451.1	2.45038267857143	21.3332497704082	2.73601273911422	0.0118377078087107	0.0474476632005581	-3.46223275487569	No
WP_003518360.1	-2.29648892857143	20.2379721173469	-2.73352885788482	0.0119047459529228	0.0476189838116914	-3.46748342544671	No
WP_003515832.1	3.97090910714286	23.2029035331633	2.73230068496665	0.0119380258712475	0.0476548486917416	-3.47007878024379	No
WP_003520409.1	-1.26447285714286	23.3206258673469	-2.7287789667054	0.012033942402325	0.0479400957490996	-3.47751759375625	No
WP_003517018.1	0.540127589285714	27.994597372449	2.72545932067549	0.0121250216711174	0.0482049543111362	-3.4845251912385	No
WP_003511686.1	-0.819201964285714	27.5694902423469	-2.72164412288594	0.0122305013336513	0.0485258757367543	-3.49257360237129	No
WP_014522646.1	-4.59170214285714	21.3794771428571	-2.71393502288534	0.0124462869422948	0.0492822674886823	-3.50881919403422	No
WP_003519009.1	-1.02999017857143	26.4200131632653	-2.70900410065721	0.012586187882198	0.049735742437718	-3.51919809799789	No
WP_014522599.1	1.25187035714285	24.0287806887755	2.70724949535042	0.0126363268726607	0.049833401751338	-3.52288900094571	Yes
WP_003519151.1	0.919958303571427	26.1079865178571	2.70512128959022	0.0126973946964499	0.0499571204481823	-3.52736417041299	No
WP_003511986.1	0.566837500000005	27.4227886862245	2.7043819404914	0.0127186750528791	0.0499571204481823	-3.52891844973842	No
WP_003517060.1	1.88251232142857	24.0956820408163	2.68887910422479	0.0131727103070794	0.0516370244037511	-3.56145924121593	Yes
WP_014522596.1	3.21341919642857	24.4165430739796	2.68615968112556	0.0132539134800681	0.0518516375667335	-3.56715754686814	No
WP_004463183.1	-4.31893526785714	23.8721902040816	-2.68475014921321	0.0132961881288076	0.0519134038495278	-3.57010993462918	No
WP_003519434.1	2.43250910714286	23.7901869387755	2.68279245182789	0.0133551141719106	0.0520398087016795	-3.57420918801892	No
WP_003514141.1	1.02181428571429	25.897045255102	2.67801967641141	0.0134998059107848	0.0524992452086077	-3.58419655770201	Yes
WP_003517666.1	1.08068	26.6415121556122	2.67462512822297	0.0136036124257241	0.0527687809929071	-3.59129433516307	No
WP_003511544.1	0.999367767857141	25.4942086734694	2.6739951205171	0.0136229608073526	0.0527687809929071	-3.5926111308767	No
WP_003516876.1	1.50368017857143	23.8983144260204	2.67039278766835	0.0137340919086185	0.0530943198045214	-3.60013739512503	Yes
WP_003518976.1	-0.909156874999994	27.0169202295918	-2.66723066838332	0.0138323454174207	0.0532727475441904	-3.6067396221635	No
WP_003512050.1	-0.861337142857142	27.384586122449	-2.6671581524471	0.0138346063775474	0.0532727475441904	-3.60689098172152	No
WP_003518803.1	2.59805116071428	22.7980111607143	2.66102736110043	0.0140270199108997	0.0539077627948304	-3.61967983967469	No
WP_003517192.1	1.05645866071428	28.034925369898	2.65965015532957	0.0140705882160249	0.0539693794587255	-3.62255060163838	No
WP_003516223.1	-4.20931758928571	23.4518776403061	-2.65691311991358	0.0141575533280005	0.0541380879534051	-3.62825361775454	No
WP_003513422.1	1.46980848214286	22.0246514668367	2.65652845611092	0.0141698158776004	0.0541380879534051	-3.62905487720183	Yes
WP_003511558.1	2.16887776785714	21.022926619898	2.64960070370838	0.0143923803423015	0.0548814503325115	-3.6434751441308	No
WP_003512026.1	1.37585910714286	22.904492869898	2.64766708884638	0.0144550849214379	0.0550135270796473	-3.64749650483701	No
WP_003520472.1	2.06603223214286	26.1803168494898	2.6450440982859	0.0145405556078872	0.0551760131339002	-3.65294911952029	Yes
WP_003517480.1	-0.527316517857148	27.811303252551	-2.64409557915319	0.0145715800774359	0.0551760131339002	-3.6549201851875	No
WP_003517161.1	-0.620547410714281	29.1480193494898	-2.64377035154826	0.0145822320425308	0.0551760131339002	-3.65559593780917	No
WP_003513878.1	2.21956008928571	24.1432394132653	2.6417074181762	0.0146499685521992	0.0553255074418311	-3.65988125485899	No
WP_003518303.1	-1.14677294642857	25.9256123596939	-2.63980369148322	0.0147127397342787	0.0554557113061275	-3.66383429974389	No
WP_003516759.1	1.44186169642857	21.1944500637755	2.63564145159339	0.0148508617092075	0.0558688847409726	-3.6724718923273	No
WP_003512586.1	0.613379285714281	31.6253700510204	2.61902916281399	0.0154143544017323	0.0578776525429027	-3.7068746577497	No
WP_003516611.1	-4.40367848214286	20.940864119898	-2.61460488860979	0.0155677758690785	0.0583219851043025	-3.71601758906057	No
WP_003520706.1	-1.79961580357142	20.2976937627551	-2.61336881495861	0.0156108947756594	0.0583219851043025	-3.71857051648213	Yes
WP_003511918.1	0.762063392857144	28.9476136607143	2.61305212019012	0.0156219602957953	0.0583219851043025	-3.7192244995411	No
WP_003517461.1	1.94160678571428	24.5659744642857	2.61128516789884	0.0156838338983556	0.0584416624349372	-3.72287252962158	No
WP_003516560.1	0.742919910714281	25.3645919387755	2.61010415799612	0.0157253175418327	0.0584850519582392	-3.7253100979615	Yes
WP_003516491.1	3.11898267857143	24.9349884183673	2.60849680542259	0.0157819420454579	0.0585395299455906	-3.72862668175095	No
WP_003519180.1	-0.570267589285713	29.9745698341837	-2.60651473369626	0.0158520305516415	0.0585395299455906	-3.73271495638175	No
WP_003513767.1	0.948420267857145	26.8492583163265	2.60647208688888	0.0158535417976422	0.0585395299455906	-3.73280290263809	No
WP_003515939.1	-2.323418125	22.2408185714286	-2.60630585092996	0.0158594338781166	0.0585395299455906	-3.73314570714975	No
WP_003516188.1	1.27719008928572	28.9850675255102	2.60535714421481	0.0158930992231453	0.0585535234536934	-3.73510186545899	No
WP_003515029.1	1.67935	24.7287565561224	2.60435935247656	0.0159285786492515	0.058574135370606	-3.737158823332	Yes
WP_003519094.1	-0.850788214285711	30.3607808290816	-2.59935323987709	0.0161077091044096	0.0591219285480204	-3.74747262239242	No
WP_003513371.1	0.893060357142858	25.0359979719388	2.5921064303741	0.0163703634630538	0.0599736680141785	-3.76238397011909	No
WP_003517853.1	2.07488964285714	21.607582869898	2.58826780591432	0.0165111111022684	0.0603764510456085	-3.77027343306401	No
WP_003515373.1	0.846231071428569	28.4704426020408	2.58414760583366	0.0166634433843342	0.0608200168217786	-3.77873461032619	No
WP_003511612.1	4.90782553571429	23.2645068112245	2.58318948913608	0.0166990549851078	0.0608367058937013	-3.7807011422032	No
WP_003512777.1	-2.51430116071429	23.4454428443878	-2.58091235007301	0.0167839784951125	0.0609586864059817	-3.78537338449587	No
WP_003517590.1	1.46320053571428	21.4017382015306	2.58062455773772	0.0167947401322603	0.0609586864059817	-3.78596371949112	No
WP_003517994.1	0.785851696428566	27.8799487755102	2.57556434414636	0.0169850186251927	0.0614584009168243	-3.79633768321353	Yes
WP_003513147.1	4.71365455357143	24.8248671045918	2.57529695185597	0.0169951292331218	0.0614584009168243	-3.79688555862136	No
WP_003516520.1	-0.541305803571426	25.7363356505102	-2.56982311627648	0.0172033466702083	0.0620967946106965	-3.80809443444847	No
WP_003514573.1	2.68816455357143	25.3319666454082	2.56836838497245	0.0172590826391615	0.0621834595087437	-3.81107113694333	No
WP_003511606.1	1.36490410714286	23.3212603571429	2.5664123182177	0.0173342927524952	0.0623398418254874	-3.81507223813716	No
WP_003516980.1	4.28294794642857	21.5663944579082	2.56169072459618	0.0175171007631041	0.0628819001752456	-3.82472333739633	Yes
WP_003519601.1	-5.12464741071429	24.9419890306122	-2.55909720664827	0.0176182802919416	0.063129486969297	-3.83002045249918	No
WP_003515020.1	-0.80789321428572	30.5770348596939	-2.55222032360911	0.0178892143016867	0.0639833212250109	-3.84405189625313	No
WP_003518135.1	2.94101633928571	20.8975422193878	2.54842885945458	0.0180402489363105	0.0643598668397728	-3.85177906912816	No
WP_003515604.1	-2.11766392857143	20.7313049107143	-2.54793107193558	0.0180601667152424	0.0643598668397728	-3.8527931139907	No
WP_003512386.1	-1.28192508928571	26.1086514413265	-2.54582615331004	0.0181446172000022	0.064543465902004	-3.85707984849868	No
WP_003514339.1	-2.63251178571429	23.7189423979592	-2.53320263383735	0.0186588627978492	0.0662524838474355	-3.88274707462628	No
WP_003520198.1	-0.889697500000004	27.1594253954082	-2.53009319889193	0.0187876026620776	0.066588971460528	-3.88905861981039	No
WP_003514722.1	2.15884241071428	24.3176146173469	2.5245124705126	0.0190207410271285	0.0672935964136676	-3.90037562411957	Yes
WP_003516178.1	3.29958928571428	22.4617209693878	2.51664099637925	0.0193541635878395	0.0683498389768747	-3.91631433590575	No
WP_003515844.1	0.615542589285717	28.5665469642857	2.50876763964305	0.0196931062497557	0.0694217414559734	-3.93222906079807	No
WP_003513826.1	-0.65347776785714	27.8151856377551	-2.50469669463722	0.0198705175467437	0.0699213902901575	-3.94044686934604	No
WP_003513628.1	-2.07781544642857	20.3265643112245	-2.50338049713991	0.0199281947837809	0.0699986770182985	-3.94310220812953	Yes
WP_003515378.1	0.907014374999999	28.3464087882653	2.50129658456638	0.0200198328748753	0.0701484708795805	-3.94730475643953	No
WP_003517085.1	0.850186964285712	28.8321547767857	2.500784295996	0.0200424202513087	0.0701484708795805	-3.94833756836174	No
WP_003520369.1	-2.17082964285715	22.7478908928571	-2.49966683191519	0.0200917727954473	0.0701958550429175	-3.950590046394	No
WP_003516418.1	-2.63836125	21.962866619898	-2.49753872760382	0.0201860728783099	0.0703998271200845	-3.95487811020876	No
WP_003515458.1	-1.31178232142857	24.7448226403061	-2.49423798260856	0.020333149626222	0.0707868086454621	-3.96152493744462	No
WP_003514587.1	0.75705107142857	30.6494033545918	2.49215659758479	0.0204264050811349	0.0709136882491334	-3.96571374704471	No
WP_003515296.1	4.32781232142857	20.9194632908163	2.49181037266045	0.0204419560514083	0.0709136882491334	-3.96641033689558	No
WP_003517987.1	-1.63372321428572	24.9435735841837	-2.48803994710866	0.0206120219305785	0.0713773197596004	-3.97399273160987	No
WP_003515665.1	2.10807401785714	22.6862283418367	2.48431796583068	0.0207811919582132	0.0718362191148111	-3.98147133028554	Yes
WP_003511564.1	1.09410857142857	26.2390551913265	2.48074858235322	0.0209446374360843	0.0722737488991642	-3.98863735040709	No
WP_003513891.1	-0.648061249999998	26.4364307142857	-2.47604382913754	0.0211618974711771	0.0728431908063193	-3.99807383630155	No
WP_003515019.1	-0.890550267857137	29.8612127806122	-2.47556795079478	0.0211839891630622	0.0728431908063193	-3.99902775448404	No
WP_003520981.1	1.91856276785714	22.8550541709184	2.47098031871967	0.0213980618984274	0.0734504401417122	-4.00821849816794	No
WP_003516421.1	2.27343348214286	23.8054458035714	2.46692879172929	0.0215887866920252	0.0739755627908557	-4.01632713323716	No
WP_003514625.1	-1.00405758928571	29.5855184438776	-2.46462171062816	0.0216980958888799	0.0742203629008807	-4.02094107493089	No
WP_003515678.1	0.834454375000007	27.1519732397959	2.4632434416646	0.0217636429223094	0.0742703109518155	-4.02369630238421	No
WP_003513817.1	0.624615446428571	25.8597199617347	2.46205787627641	0.0218201723937904	0.0742703109518155	-4.02606559978563	No
WP_003518228.1	-3.04089741071429	20.1927953954082	-2.46192792164845	0.0218263770960437	0.0742703109518155	-4.02632526833945	No
WP_003516518.1	0.927859196428575	25.3407664030612	2.45709139053525	0.0220584653221391	0.0749299688585661	-4.03598378137382	No
WP_003513421.1	1.65814151785715	22.5154922066327	2.45430865866966	0.0221930340813484	0.075256655362358	-4.04153593079143	Yes
WP_003514906.1	1.30836196428572	25.3825799617347	2.44249635445947	0.0227727749660082	0.0770891864134302	-4.06506365657861	No
WP_003519140.1	1.813230625	23.3807693367347	2.43625677038389	0.02308464296119	0.0780101727654008	-4.07746515729293	No
WP_003517088.1	0.540612410714285	29.2967725	2.43003699960952	0.0233994522760855	0.0789379112928186	-4.08980895619985	No
WP_003513605.1	-3.22605392857142	23.8172035714286	-2.4242934872144	0.0236936798720047	0.0797931487098439	-4.10119126057512	No
WP_003516583.1	-1.81947883928571	21.4260741581633	-2.42325550341624	0.0237472172842367	0.0798362708012073	-4.10324662737827	No
WP_003519665.1	1.38598580357143	22.0231609311224	2.42206581527205	0.0238087169496291	0.0799059678446456	-4.10560176012877	No
WP_003519451.1	4.27488625	22.4398491326531	2.42080624346955	0.0238739896855754	0.0799105340433081	-4.10809450001189	Yes
WP_003512910.1	0.500348482142854	27.9439871811224	2.41977535749761	0.0239275347103876	0.0799105340433081	-4.11013409824554	No
WP_003517988.1	-0.550148303571429	27.5069871811225	-2.41968199460037	0.0239323895323581	0.0799105340433081	-4.11031879078693	No
WP_003514104.1	-2.44694669642857	22.1562047704082	-2.41730827653654	0.024056128004524	0.0801870933484134	-4.1150131321005	Yes
WP_003517144.1	3.15086901785715	23.8727677933673	2.41403413788445	0.0242277747861376	0.0806221368095579	-4.12148374773348	No
WP_003518034.1	1.33366580357143	23.4026932653061	2.41176322076493	0.0243474917521366	0.0808337781351781	-4.12596869708387	No
WP_003516137.1	0.861048125	26.7794000637755	2.41126445336473	0.0243738586111685	0.0808337781351781	-4.12695340644796	No
WP_003517974.1	-1.06258285714285	27.9633163265306	-2.40613640376615	0.0246464822437635	0.0815709108838365	-4.13707070240511	No
WP_003512078.1	3.46681776785714	24.5458244132653	2.40496238912155	0.0247092916092602	0.0815709108838365	-4.13938517222366	No
WP_003515551.1	-2.27472446428572	24.2782650892857	-2.40474421478305	0.0247209801352035	0.0815709108838365	-4.13981521108538	No
WP_003514589.1	0.507438482142859	31.1556762627551	2.40027376943883	0.0249616079328677	0.0822264731906232	-4.1486217508471	No
WP_003512190.1	-0.655904732142854	26.7775476020408	-2.39454417572322	0.0252731727903384	0.0831131185722538	-4.15989460277787	No
WP_003511665.1	0.768128035714287	26.4616010969388	2.39228865206157	0.0253968055210227	0.0833797970204431	-4.1643279267537	No
WP_003516913.1	2.41925017857143	25.7087240561224	2.3859445905167	0.0257475424540629	0.0842989103232832	-4.17678416138778	No
WP_003518631.1	0.412681607142858	27.6752377678571	2.38567080094822	0.0257627792263503	0.0842989103232832	-4.17732129115674	No
WP_003517961.1	-2.72392401785714	21.2660338392857	-2.38438593221514	0.0258343950924096	0.0843130804007517	-4.17984150159374	No
WP_003514543.1	-2.54346508928572	21.5540864923469	-2.38405010668568	0.0258531435310468	0.0843130804007517	-4.1805000748127	No
WP_003512661.1	0.494293571428571	28.0035481887755	2.37547299484094	0.0263362575722466	0.0857459548863844	-4.19730156677497	No
