Protein	logFC	AveExpr	t	P.Value	adj.P.Val	B	PUF
WP_003513449.1	-2.04482294642857	29.3015525510204	-4.92251162835038	5.80465348753476e-05	0.000729302617664623	1.66588326141822	No
WP_003516357.1	-4.19681017857143	27.1397089923469	-4.91694954061411	5.88495058139811e-05	0.00073468172863314	1.65238464320181	Yes
WP_003516657.1	1.20162866071428	27.5048074489796	4.9106784790896	5.97682633962257e-05	0.000741429090231661	1.63716439612698	No
WP_003512461.1	1.22170482142857	27.9925134311225	4.90469705841194	6.06580537426764e-05	0.000747734498966325	1.622646137363	No
WP_003513023.1	-5.51847267857143	23.4745975510204	-4.8800648562695	6.44652206529714e-05	0.0007896989529989	1.56284852362562	No
WP_003512101.1	4.73670339285714	25.6086342729592	4.87505328998536	6.52688111901812e-05	0.000794576831880467	1.55068052655596	Yes
WP_003516997.1	1.18871517857143	25.9186279591837	4.86376430478948	6.71161294417533e-05	0.000812022306826151	1.52326893603252	No
WP_003518396.1	2.36557633928571	23.2235509566327	4.83308592660139	7.24067232744674e-05	0.000869340166406243	1.44876272744266	Yes
WP_003518903.1	-1.13135303571428	27.0717778826531	-4.8312257104754	7.27407078013387e-05	0.000869340166406243	1.44424435896981	No
WP_003518669.1	1.16840223214286	28.1442038392857	4.82065108769344	7.46689640343153e-05	0.000886976784892472	1.41855793304461	No
WP_003516160.1	1.78865607142858	25.718796122449	4.80128903164574	7.83339386662074e-05	0.000924906745697388	1.37152124320836	Yes
WP_003516352.1	-1.24343732142857	27.9169599617347	-4.78849068483726	8.08553449233043e-05	0.0009489609344292	1.3404266614561	No
WP_003515434.1	-2.21236089285714	26.5917414923469	-4.78506141510907	8.15447110701178e-05	0.000951354962484707	1.33209457755174	No
WP_003516377.1	1.380559375	25.8546005867347	4.7708665938121	8.44616764558626e-05	0.000973655759046843	1.29760378670253	No
WP_003518339.1	-3.63513035714286	21.8690249553571	-4.77001935749136	8.4639062183896e-05	0.000973655759046843	1.29554507747412	No
ADU74011.1	1.179920625	25.7953072576531	4.76855519533719	8.49464973454133e-05	0.000973655759046843	1.29198727244092	No
WP_003515302.1	-5.89501383928571	21.4972146045918	-4.75771290886749	8.72583171036024e-05	0.000994338962343376	1.26564054080354	No
WP_003518740.1	-2.88683035714286	22.2000883673469	-4.75030285946152	8.88746048054601e-05	0.00100690303710232	1.24763339295626	No
WP_003513961.1	1.39999004464285	30.0042059119898	4.73318165903758	9.2725181192496e-05	0.00104449054676605	1.20602515599363	No
WP_003514728.1	-1.00892794642856	27.7162105994898	-4.72307290074669	9.50769490392754e-05	0.00106486182923988	1.18145751803121	No
WP_003513096.1	-6.63936964285714	22.2602871428571	-4.69741917129578	0.000101317888240197	0.00112831284631128	1.11910748624274	No
WP_003516184.1	0.779209017857141	30.7816991709184	4.69196042305387	0.000102698104208024	0.00113722194490241	1.10583987296448	No
WP_003516337.1	2.09569758928572	22.7410158673469	4.67658544724544	0.000106687962918063	0.00117229545662324	1.06847014231105	No
WP_003517401.1	-3.36352348214286	21.5978502806122	-4.67517503495253	0.000107061676905898	0.00117229545662324	1.06504203039071	No
WP_003515658.1	1.17906419642857	26.8514133290816	4.66730999776568	0.000109169898119435	0.00118873889063385	1.0459254253244	No
WP_003512015.1	-1.87101303571428	29.4270656122449	-4.66152938035805	0.000110745929020047	0.00119923768441598	1.03187514169891	Yes
WP_003514085.1	3.50477875	21.7768040943878	4.65621705116982	0.00011221442493657	0.00120846303777845	1.01896307305962	No
WP_003517996.1	-3.51108232142857	25.0373299234694	-4.64432622474033	0.000115572680182296	0.00123782761288143	0.990061500182721	Yes
WP_003519329.1	-2.14396660714286	25.2413780484694	-4.63525941896914	0.000118201010287924	0.00125909771828441	0.968024112918267	No
WP_003516592.1	-3.56324803571429	24.8042433163265	-4.59786405840871	0.000129690670615493	0.00137402007787225	0.877136264537188	No
WP_003514694.1	3.57379875	23.1097055739796	4.58320962731114	0.000134493071279492	0.00141723881563335	0.841521847622879	No
WP_003512097.1	0.950798035714286	29.9031938647959	4.57328904797398	0.00013784499313727	0.00144479244143876	0.817413155518941	No
WP_003514399.1	2.94085687500001	23.0422183163265	4.56415796538277	0.000141004156004368	0.00147004332855617	0.795223997197198	No
WP_003518650.1	1.70383892857143	25.4574119387755	4.5568721709489	0.000143576881193325	0.00148894543459744	0.777519715262811	No
WP_014522642.1	-4.34507169642857	23.6113477168367	-4.55191576603333	0.000145353908642704	0.00149944032073527	0.765476168010826	Yes
WP_003515515.1	2.72394169642858	24.7464454336735	4.54514993996273	0.000147815314877885	0.00151684825738563	0.749036446164238	No
WP_003518875.1	1.08176892857143	29.8430503188776	4.53447048346312	0.00015178579505554	0.00154860139851971	0.723088649692819	No
WP_003517918.1	1.44838875	25.5340841454082	4.53260608770411	0.000152489831588931	0.00154860139851971	0.718558917862542	Yes
WP_003513366.1	4.37605098214286	25.8402503125	4.52940789794041	0.000153705167919648	0.00155289757279645	0.710788730791298	No
WP_003516239.1	1.45873598214286	25.4212155548469	4.50128962447851	0.000164816872865179	0.00165662087597821	0.642481324410078	No
WP_003513014.1	5.58264464285714	21.5162452040816	4.49576667832993	0.000167092195637544	0.00167092195637544	0.629066235480065	Yes
WP_003514026.1	4.20207348214286	22.0813248852041	4.48373112317068	0.000172160122153952	0.00171286212904439	0.599834381637179	Yes
WP_003516190.1	0.855873660714288	30.6964650892857	4.47874724432943	0.000174303533207402	0.0017250051594002	0.587730499021188	No
WP_003511947.1	3.26750276785715	21.868367002551	4.47681700213711	0.00017514082995951	0.0017250051594002	0.583042849703015	No
WP_003516259.1	0.925741607142857	29.6898812372449	4.46968659498864	0.000178268907123743	0.00174703528981268	0.565727195456603	No
WP_003517455.1	1.30492026785714	27.8666292857143	4.46082473501769	0.000182234624727429	0.00177701425107344	0.544208533079412	No
WP_014522638.1	-5.04101026785714	23.4566186096939	-4.43777037120459	0.000192970111860014	0.00187238326359221	0.488236589164976	Yes
WP_003512846.1	2.55989116071428	24.3856491581633	4.43258788021591	0.000195469212129352	0.00188728894469719	0.475656406804273	No
WP_003517489.1	0.934073303571427	29.659565127551	4.41690611060331	0.000203230209778121	0.0019526039762996	0.437594643851628	No
WP_003515729.1	4.08467125	22.3430466964286	4.38890291091064	0.000217863584611084	0.00208298841872061	0.36964633711267	No
WP_003519098.1	1.36657839285715	31.5662214923469	4.36238779017478	0.00023268890968494	0.00221393331544894	0.305333804805698	No
ADU74300.1	5.37898000000001	24.892845255102	4.36013852429655	0.000233991988427286	0.00221557631554339	0.299879406113018	No
WP_003517948.1	-2.91006232142858	24.1844249489796	-4.35290708588649	0.000238231017221114	0.00224486920073742	0.282344730446114	No
WP_003513951.1	-4.03472080357143	22.7075934821429	-4.34800789374593	0.000241146404222037	0.00226146867117317	0.270466424424554	No
WP_003511696.1	3.65856482142857	21.6258061607143	4.34461843955043	0.000243184214088717	0.00226971933149469	0.262249110518316	No
WP_003512623.1	-1.02844142857143	26.7447281632653	-4.34022210402611	0.000245853025970859	0.00228375322702789	0.251591437126321	Yes
WP_003514572.1	1.68524241071428	25.5447763647959	4.33679430342906	0.000247954163673496	0.00229240641886817	0.24328225873319	No
WP_003513085.1	-4.27343321428571	21.0347651147959	-4.31920945748318	0.000259018417693716	0.00238345586234593	0.20066349704451	No
WP_003518251.1	-0.956304642857145	29.4127899107143	-4.30676978051825	0.000267141749870577	0.00244671883059033	0.170522865230373	No
WP_003513065.1	-4.34857758928571	21.3206712882653	-4.30318342113646	0.000269530583346421	0.00245711601562319	0.161834637200577	No
WP_003512660.1	1.092275	29.0151678826531	4.29647365909488	0.000274057281496552	0.00248681607283908	0.145581350198942	No
